,sofifa_id,player_url,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined,club_contract_valid_until,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_logo_url,nation_flag_url
8346,215756,https://sofifa.com/player/215756/sam-mcqueen/180002,S. McQueen,Sam McQueen,"LB, LM",67,75,950000.0,30000.0,22,1995-02-06,180,70,17.0,Southampton,English Premier League,1.0,RES,38.0,,2013-06-01,2021.0,14,England,,,,Left,3,2,1,Medium/Medium,Normal (170-185),Yes,2000000.0,,,75.0,48.0,61.0,70.0,63.0,68.0,72,47,53,60,42,71,67,47,57,69,74,76,73,62,72,48,61,73,71,51,55,62,47,57,52,57,62,67,61,12,12,12,7,9,,57+1,57+1,57+1,64,60,60,60,64,61+1,61+1,61+1,65+1,61+1,61+1,61+1,65+1,67+1,63+1,63+1,63+1,67+1,66+1,63+1,63+1,63+1,66+1,16+1,https://cdn.sofifa.net/players/215/756/18_120.png,https://cdn.sofifa.net/teams/17/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
5634,229984,https://sofifa.com/player/229984/ben-chilwell/180002,B. Chilwell,Ben Chilwell,LB,70,82,2800000.0,30000.0,20,1996-12-21,178,77,95.0,Leicester City,English Premier League,1.0,SUB,3.0,,2015-08-26,2021.0,14,England,,,,Left,3,2,1,High/Medium,Normal (170-185),Yes,5800000.0,,"Long Throw-in, Dives Into Tackles (AI), Speed Dribbler (AI)",76.0,43.0,64.0,71.0,66.0,69.0,69,45,55,65,39,72,60,46,62,70,77,75,72,64,70,39,75,77,63,35,71,67,68,65,50,69,64,68,71,10,7,14,7,10,,59+1,59+1,59+1,66,63,63,63,66,65+1,65+1,65+1,68+1,65+1,65+1,65+1,68+1,69+1,67+1,67+1,67+1,69+1,69+1,66+1,66+1,66+1,69+1,15+1,https://cdn.sofifa.net/players/229/984/18_120.png,https://cdn.sofifa.net/teams/95/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
2732,169345,https://sofifa.com/player/169345/markus-suttner/180002,M. Suttner,Markus Suttner,"LB, LWB",73,73,2900000.0,40000.0,30,1987-04-16,179,73,1808.0,Brighton & Hove Albion,English Premier League,1.0,LB,29.0,,2017-07-13,2020.0,4,Austria,,,,Left,3,3,1,High/Medium,Normal (170-185),No,5800000.0,,"Early Crosser, Long Shot Taker (AI)",74.0,58.0,71.0,71.0,69.0,71.0,76,48,59,73,63,69,75,81,65,72,74,74,75,74,72,75,74,78,69,70,68,69,51,65,38,72,69,72,71,10,13,15,7,15,,64+1,64+1,64+1,68,66,66,66,68,67+1,67+1,67+1,69+1,69+1,69+1,69+1,69+1,73,71+1,71+1,71+1,73,72+1,69+1,69+1,69+1,72+1,18+1,https://cdn.sofifa.net/players/169/345/18_120.png,https://cdn.sofifa.net/teams/1808/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/at.png
863,205923,https://sofifa.com/player/205923/ben-davies/180002,B. Davies,Benjamin Thomas Davies,"LB, CB, LWB",78,82,11000000.0,70000.0,24,1993-04-24,182,76,18.0,Tottenham Hotspur,English Premier League,1.0,LB,33.0,,2014-07-23,2021.0,50,Wales,1367.0,LCB,18.0,Left,3,2,2,Medium/High,Normal (170-185),Yes,21700000.0,,,76.0,54.0,71.0,74.0,78.0,73.0,77,55,66,75,37,73,64,48,68,77,78,74,72,73,65,60,70,80,73,48,67,76,64,70,54,73,80,80,81,11,7,6,7,14,,66+1,66+1,66+1,71,69,69,69,71,70+1,70+1,70+1,73+1,72+1,72+1,72+1,73+1,77+1,75+1,75+1,75+1,77+1,77+1,75+1,75+1,75+1,77+1,17+1,https://cdn.sofifa.net/players/205/923/18_120.png,https://cdn.sofifa.net/teams/18/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1367/60.png,https://cdn.sofifa.net/flags/gb-wls.png
2877,190885,https://sofifa.com/player/190885/adam-smith/180002,A. Smith,Adam Smith,RB,73,76,4100000.0,50000.0,26,1991-04-29,180,78,1943.0,AFC Bournemouth,English Premier League,1.0,RB,15.0,,2014-01-28,2021.0,14,England,,,,Right,3,3,1,High/Medium,Lean (170-185),Yes,8000000.0,,Technical Dribbler (AI),76.0,55.0,69.0,73.0,71.0,69.0,72,43,56,72,40,74,59,66,61,72,77,75,74,73,69,72,53,76,68,68,67,70,63,69,48,72,72,75,72,8,9,15,9,6,,64+1,64+1,64+1,69,68,68,68,69,69+1,69+1,69+1,70+1,69+1,69+1,69+1,70+1,73+1,71+1,71+1,71+1,73+1,72+1,69+1,69+1,69+1,72+1,16+1,https://cdn.sofifa.net/players/190/885/18_120.png,https://cdn.sofifa.net/teams/1943/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
4330,193185,https://sofifa.com/player/193185/scott-malone/180002,S. Malone,Scott Malone,LB,71,73,2300000.0,30000.0,26,1991-03-25,189,75,1939.0,Huddersfield Town,English Premier League,1.0,SUB,3.0,,2017-07-05,2020.0,14,England,,,,Left,2,2,1,High/High,Lean (185+),No,4800000.0,,"Avoids Using Weaker Foot, Speed Dribbler (AI)",76.0,62.0,63.0,69.0,67.0,73.0,68,57,55,67,54,69,40,63,64,68,75,77,73,71,65,69,71,79,73,65,65,70,64,55,64,63,66,69,68,12,9,11,9,7,,65+1,65+1,65+1,67,66,66,66,67,66+1,66+1,66+1,68+1,66+1,66+1,66+1,68+1,70+1,68+1,68+1,68+1,70+1,70+1,68+1,68+1,68+1,70+1,16+1,https://cdn.sofifa.net/players/193/185/18_120.png,https://cdn.sofifa.net/teams/1939/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
6396,218659,https://sofifa.com/player/218659/matt-targett/180002,M. Targett,Matt Targett,LB,69,80,1600000.0,30000.0,21,1995-09-18,183,70,17.0,Southampton,English Premier League,1.0,SUB,33.0,,2013-07-06,2022.0,14,England,,,,Left,2,2,1,Medium/Medium,Normal (170-185),Yes,3300000.0,,,75.0,37.0,60.0,64.0,66.0,68.0,72,36,56,64,37,64,63,62,62,61,72,78,72,59,63,34,61,72,68,38,63,67,49,40,51,59,64,71,68,10,15,8,11,14,,52+1,52+1,52+1,59,55,55,55,59,56+1,56+1,56+1,61+1,58+1,58+1,58+1,61+1,68+1,64+1,64+1,64+1,68+1,68+1,65+1,65+1,65+1,68+1,17+1,https://cdn.sofifa.net/players/218/659/18_120.png,https://cdn.sofifa.net/teams/17/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
876,209997,https://sofifa.com/player/209997/kevin-wimmer/180002,K. Wimmer,Kevin Wimmer,CB,78,83,12000000.0,50000.0,24,1992-11-15,187,85,1806.0,Stoke City,English Premier League,1.0,LCB,5.0,,2017-08-29,2022.0,4,Austria,1322.0,SUB,5.0,Left,3,2,2,Medium/Medium,Normal (185+),Yes,23700000.0,,,59.0,27.0,61.0,64.0,79.0,75.0,52,21,76,74,27,63,24,28,70,67,55,62,59,78,61,40,71,63,80,25,76,78,30,59,35,72,78,81,78,13,10,15,12,11,,51+1,51+1,51+1,55,54,54,54,55,58+1,58+1,58+1,59+1,64+1,64+1,64+1,59+1,70+1,74+1,74+1,74+1,70+1,71+1,77+1,77+1,77+1,71+1,19+1,https://cdn.sofifa.net/players/209/997/18_120.png,https://cdn.sofifa.net/teams/1806/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1322/60.png,https://cdn.sofifa.net/flags/at.png
450,184392,https://sofifa.com/player/184392/matteo-darmian/180002,M. Darmian,Matteo Darmian,"LB, RB",80,81,13500000.0,120000.0,27,1989-12-02,182,70,11.0,Manchester United,English Premier League,1.0,SUB,36.0,,2015-07-11,2019.0,27,Italy,1343.0,RB,4.0,Right,5,3,2,Low/High,Lean (170-185),Yes,26000000.0,,,77.0,58.0,69.0,75.0,80.0,73.0,71,55,68,76,59,74,69,35,66,75,78,77,80,80,78,69,73,88,65,56,76,79,64,63,45,76,81,84,82,6,7,7,12,7,,68+1,68+1,68+1,71,70,70,70,71,70+1,70+1,70+1,73+1,72+1,72+1,72+1,73+1,79+1,77+1,77+1,77+1,79+1,79+1,77+1,77+1,77+1,79+1,16+1,https://cdn.sofifa.net/players/184/392/18_120.png,https://cdn.sofifa.net/teams/11/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1343/60.png,https://cdn.sofifa.net/flags/it.png
1749,189067,https://sofifa.com/player/189067/miguel-angel-britos/180002,M. Britos,Miguel Ángel Britos Cabrera,CB,75,75,4500000.0,40000.0,31,1985-07-17,190,85,1795.0,Watford,English Premier League,1.0,LCB,3.0,,2015-07-22,2018.0,60,Uruguay,,,,Left,3,2,2,Medium/Medium,Normal (185+),Yes,8500000.0,,,50.0,34.0,50.0,52.0,76.0,74.0,43,37,75,60,22,47,47,52,64,58,48,51,49,68,54,30,83,62,79,31,76,75,24,31,51,66,75,78,76,12,13,11,10,11,,48+1,48+1,48+1,47,46,46,46,47,47+1,47+1,47+1,49+1,54+1,54+1,54+1,49+1,63+1,68+1,68+1,68+1,63+1,66+1,74+1,74+1,74+1,66+1,18+1,https://cdn.sofifa.net/players/189/067/18_120.png,https://cdn.sofifa.net/teams/1795/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/uy.png
3005,204760,https://sofifa.com/player/204760/charlie-taylor/180002,C. Taylor,Charlie Taylor,LB,73,80,4700000.0,40000.0,23,1993-09-18,176,70,1796.0,Burnley,English Premier League,1.0,SUB,3.0,,2017-07-06,2021.0,14,England,,,,Left,2,2,1,High/Medium,Lean (170-185),No,9900000.0,,"Avoids Using Weaker Foot, Dives Into Tackles (AI), Early Crosser",75.0,54.0,66.0,71.0,71.0,75.0,75,49,64,66,43,71,69,61,59,70,77,73,75,71,73,63,75,79,73,59,74,72,63,65,45,70,70,72,71,13,6,14,13,8,,64+1,64+1,64+1,68,66,66,66,68,66+1,66+1,66+1,69+1,67+1,67+1,67+1,69+1,72+1,70+1,70+1,70+1,72+1,72+1,71+1,71+1,71+1,72+1,17+1,https://cdn.sofifa.net/players/204/760/18_120.png,https://cdn.sofifa.net/teams/1796/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
1457,205566,https://sofifa.com/player/205566/alberto-moreno-perez/180002,Alberto Moreno,Alberto Moreno Pérez,LB,76,79,8000000.0,80000.0,24,1992-07-05,171,65,9.0,Liverpool,English Premier League,1.0,LB,18.0,,2014-08-16,2019.0,45,Spain,,,,Left,3,2,2,High/Low,Normal (170-185),Yes,15800000.0,,"Avoids Using Weaker Foot, Dives Into Tackles (AI), Beat Offside Trap, Speed Dribbler (AI)",88.0,65.0,68.0,78.0,67.0,74.0,78,59,61,74,35,76,59,40,64,79,87,88,86,69,87,80,85,85,64,74,83,68,69,58,54,63,62,71,76,10,14,9,10,11,,70+1,70+1,70+1,74,72,72,72,74,72+1,72+1,72+1,74+1,71+1,71+1,71+1,74+1,75+1,71+1,71+1,71+1,75+1,75+1,70+1,70+1,70+1,75+1,17+1,https://cdn.sofifa.net/players/205/566/18_120.png,https://cdn.sofifa.net/teams/9/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/es.png
1730,186392,https://sofifa.com/player/186392/joel-ward/180002,J. Ward,Joel Ward,"RB, LB",75,76,6000000.0,40000.0,27,1989-10-29,188,83,1799.0,Crystal Palace,English Premier League,1.0,RWB,2.0,,2012-05-01,2018.0,14,England,,,,Right,3,2,1,Medium/Medium,Normal (185+),Yes,11900000.0,,Injury Free,65.0,54.0,67.0,65.0,77.0,76.0,73,46,75,70,33,64,43,34,69,67,64,65,66,73,61,68,66,77,78,63,74,77,64,68,40,73,76,78,77,8,7,7,10,11,,64+1,64+1,64+1,65,65,65,65,65,66+1,66+1,66+1,67+1,69+1,69+1,69+1,67+1,73+1,74+1,74+1,74+1,73+1,74+1,75+1,75+1,75+1,74+1,16+1,https://cdn.sofifa.net/players/186/392/18_120.png,https://cdn.sofifa.net/teams/1799/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
1009,183427,https://sofifa.com/player/183427/fabian-delph/180002,F. Delph,Fabian Delph,CM,77,78,10000000.0,110000.0,27,1989-11-21,174,60,10.0,Manchester City,English Premier League,1.0,SUB,18.0,,2015-07-17,2020.0,14,England,,,,Left,3,3,2,High/High,Lean (170-185),Yes,19300000.0,#Engine,"Injury Prone, Long Shot Taker (AI)",74.0,69.0,73.0,82.0,68.0,75.0,69,63,53,80,59,83,72,48,75,79,76,72,89,72,86,80,68,88,66,73,82,75,71,72,65,76,63,73,71,10,9,14,11,6,,71+1,71+1,71+1,75,74,74,74,75,76+1,76+1,76+1,76+1,76+1,76+1,76+1,76+1,75+1,75+1,75+1,75+1,75+1,73+1,70+1,70+1,70+1,73+1,16+1,https://cdn.sofifa.net/players/183/427/18_120.png,https://cdn.sofifa.net/teams/10/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
1486,210972,https://sofifa.com/player/210972/javier-manquillo-gaitan/180002,Manquillo,Javier Manquillo Gaitán,"RB, LB",76,82,9000000.0,50000.0,23,1994-05-05,180,72,13.0,Newcastle United,English Premier League,1.0,RB,19.0,,2017-07-21,2020.0,45,Spain,,,,Right,3,2,1,High/Medium,Normal (170-185),Yes,18900000.0,,,76.0,45.0,65.0,71.0,73.0,72.0,79,32,63,73,37,71,75,51,66,73,78,74,74,69,64,69,68,89,66,44,67,69,69,39,46,64,73,78,75,14,7,14,12,13,,62+1,62+1,62+1,66,63,63,63,66,63+1,63+1,63+1,69+1,66+1,66+1,66+1,69+1,75+1,71+1,71+1,71+1,75+1,75+1,71+1,71+1,71+1,75+1,18+1,https://cdn.sofifa.net/players/210/972/18_120.png,https://cdn.sofifa.net/teams/13/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/es.png
209,163631,https://sofifa.com/player/163631/leighton-baines/180002,L. Baines,Leighton Baines,LB,82,82,12500000.0,110000.0,32,1984-12-11,170,74,7.0,Everton,English Premier League,1.0,LWB,3.0,,2007-08-07,2019.0,14,England,,,,Left,3,3,3,High/Medium,Normal (170-),Yes,23800000.0,#Crosser,"Early Crosser, Team Player, Takes Finesse Free Kicks",70.0,71.0,80.0,79.0,80.0,71.0,86,63,74,81,63,78,81,82,74,80,73,68,74,83,84,84,71,81,64,75,74,80,73,76,90,81,81,81,79,8,15,10,13,12,,74+2,74+2,74+2,76+1,76+1,76+1,76+1,76+1,76+2,76+2,76+2,77+2,78+2,78+2,78+2,77+2,80+2,79+2,79+2,79+2,80+2,80+2,77+2,77+2,77+2,80+2,20+2,https://cdn.sofifa.net/players/163/631/18_120.png,https://cdn.sofifa.net/teams/7/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
423,169705,https://sofifa.com/player/169705/ryan-bertrand/180002,R. Bertrand,Ryan Bertrand,LB,80,80,12000000.0,90000.0,27,1989-08-05,179,85,17.0,Southampton,English Premier League,1.0,LB,21.0,,2015-02-02,2021.0,14,England,1318.0,SUB,14.0,Left,3,2,2,High/Medium,Normal (170-185),Yes,22800000.0,,Dives Into Tackles (AI),79.0,53.0,71.0,77.0,79.0,75.0,82,50,69,76,43,77,74,66,70,79,79,79,76,76,68,59,71,83,73,54,73,77,63,51,52,76,79,82,82,11,13,15,10,15,,66+1,66+1,66+1,71,68,68,68,71,69+1,69+1,69+1,73+1,71+1,71+1,71+1,73+1,79+1,76+1,76+1,76+1,79+1,79+1,77+1,77+1,77+1,79+1,19+1,https://cdn.sofifa.net/players/169/705/18_120.png,https://cdn.sofifa.net/teams/17/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1318/60.png,https://cdn.sofifa.net/flags/gb-eng.png
3444,172953,https://sofifa.com/player/172953/adrian-mariappa/180002,A. Mariappa,Adrian Mariappa,"RB, CB",72,72,2200000.0,30000.0,30,1986-10-03,180,78,1795.0,Watford,English Premier League,1.0,RES,6.0,,2016-08-30,2019.0,82,Jamaica,,,,Right,3,2,1,Medium/Medium,Normal (170-185),Yes,4300000.0,,,68.0,34.0,57.0,63.0,75.0,72.0,57,27,76,63,21,59,33,22,61,65,68,68,64,73,76,47,80,70,77,34,58,68,53,58,44,64,76,77,79,6,15,8,13,10,,55+1,55+1,55+1,58,57,57,57,58,58+1,58+1,58+1,60+1,62+1,62+1,62+1,60+1,69+1,69+1,69+1,69+1,69+1,71+1,73-1,73-1,73-1,71+1,18+1,https://cdn.sofifa.net/players/172/953/18_120.png,https://cdn.sofifa.net/teams/1795/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/jm.png
2989,203544,https://sofifa.com/player/203544/chris-lowe/180002,C. Löwe,Chris Jörg Löwe,LB,73,73,3200000.0,40000.0,28,1989-04-16,175,68,1939.0,Huddersfield Town,English Premier League,1.0,LB,15.0,,2016-07-01,2019.0,21,Germany,,,,Left,2,3,1,Medium/High,Lean (170-185),No,6300000.0,,Dives Into Tackles (AI),79.0,60.0,68.0,70.0,70.0,69.0,70,53,56,68,52,68,71,65,67,70,80,79,76,71,80,72,79,85,61,64,68,71,62,65,74,68,73,70,71,14,12,8,8,12,,64+1,64+1,64+1,68,67,67,67,68,67+1,67+1,67+1,69+1,68+1,68+1,68+1,69+1,73,70+1,70+1,70+1,73,72+1,69+1,69+1,69+1,72+1,18+1,https://cdn.sofifa.net/players/203/544/18_120.png,https://cdn.sofifa.net/teams/1939/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/de.png
1660,165321,https://sofifa.com/player/165321/stephen-ward/180002,S. Ward,Stephen Robert Ward,LB,75,75,4400000.0,40000.0,31,1985-08-20,184,82,1796.0,Burnley,English Premier League,1.0,LB,23.0,,2014-08-15,2019.0,25,Republic of Ireland,1355.0,SUB,17.0,Left,5,3,2,High/High,Normal (170-185),Yes,8300000.0,,Early Crosser,67.0,59.0,68.0,69.0,74.0,78.0,72,58,70,71,66,69,69,55,68,71,66,67,66,76,63,63,72,82,77,54,78,74,58,64,62,68,74,76,75,6,16,13,11,16,,66+1,66+1,66+1,67,66,66,66,67,67+1,67+1,67+1,69+1,69+1,69+1,69+1,69+1,74+1,74+1,74+1,74+1,74+1,74+1,74+1,74+1,74+1,74+1,19+1,https://cdn.sofifa.net/players/165/321/18_120.png,https://cdn.sofifa.net/teams/1796/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1355/60.png,https://cdn.sofifa.net/flags/ie.png
3597,193884,https://sofifa.com/player/193884/sam-clucas/180002,S. Clucas,Sam Clucas,"CM, LM, CDM",72,74,3700000.0,40000.0,26,1990-09-25,188,74,1960.0,Swansea City,English Premier League,1.0,SUB,17.0,,2017-08-23,2021.0,14,England,,,,Left,4,3,1,High/High,Lean (185+),No,7300000.0,#Engine,Injury Free,71.0,67.0,71.0,72.0,63.0,70.0,70,66,60,76,68,74,65,67,70,72,68,74,66,64,63,67,70,89,67,68,56,67,64,68,65,69,61,64,57,6,9,9,8,6,,67+1,67+1,67+1,70,69,69,69,70,70+1,70+1,70+1,71+1,71+1,71+1,71+1,71+1,70+1,68+1,68+1,68+1,70+1,68+1,64+1,64+1,64+1,68+1,14+1,https://cdn.sofifa.net/players/193/884/18_120.png,https://cdn.sofifa.net/teams/1960/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
654,205988,https://sofifa.com/player/205988/luke-shaw/180002,L. Shaw,Luke Shaw,LB,79,84,14000000.0,90000.0,21,1995-07-12,185,75,11.0,Manchester United,English Premier League,1.0,SUB,23.0,,2014-06-27,2018.0,14,England,,,,Left,2,2,2,High/Medium,Stocky (185+),Yes,27000000.0,,"Injury Prone, Avoids Using Weaker Foot, Speed Dribbler (AI)",82.0,51.0,71.0,77.0,76.0,76.0,80,44,65,75,58,77,63,58,64,78,80,84,78,77,75,62,68,74,79,48,74,78,73,65,53,75,74,79,79,10,12,13,7,7,,67+1,67+1,67+1,72,70,70,70,72,71+1,71+1,71+1,74+1,71+1,71+1,71+1,74+1,78+1,75+1,75+1,75+1,78+1,78+1,76+1,76+1,76+1,78+1,17+1,https://cdn.sofifa.net/players/205/988/18_120.png,https://cdn.sofifa.net/teams/11/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
3924,227813,https://sofifa.com/player/227813/oleksandr-zinchenko/180002,O. Zinchenko,Oleksandr Zinchenko,"CAM, RW, LW",72,82,5000000.0,50000.0,20,1996-12-15,175,64,10.0,Manchester City,English Premier League,1.0,SUB,35.0,,2016-07-04,2021.0,49,Ukraine,,,,Left,3,4,1,Medium/Medium,Lean (170-185),No,10300000.0,,"Avoids Using Weaker Foot, Flair, Technical Dribbler (AI)",72.0,61.0,75.0,75.0,58.0,58.0,78,58,52,72,60,76,78,74,76,70,75,70,80,70,80,69,65,59,56,62,59,66,64,78,59,61,51,62,59,15,11,13,11,11,,65+1,65+1,65+1,71,69,69,69,71,71+1,71+1,71+1,71+1,70+1,70+1,70+1,71+1,67+1,66+1,66+1,66+1,67+1,65+1,60+1,60+1,60+1,65+1,18+1,https://cdn.sofifa.net/players/227/813/18_120.png,https://cdn.sofifa.net/teams/10/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/ua.png
4480,204355,https://sofifa.com/player/204355/paul-dummett/180002,P. Dummett,Paul Dummett,"LB, CB",71,75,2500000.0,40000.0,25,1991-09-26,183,77,13.0,Newcastle United,English Premier League,1.0,LB,3.0,,2010-07-01,2019.0,50,Wales,,,,Left,2,2,1,High/Medium,Lean (170-185),Yes,5000000.0,,"Early Crosser, Long Passer (AI)",65.0,40.0,62.0,67.0,72.0,71.0,61,41,72,70,33,66,54,52,68,69,66,65,64,69,76,40,73,72,73,35,65,65,55,51,43,60,74,75,74,15,11,13,11,13,,58+1,58+1,58+1,61,59,59,59,61,61+1,61+1,61+1,63+1,64+1,64+1,64+1,63+1,69+1,69+1,69+1,69+1,69+1,70+1,71+1,71+1,71+1,70+1,19+1,https://cdn.sofifa.net/players/204/355/18_120.png,https://cdn.sofifa.net/teams/13/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-wls.png
14730,232759,https://sofifa.com/player/232759/josh-tymon/180002,J. Tymon,Josh Tymon,LB,60,77,375000.0,4000.0,18,1999-05-22,178,74,1806.0,Stoke City,English Premier League,1.0,SUB,12.0,,2017-07-05,2022.0,14,England,,,,Left,2,2,1,Medium/Medium,Lean (170-185),No,947000.0,,,67.0,36.0,49.0,62.0,58.0,58.0,55,27,41,55,28,62,47,29,46,61,65,68,63,54,73,48,58,60,56,45,59,59,37,41,40,56,59,61,60,13,13,9,12,11,,47+1,47+1,47+1,53,50,50,50,53,51+1,51+1,51+1,54+1,52+1,52+1,52+1,54+1,59+1,57+1,57+1,57+1,59+1,59+1,57+1,57+1,57+1,59+1,17+1,https://cdn.sofifa.net/players/232/759/18_120.png,https://cdn.sofifa.net/teams/1806/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
1613,152908,https://sofifa.com/player/152908/ashley-young/180002,A. Young,Ashley Young,"RB, LM, LB",75,75,4400000.0,80000.0,31,1985-07-09,175,65,11.0,Manchester United,English Premier League,1.0,SUB,18.0,,2011-07-01,2018.0,14,England,,,,Right,3,3,2,Medium/Medium,Lean (170-185),Yes,8100000.0,,"Diver, Avoids Using Weaker Foot, Early Crosser",77.0,69.0,77.0,79.0,65.0,61.0,84,65,54,77,73,78,86,72,69,79,79,76,81,79,77,75,57,73,57,70,58,67,68,75,65,65,64,68,63,16,10,15,16,15,,70+3,70+3,70+3,76-1,74+1,74+1,74+1,76-1,75,75,75,76-1,74+1,74+1,74+1,76-1,73+2,70+3,70+3,70+3,73+2,72+3,65+3,65+3,65+3,72+3,21+3,https://cdn.sofifa.net/players/152/908/18_120.png,https://cdn.sofifa.net/teams/11/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
1057,192667,https://sofifa.com/player/192667/allan-nyom/180002,A. Nyom,Allan Roméo Nyom,"LB, RB",77,77,6500000.0,70000.0,29,1988-05-10,188,81,109.0,West Bromwich Albion,English Premier League,1.0,RB,2.0,,2016-08-31,2020.0,103,Cameroon,,,,Right,3,2,2,Medium/Medium,Normal (185+),Yes,12400000.0,,Injury Free,75.0,47.0,63.0,67.0,78.0,83.0,75,27,69,65,44,68,68,30,64,72,72,78,50,74,50,74,57,84,86,66,80,75,51,54,37,67,77,83,81,12,8,9,9,14,,61+1,61+1,61+1,63,62,62,62,63,62+1,62+1,62+1,66+1,66+1,66+1,66+1,66+1,76+1,74+1,74+1,74+1,76+1,76+1,77,77,77,76+1,18+1,https://cdn.sofifa.net/players/192/667/18_120.png,https://cdn.sofifa.net/teams/109/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/cm.png
74,172871,https://sofifa.com/player/172871/jan-vertonghen/180002,J. Vertonghen,Jan Vertonghen,CB,85,85,28500000.0,130000.0,30,1987-04-24,189,88,18.0,Tottenham Hotspur,English Premier League,1.0,LCB,5.0,,2012-07-01,2019.0,7,Belgium,1325.0,LCB,5.0,Left,3,2,3,High/High,Normal (185+),Yes,54200000.0,"#Tackling, #Tactician ",Power Free-Kick,67.0,65.0,73.0,70.0,85.0,81.0,68,56,81,79,52,69,58,73,74,74,68,66,62,82,55,86,83,79,81,68,83,86,60,68,68,81,84,86,86,6,10,9,12,7,,70+2,70+2,70+2,69+1,70+1,70+1,70+1,69+1,70+2,70+2,70+2,70+2,74+2,74+2,74+2,70+2,78+2,81+2,81+2,81+2,78+2,80+2,83+2,83+2,83+2,80+2,17+2,https://cdn.sofifa.net/players/172/871/18_120.png,https://cdn.sofifa.net/teams/18/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1325/60.png,https://cdn.sofifa.net/flags/be.png
