,sofifa_id,age,height_cm,weight_kg,preferred_foot,weak_foot,skill_moves,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,work_rate_High/High,work_rate_High/Low,work_rate_High/Medium,work_rate_Low/High,work_rate_Low/Low,work_rate_Low/Medium,work_rate_Medium/High,work_rate_Medium/Low,work_rate_Medium/Medium,body_type_Lean (170-),body_type_Lean (170-185),body_type_Lean (185+),body_type_Normal (170-),body_type_Normal (170-185),body_type_Normal (185+),body_type_Stocky (170-),body_type_Stocky (170-185),body_type_Stocky (185+),body_type_Unique,lf
442,155885,35,177,71,1,4,5,70,68,69,74,44,55,69,65,60,69,67,73,75,72,67,72,69,71,83,67,76,72,33,51,54,71,66,51,68,68,71,72,41,41,29,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,70
443,174754,32,181,78,1,2,3,82,66,59,69,32,71,50,69,65,63,51,69,59,49,60,72,81,82,77,70,53,60,81,76,76,67,49,35,75,64,70,58,27,25,27,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,69
444,179696,32,180,79,0,2,3,61,60,65,69,67,74,68,47,65,70,61,70,59,63,68,70,59,63,65,72,68,75,70,75,73,70,75,67,64,55,64,68,65,68,68,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,65
445,186651,33,177,65,0,3,3,79,67,69,73,63,63,70,60,65,70,64,72,77,70,61,73,80,79,78,70,80,78,77,72,57,74,65,60,64,71,68,69,61,68,61,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70
446,186805,31,170,67,1,3,4,85,65,66,77,29,55,68,60,50,65,64,78,76,64,61,75,89,82,85,59,85,74,67,47,63,67,40,25,60,67,68,75,19,38,20,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,70
447,190589,30,180,73,1,3,3,68,65,68,70,65,72,70,62,64,70,59,69,64,65,65,71,69,67,75,67,71,70,72,84,67,69,71,64,64,67,66,72,65,65,65,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,68
448,193414,30,175,71,0,3,3,73,63,70,70,62,67,69,56,59,70,46,70,77,71,67,69,73,73,74,67,74,73,72,71,64,70,70,66,66,69,71,68,53,68,67,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,68
449,198190,30,183,70,0,3,3,63,54,64,68,68,73,70,55,66,68,25,68,47,56,67,68,60,65,71,66,67,60,73,69,72,54,82,67,60,55,44,72,70,68,67,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,64
450,202530,31,183,78,1,4,3,77,66,66,72,45,65,71,69,44,68,57,76,69,65,61,71,78,77,72,58,59,63,67,64,68,62,58,49,64,63,69,65,32,55,42,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,70
451,202686,31,170,69,1,3,3,74,70,63,70,44,62,60,72,68,64,68,67,67,67,53,70,75,73,78,71,78,69,64,69,55,65,68,49,74,69,68,68,35,43,35,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,69
452,205214,28,182,74,1,4,3,81,70,65,71,41,75,68,65,53,66,70,73,71,65,61,68,80,82,74,63,69,80,42,76,74,72,82,35,66,64,71,68,57,30,29,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,70
453,208581,24,176,70,1,3,4,79,67,67,71,34,69,72,65,49,67,64,70,72,69,60,72,78,79,79,63,77,71,74,68,71,72,64,31,63,64,56,67,48,23,20,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,70
454,209449,30,173,64,0,2,3,92,65,61,73,41,52,56,62,48,67,69,71,55,53,53,67,92,92,90,70,91,68,42,78,36,65,63,34,70,66,67,68,43,43,39,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,70
455,210833,27,179,73,1,4,3,81,62,62,72,55,56,67,62,43,68,53,72,60,30,67,70,80,82,82,66,80,63,48,76,51,64,46,54,69,53,49,67,52,60,61,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69
456,211272,32,179,78,0,3,2,65,49,62,64,68,76,64,35,58,68,49,62,50,39,63,64,62,68,64,72,74,73,70,72,77,52,82,75,57,56,53,54,63,70,71,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,60
457,211384,26,183,75,1,4,4,90,69,59,73,35,63,58,71,60,61,66,72,70,47,48,72,90,90,91,66,66,66,64,76,64,67,45,33,71,65,62,69,35,33,22,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70
458,212879,30,179,79,0,3,3,82,70,63,71,33,70,64,70,53,66,68,70,66,59,53,71,78,85,74,73,73,76,73,76,68,65,68,32,75,62,65,67,34,31,22,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,70
459,213702,26,171,72,1,4,4,77,64,70,73,34,62,67,63,41,70,58,71,77,68,69,72,82,73,83,65,83,70,60,77,61,61,46,38,67,72,58,68,31,34,31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,70
460,214238,27,175,60,1,3,3,74,63,68,71,36,61,63,62,52,71,44,70,62,70,67,70,71,77,84,65,76,65,88,70,62,64,42,42,72,70,66,57,31,32,33,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,69
461,214660,27,169,68,0,2,3,75,57,66,69,67,67,68,46,51,64,56,69,73,69,61,66,74,75,79,66,70,75,67,70,64,62,73,68,68,69,54,69,66,71,72,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,66
462,218717,28,162,76,1,2,3,77,73,50,70,21,64,42,78,56,56,68,71,36,55,39,68,79,75,75,63,74,73,68,66,74,63,35,18,75,58,64,73,21,14,11,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,67
463,221737,26,182,82,0,3,3,78,58,64,71,65,65,71,61,50,70,35,72,63,49,63,70,77,78,77,65,68,61,61,70,64,53,61,64,60,50,64,64,70,67,65,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,68
464,222693,26,174,63,1,3,3,86,63,62,72,41,62,65,65,49,66,56,72,56,41,62,70,87,85,84,59,79,70,72,66,60,54,57,33,68,60,57,64,41,45,41,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,69
465,222724,24,169,68,0,4,4,79,63,66,76,34,57,68,60,38,68,59,76,68,66,61,74,83,75,86,61,81,67,87,56,60,70,41,39,64,66,57,68,29,34,35,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,70
466,222825,26,172,72,1,3,3,79,67,63,74,27,61,65,70,37,66,60,73,71,47,63,72,81,78,88,71,85,76,43,63,63,57,57,26,66,59,48,62,26,27,26,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,70
467,223553,36,169,68,1,2,3,72,65,66,73,27,54,71,73,62,70,55,76,50,27,60,70,75,70,75,67,83,63,65,50,64,54,33,13,63,70,63,53,40,14,15,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,70
468,223633,26,184,76,0,3,3,79,47,66,68,64,67,72,36,56,66,41,66,76,73,65,70,77,81,75,67,65,68,61,74,66,54,64,62,51,58,44,65,64,68,67,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,64
469,223905,25,180,77,1,4,3,75,48,60,64,65,72,62,43,59,64,47,63,49,43,60,65,77,74,64,67,61,51,72,83,68,54,67,64,57,59,45,60,66,68,64,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,62
470,224187,27,178,76,1,4,3,81,70,63,73,49,74,68,66,54,63,68,75,71,68,50,72,80,81,75,62,78,79,58,71,77,72,74,52,63,65,63,65,39,55,47,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,70
471,224970,25,170,65,1,2,3,73,69,70,73,41,55,78,63,41,66,73,73,80,75,63,70,75,72,84,64,86,79,81,59,50,76,57,39,67,68,57,73,31,49,47,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,70
472,225114,27,181,69,1,4,4,75,70,67,76,35,64,66,68,55,68,72,77,71,68,60,76,76,75,76,70,70,76,57,68,64,69,63,40,70,69,70,72,29,30,34,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,71
473,225305,27,179,70,0,3,3,80,68,67,72,33,63,64,65,58,69,66,70,66,59,65,72,82,79,83,64,76,74,65,72,60,71,59,21,69,69,59,67,37,31,30,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,70
474,225775,23,185,78,0,3,2,75,35,54,65,67,71,64,33,56,60,26,66,46,26,49,64,76,74,64,66,67,39,64,81,71,31,61,66,51,44,36,53,68,70,68,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,59
475,225956,25,178,69,1,4,3,92,62,60,73,41,66,64,62,57,63,44,74,61,41,47,69,91,92,90,62,77,70,75,80,63,58,55,39,69,63,66,51,30,45,47,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,70
476,226278,28,176,73,0,3,3,78,66,67,70,34,61,73,66,48,68,54,70,75,57,59,68,79,78,74,70,72,69,50,71,64,69,42,25,64,65,65,66,38,31,34,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70
477,226508,23,175,68,0,3,2,74,47,66,67,66,72,70,43,51,67,37,63,62,61,64,69,75,73,79,58,80,55,86,84,64,45,73,62,51,64,59,65,68,70,70,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,63
478,226706,26,178,68,1,3,3,79,57,64,72,39,52,66,63,45,64,53,74,56,55,66,71,80,79,78,59,73,58,55,74,44,44,46,27,61,65,56,53,47,36,43,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,68
479,229236,25,178,68,0,3,2,69,42,62,69,69,69,66,42,71,68,35,68,47,50,61,70,70,69,71,66,74,44,67,65,68,36,78,67,54,53,45,65,68,71,71,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,62
480,230292,25,165,62,0,3,3,86,68,56,76,31,44,40,71,61,61,75,73,76,64,43,75,85,87,87,78,87,62,69,70,30,63,42,26,77,65,59,79,30,25,29,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,70
481,230343,21,179,74,0,3,2,74,51,66,61,64,71,66,51,61,71,53,55,54,55,67,61,75,74,71,72,73,52,56,81,67,45,71,63,55,61,61,62,64,66,65,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,62
482,230601,24,190,83,1,4,3,73,68,68,69,22,75,67,68,68,70,65,69,67,50,68,68,70,75,75,68,65,70,71,70,80,65,72,19,75,68,70,70,20,14,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,70
483,231949,27,177,79,1,3,4,60,72,69,71,49,65,67,70,64,72,68,69,65,78,64,73,61,60,68,68,78,78,58,62,67,73,63,46,68,70,62,69,51,46,44,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,69
484,232278,26,168,84,1,3,3,78,63,65,71,26,64,66,60,55,70,57,73,58,46,59,69,80,76,78,63,71,66,68,70,62,67,59,16,64,65,59,52,32,18,23,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,69
485,233510,21,185,75,0,3,4,82,64,67,69,45,62,68,62,46,67,59,72,67,62,67,70,80,83,74,56,56,73,55,65,59,62,65,42,67,69,51,58,43,48,43,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,69
486,233732,23,181,77,1,4,3,85,67,54,73,26,66,43,73,68,68,56,74,40,31,33,70,84,85,82,69,68,68,91,69,69,56,48,17,67,64,62,68,31,17,15,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69
487,235135,25,183,75,1,3,3,91,67,65,69,30,60,67,68,53,65,64,69,65,41,64,67,90,91,73,65,69,70,63,64,71,65,29,25,70,68,50,67,23,30,33,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,71
488,236630,26,180,72,1,3,3,72,70,65,73,31,67,69,70,49,66,61,75,70,68,59,73,71,72,71,67,68,75,56,66,73,67,55,23,70,62,63,68,32,29,33,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70
489,237502,23,185,75,1,2,4,80,60,67,72,32,59,69,60,40,67,60,73,69,50,64,70,84,76,78,70,70,68,32,67,63,54,48,32,66,70,46,68,27,35,33,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,70
490,237512,23,180,76,0,3,3,81,65,66,72,62,69,69,63,57,69,55,72,59,46,57,71,81,81,77,70,72,73,59,69,71,61,67,61,71,69,64,70,59,67,63,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,71
491,239186,27,182,75,1,5,3,80,64,61,72,28,69,65,64,52,64,52,75,63,47,45,70,76,83,74,70,64,75,53,82,65,54,65,25,70,65,63,69,20,28,34,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,70
492,239307,22,180,64,1,3,3,78,57,64,71,41,50,67,62,38,68,64,70,44,46,66,72,79,77,78,63,73,63,71,72,42,38,37,32,69,60,48,68,52,36,42,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,68
493,239701,21,174,73,1,3,3,75,62,66,77,48,60,69,58,39,70,57,78,63,44,60,75,77,74,85,69,85,69,75,70,61,67,43,60,66,67,52,65,56,37,37,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,71
494,240271,23,178,71,1,3,3,74,67,65,73,39,59,65,65,56,68,70,74,60,66,55,72,76,72,77,66,79,70,55,71,56,68,50,26,69,67,55,63,43,39,35,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70
495,241474,22,177,66,1,4,3,78,62,62,73,39,65,64,65,33,65,53,73,63,61,49,70,79,78,82,66,77,62,32,74,56,59,85,35,70,66,39,67,46,38,34,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,70
496,241947,21,170,66,1,5,4,89,61,63,75,32,57,63,59,32,66,61,76,63,58,66,71,91,88,93,60,86,68,90,77,53,58,32,22,64,59,58,58,26,41,46,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,70
497,242573,21,168,69,1,2,4,83,63,60,76,35,56,57,63,30,65,60,78,60,61,56,72,84,83,87,64,89,68,48,73,53,60,46,49,64,56,55,59,39,27,22,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,69
498,243350,21,179,69,1,3,3,87,47,60,74,61,59,64,46,67,66,52,75,61,31,40,68,90,84,89,70,85,41,81,78,45,51,65,64,64,65,40,60,60,58,62,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,68
499,243401,22,176,67,1,4,4,83,63,62,74,27,56,67,65,41,64,66,74,67,34,58,72,87,80,90,66,78,68,52,66,48,58,65,23,67,62,44,65,31,23,17,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,70
500,243792,23,178,70,1,4,4,75,62,68,72,43,54,67,66,49,73,44,73,64,32,67,72,76,74,75,64,76,60,63,53,53,60,53,45,67,72,56,68,38,44,40,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,70
501,243977,29,175,75,0,3,2,71,70,60,67,23,68,32,74,68,72,37,66,39,58,64,69,73,70,69,63,60,76,65,67,85,65,28,17,70,71,71,74,27,13,12,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,66
502,244390,28,188,85,1,3,3,76,72,65,72,45,72,70,72,57,68,67,73,69,44,61,71,77,75,72,65,72,81,44,74,77,68,64,38,69,64,54,67,45,47,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,70
503,246070,20,180,73,1,3,3,72,70,65,71,50,60,57,72,58,69,65,73,65,55,68,74,74,71,69,64,66,70,53,62,66,69,44,52,73,65,59,52,46,52,48,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,70
504,246155,20,183,73,0,3,3,80,56,63,67,65,68,67,52,62,65,51,69,65,63,62,67,80,80,65,65,59,61,74,70,67,62,67,66,59,57,45,60,63,68,64,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,66
505,246431,22,180,75,1,3,4,83,62,63,72,33,50,67,65,42,67,52,72,55,45,61,73,84,82,76,62,75,66,45,53,52,51,40,25,68,62,69,60,32,35,39,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,70
506,247106,20,169,65,0,3,3,88,61,67,74,58,69,73,57,39,67,54,74,76,71,63,70,86,90,88,64,81,71,73,83,58,64,76,59,61,60,60,63,57,64,64,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,70
507,248060,21,177,61,1,4,3,90,65,65,71,33,58,63,66,42,68,63,71,66,45,63,69,91,90,82,66,72,70,57,79,52,58,45,25,65,66,58,67,37,30,35,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70
508,248775,27,181,73,1,3,3,73,71,53,68,30,71,43,73,66,63,65,68,44,42,39,67,70,75,69,65,67,71,78,78,75,70,52,26,73,61,69,68,29,23,21,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,66
509,250807,21,183,76,1,3,4,75,69,64,72,36,65,52,72,60,73,64,73,61,63,44,74,76,75,74,69,60,65,54,69,67,67,58,24,72,74,62,68,34,37,34,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,71
510,252146,24,174,70,0,2,2,74,52,60,65,67,62,65,61,69,71,32,63,42,35,54,66,75,73,66,63,76,52,62,65,61,39,62,61,50,51,50,57,61,74,73,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,63
511,257208,20,178,69,1,4,3,82,68,63,73,17,60,61,69,60,68,62,72,58,22,62,72,84,81,81,66,83,71,81,71,58,66,48,15,65,66,55,64,12,12,12,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70
512,258685,21,180,77,1,2,4,77,69,57,71,25,69,53,71,74,62,71,72,58,53,45,68,78,77,81,63,73,69,78,71,70,64,63,16,71,62,66,74,18,25,13,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,68
513,258942,18,180,66,1,3,3,82,63,65,75,35,53,63,64,40,68,50,75,65,48,65,75,82,82,85,60,80,67,55,75,44,63,47,32,60,67,49,74,34,37,30,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70
514,261307,23,179,67,1,3,3,83,65,60,75,37,56,58,66,41,60,58,76,65,67,49,70,84,83,91,64,75,65,51,78,51,66,41,35,69,68,61,67,39,35,38,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70
515,262430,25,171,65,1,4,3,77,67,64,73,33,52,67,65,61,64,73,76,70,50,57,72,78,76,67,68,83,68,48,70,47,68,45,30,64,67,65,68,28,32,26,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,70
516,153066,40,174,72,0,4,3,64,61,65,72,68,66,80,52,53,52,57,76,73,68,71,69,59,68,69,66,73,71,72,64,66,68,69,71,56,64,84,72,69,71,69,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,65
517,163619,33,173,73,0,4,3,82,60,64,70,64,71,67,56,63,66,50,69,67,67,56,68,81,82,82,55,83,73,84,81,61,62,80,60,56,62,48,70,65,65,64,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,66
518,173450,33,179,73,0,2,3,76,44,61,63,65,75,63,40,64,62,25,63,58,24,64,64,74,77,63,64,62,55,77,83,78,42,55,65,56,63,45,58,65,67,64,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,61
519,179899,34,170,64,0,2,3,63,60,68,66,65,66,68,51,37,68,57,64,66,67,67,66,65,62,69,63,81,72,68,71,62,67,69,71,57,71,73,69,72,64,62,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,64
520,188168,33,188,83,0,3,3,55,55,61,66,70,71,64,53,66,64,33,67,66,53,60,67,54,55,69,67,55,64,70,71,76,57,60,70,65,52,49,57,71,71,71,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,62
521,188397,31,193,93,1,3,3,54,70,69,70,41,73,71,70,72,71,70,70,68,62,62,73,54,54,70,69,55,71,85,84,79,68,43,53,71,72,71,64,41,30,19,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,69
522,193728,31,180,76,1,4,3,67,63,69,73,57,69,70,63,59,67,41,75,68,69,64,73,68,67,76,63,62,64,67,83,67,67,56,47,66,75,53,70,55,63,60,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69
523,194726,30,179,70,0,2,3,70,48,62,67,64,69,66,41,54,65,57,66,61,55,58,67,71,69,70,65,73,59,59,76,71,49,56,64,66,60,42,67,66,65,62,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,63
524,198489,32,180,70,0,2,3,71,64,66,70,62,75,70,63,67,66,59,68,67,61,62,71,72,71,75,69,73,70,68,75,70,62,88,56,67,64,65,66,65,61,63,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,68
525,198731,28,181,71,0,4,4,83,63,61,71,39,66,65,66,53,60,57,71,61,64,50,70,81,85,80,62,63,60,59,75,65,64,61,43,69,66,53,68,42,32,28,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,69
526,201938,26,177,72,1,5,3,82,66,66,72,49,55,76,62,36,68,69,69,78,69,59,70,79,85,86,68,83,74,78,36,59,70,61,48,68,55,46,70,59,46,46,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,69
527,201967,28,182,65,1,3,4,86,58,63,74,44,53,67,60,54,64,63,75,66,53,57,70,86,86,90,60,73,63,43,66,48,53,54,42,65,64,31,65,42,46,42,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,69
528,202113,27,177,72,1,3,3,80,56,62,67,67,69,60,55,63,64,31,67,47,42,62,64,78,81,77,67,77,64,74,63,71,58,69,67,62,68,51,64,67,70,65,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,66
529,202350,31,183,77,1,2,4,64,70,66,67,33,75,64,68,69,67,77,66,70,70,61,67,65,64,73,67,54,77,81,69,79,66,73,36,71,69,74,74,25,27,30,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,67
530,203544,32,175,67,0,2,3,66,58,67,67,67,63,69,50,58,69,52,64,70,66,66,66,67,66,73,71,75,71,76,65,60,63,66,71,62,64,65,69,68,65,68,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,65
531,204102,27,174,70,0,3,3,69,64,71,71,65,68,73,59,52,71,64,70,71,69,67,70,71,68,74,70,85,73,38,69,68,65,74,64,66,72,66,70,65,69,67,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,69
532,204895,27,187,92,0,3,3,69,66,67,68,33,79,71,67,70,69,54,70,51,67,61,69,69,69,67,67,51,70,62,76,84,64,75,34,68,67,68,65,36,22,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,69
533,208024,28,188,75,0,2,2,58,28,54,60,68,77,58,21,68,63,21,58,26,24,58,63,53,62,55,65,56,45,73,80,82,24,64,66,47,44,34,59,70,69,66,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,53
534,208806,27,185,78,0,2,2,63,43,58,61,68,70,67,41,62,64,34,58,57,29,57,66,66,61,56,68,69,55,75,74,71,38,59,66,47,45,39,59,68,70,68,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,58
535,210723,29,182,75,0,2,3,66,52,64,65,66,74,68,44,60,66,53,62,65,69,62,66,67,65,67,67,67,66,83,76,74,56,71,66,57,56,54,68,65,67,68,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,62
536,211240,29,173,68,1,2,3,82,61,64,72,40,56,65,63,47,65,52,72,68,64,60,69,86,79,86,68,82,61,60,67,56,58,40,33,67,64,48,64,35,44,45,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69
537,212613,26,173,71,1,3,3,75,69,65,72,29,57,64,70,62,71,68,71,59,38,65,71,74,75,80,67,85,70,63,61,60,66,44,23,69,63,60,67,28,25,23,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,70
538,212830,25,179,65,1,3,3,89,60,64,69,34,55,65,63,44,66,48,67,64,59,53,68,91,87,85,60,72,69,66,70,49,47,47,35,66,67,53,64,34,33,20,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,69
539,213694,26,178,73,1,2,3,79,67,62,70,33,61,64,66,37,63,58,71,64,60,50,70,75,83,76,68,72,72,48,66,67,68,43,36,64,68,58,54,27,36,33,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,69
540,213905,25,193,75,1,3,3,69,69,56,65,45,74,63,69,74,57,71,68,54,43,48,65,66,72,59,67,52,76,75,71,77,63,70,44,67,57,60,59,40,41,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,65
541,213948,26,168,65,1,3,3,80,58,66,73,52,48,67,56,53,69,61,71,58,48,63,70,87,74,85,68,92,58,61,67,34,60,54,55,65,68,54,65,49,52,53,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,69
542,214718,26,170,68,1,4,3,86,63,61,72,47,55,65,63,57,62,58,70,37,37,62,70,88,84,86,64,78,68,73,60,50,66,58,50,67,65,40,67,37,51,46,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,69
543,214906,29,190,81,0,2,2,66,36,59,60,69,74,63,35,72,63,27,55,65,71,64,64,63,68,67,68,56,38,81,76,75,35,69,70,41,42,38,59,67,69,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,55
544,215938,30,181,75,0,3,3,78,60,61,64,64,79,63,63,70,64,64,61,62,42,62,64,73,82,68,68,73,63,88,81,76,53,80,61,62,57,52,62,63,66,62,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,64
545,215969,28,177,70,1,3,3,54,48,63,65,68,63,70,48,59,70,38,65,41,42,68,65,56,53,70,58,75,58,83,75,52,40,71,65,49,49,48,58,70,70,73,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,59
546,219670,26,180,70,0,2,2,71,53,64,67,67,79,65,42,61,67,39,66,61,43,59,67,69,72,72,69,71,75,77,80,77,55,81,67,60,68,53,66,65,71,69,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,64
547,220045,24,175,67,0,4,3,76,63,63,72,38,47,73,65,35,59,48,75,64,59,53,70,77,76,77,63,75,64,42,63,44,66,35,40,56,68,49,55,34,40,38,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,69
