,sofifa_id,age,height_cm,weight_kg,preferred_foot,weak_foot,skill_moves,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,work_rate_High/High,work_rate_High/Low,work_rate_High/Medium,work_rate_Low/Low,work_rate_Low/Medium,work_rate_Medium/High,work_rate_Medium/Low,work_rate_Medium/Medium,body_type_Lean (170-),body_type_Lean (170-185),body_type_Lean (185+),body_type_Normal (170-),body_type_Normal (170-185),body_type_Normal (185+),body_type_Stocky (170-),body_type_Stocky (170-185),body_type_Stocky (185+),body_type_Unique,cam
244,217097,28,169,62,1,4,4,84.0,75.0,73.0,79.0,45.0,55.0,66,72,58,73,65,78,85,84,70,77,88,81,92,72,91,85,58,64,45,80,67,42,69,76,65,69,43,44,47,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,75
245,219835,33,175,68,0,4,3,81.0,73.0,72.0,75.0,42.0,54.0,65,73,53,75,58,75,66,68,70,74,79,82,81,71,81,78,62,57,50,76,58,44,72,80,64,64,42,39,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,75
246,220633,25,183,75,1,3,4,86.0,71.0,67.0,79.0,37.0,55.0,67,74,31,68,54,83,68,60,59,78,89,84,84,66,76,78,51,66,56,65,41,25,69,71,57,60,42,45,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76
247,220710,24,173,70,0,3,3,77.0,78.0,75.0,75.0,45.0,56.0,76,75,46,74,71,73,86,85,68,75,79,75,79,75,84,84,43,72,54,83,42,40,75,76,78,75,48,45,40,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,77
248,221014,25,186,72,0,4,3,69.0,77.0,64.0,75.0,27.0,71.0,47,79,75,74,70,78,40,34,66,79,65,73,71,72,51,79,73,64,73,75,72,22,73,73,73,67,21,21,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77
249,221634,27,161,59,1,3,5,79.0,67.0,70.0,82.0,46.0,56.0,61,64,53,74,67,83,72,62,71,80,87,73,88,72,91,71,54,76,40,70,69,44,69,71,54,71,47,47,33,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,76
250,221671,28,180,70,0,4,3,69.0,57.0,75.0,78.0,53.0,62.0,68,52,55,80,61,77,68,54,72,78,73,65,83,75,82,58,55,88,48,62,67,55,73,80,50,78,45,58,53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75
251,222148,26,181,75,1,4,4,65.0,73.0,72.0,79.0,53.0,64.0,64,74,52,76,71,80,77,77,69,81,73,59,76,73,75,78,70,84,57,67,57,29,75,75,68,81,63,62,44,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77
252,225403,25,176,67,0,4,4,77.0,68.0,76.0,77.0,65.0,71.0,70,67,55,78,60,78,77,77,75,78,75,79,75,75,80,72,62,84,67,72,65,71,67,77,54,74,72,61,53,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,77
253,225699,26,174,69,1,3,3,74.0,62.0,69.0,72.0,73.0,72.0,65,62,70,76,51,70,64,42,71,71,76,73,81,74,82,67,75,88,63,65,75,73,61,69,51,66,74,75,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72
254,225733,31,177,74,1,5,5,79.0,78.0,72.0,75.0,32.0,70.0,72,77,58,74,70,74,65,74,67,76,76,82,78,72,73,82,65,80,71,80,55,24,78,73,70,67,45,18,20,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,75
255,226376,26,171,68,0,3,4,82.0,68.0,73.0,77.0,52.0,65.0,67,67,30,76,54,77,78,70,73,76,85,80,85,69,81,69,52,75,58,73,72,42,70,75,65,67,65,53,55,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,77
256,228509,23,184,75,1,3,4,76.0,70.0,72.0,80.0,54.0,68.0,65,70,58,78,63,83,61,53,72,79,77,75,78,76,66,79,74,75,69,67,56,64,75,77,55,78,41,61,49,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,79
257,229034,26,175,79,1,4,3,75.0,72.0,73.0,76.0,69.0,74.0,63,73,79,79,48,75,63,67,74,76,76,75,81,74,81,75,82,78,74,74,66,70,72,74,70,70,71,65,67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,77
258,229593,26,186,83,1,4,3,76.0,67.0,74.0,81.0,41.0,63.0,76,61,68,77,72,86,82,72,67,84,74,78,77,68,58,76,67,54,73,72,50,30,62,68,72,70,41,42,34,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,76
259,229758,27,184,74,1,3,3,67.0,72.0,74.0,75.0,68.0,70.0,68,70,66,78,66,76,68,70,76,78,68,66,73,73,68,76,74,72,71,76,64,66,70,74,66,68,66,71,67,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,75
260,230252,29,178,75,0,4,2,70.0,57.0,68.0,74.0,76.0,64.0,50,61,71,70,41,75,75,55,75,73,69,70,76,77,70,51,56,74,56,56,72,76,55,77,61,67,78,77,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72
261,230427,25,172,71,1,4,2,73.0,68.0,75.0,77.0,29.0,67.0,71,65,43,83,67,80,74,69,76,76,73,73,72,73,73,75,33,61,73,69,70,28,71,66,68,68,32,25,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,75
262,231150,27,175,72,1,4,3,75.0,63.0,73.0,78.0,64.0,76.0,69,62,51,77,38,78,71,68,74,76,74,75,84,73,77,63,51,89,73,68,72,73,73,72,65,76,56,69,63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75
263,232097,24,180,67,1,3,5,79.0,64.0,69.0,81.0,45.0,47.0,62,67,44,74,63,83,67,54,70,80,83,76,86,74,81,54,48,72,34,63,46,39,68,73,68,64,48,50,32,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77
264,232241,29,178,68,1,3,3,68.0,76.0,73.0,75.0,62.0,72.0,70,78,48,76,69,76,67,73,73,75,67,69,75,74,76,71,53,85,67,76,75,65,77,71,74,69,59,68,59,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,75
265,234111,21,185,75,1,4,3,71.0,71.0,76.0,75.0,62.0,66.0,74,70,48,76,63,75,76,73,75,76,71,71,72,73,74,72,61,75,71,75,42,63,73,77,75,75,62,66,59,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77
266,234913,27,185,77,1,3,3,82.0,70.0,69.0,74.0,37.0,71.0,68,73,78,71,67,74,50,68,68,76,79,84,74,72,68,68,91,75,78,66,43,35,77,71,58,69,32,32,25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75
267,235997,22,165,64,1,3,3,63.0,56.0,75.0,77.0,75.0,66.0,72,53,60,79,55,79,54,55,82,76,65,62,78,75,75,61,58,69,64,60,68,76,63,77,49,66,78,77,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,75
268,236699,24,183,77,1,3,3,64.0,63.0,75.0,77.0,69.0,68.0,66,59,58,80,68,79,72,68,77,81,65,63,65,73,73,68,63,69,69,64,64,67,68,76,66,76,69,72,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,76
269,237329,21,186,76,1,3,3,76.0,72.0,68.0,76.0,61.0,69.0,60,76,64,76,66,78,64,46,69,77,74,78,74,77,70,73,60,74,66,66,70,62,78,69,62,70,58,65,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77
270,237626,24,180,63,1,3,2,65.0,60.0,67.0,76.0,73.0,67.0,52,59,63,76,47,78,54,45,70,78,63,67,68,75,68,64,70,72,63,58,69,75,68,75,67,76,73,75,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74
271,237681,20,173,67,0,4,4,81.0,66.0,68.0,82.0,39.0,56.0,61,70,39,73,57,85,68,72,58,81,89,74,86,65,83,66,54,76,52,60,43,29,68,72,61,70,40,43,48,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76
272,239335,23,174,68,1,3,3,63.0,74.0,74.0,77.0,49.0,55.0,66,76,45,75,65,81,78,86,73,78,63,63,65,76,71,72,56,55,57,81,48,61,70,78,53,73,47,47,43,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,77
273,239795,27,182,80,1,3,3,86.0,71.0,66.0,73.0,28.0,84.0,69,72,74,68,68,75,72,50,62,73,84,88,70,69,63,75,86,88,86,67,71,29,74,67,63,71,22,22,19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,73
274,239837,22,174,72,1,3,3,70.0,76.0,77.0,74.0,56.0,62.0,79,77,61,76,63,74,83,81,75,77,73,68,71,70,72,74,64,68,63,80,51,45,73,77,74,72,65,54,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,77
275,241686,24,167,72,1,4,3,74.0,76.0,68.0,76.0,43.0,63.0,68,78,69,71,66,77,70,75,57,74,75,74,79,75,90,78,68,76,65,72,41,25,77,69,76,69,41,47,45,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,75
276,242794,22,178,65,0,3,4,61.0,64.0,74.0,76.0,63.0,52.0,64,62,49,78,51,76,70,70,75,81,56,65,68,71,77,66,46,72,38,66,63,65,72,76,69,75,59,72,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75
277,243231,23,184,76,1,3,3,82.0,73.0,71.0,75.0,71.0,79.0,66,72,61,76,71,76,66,58,71,76,78,85,75,75,65,78,73,90,75,75,78,73,73,70,59,76,70,74,69,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,77
278,243245,20,175,68,1,5,3,71.0,70.0,76.0,77.0,55.0,70.0,73,68,41,78,64,78,75,70,78,78,74,69,76,73,78,73,58,81,65,76,73,58,67,77,61,75,57,55,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,77
279,246960,19,183,75,0,4,4,73.0,68.0,75.0,81.0,40.0,64.0,77,68,52,72,69,83,74,71,72,85,74,73,74,69,71,70,60,63,68,68,54,34,66,80,68,72,38,42,36,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,77
280,251470,20,192,79,0,4,4,72.0,72.0,75.0,77.0,62.0,71.0,74,74,71,77,72,79,71,68,74,81,69,75,76,71,55,72,61,83,72,71,57,59,73,75,58,74,68,59,54,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78
281,252084,24,184,78,1,4,3,76.0,78.0,59.0,72.0,38.0,73.0,51,80,74,69,69,73,50,45,57,74,78,74,73,58,69,79,79,68,79,77,62,33,77,55,61,65,33,36,31,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72
282,252931,22,175,76,1,4,4,81.0,71.0,71.0,80.0,56.0,71.0,65,67,51,75,68,83,63,70,73,76,86,77,79,71,94,77,60,78,70,75,69,59,68,73,72,75,54,59,48,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,77
283,256790,18,180,68,1,4,5,76.0,70.0,67.0,84.0,31.0,49.0,65,75,42,72,59,86,60,38,65,84,80,73,87,68,90,68,47,58,43,72,52,27,69,69,42,77,33,28,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77
284,261204,26,178,64,1,3,4,85.0,71.0,62.0,78.0,27.0,65.0,68,75,67,61,57,78,68,65,47,77,85,85,82,73,75,71,69,69,61,68,71,29,74,69,50,80,22,22,16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,74
285,162280,34,176,73,0,4,4,71.0,74.0,73.0,76.0,47.0,73.0,71,75,64,76,71,76,71,74,69,76,73,70,77,71,84,77,74,81,68,74,73,55,71,73,64,73,48,39,36,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74
286,183520,31,173,73,0,3,3,58.0,72.0,77.0,72.0,67.0,71.0,72,69,45,77,60,72,82,77,76,76,61,55,64,71,74,78,67,66,68,74,84,70,70,81,75,70,70,70,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,74
287,188388,31,177,74,0,4,4,66.0,74.0,75.0,76.0,40.0,59.0,76,73,45,75,68,77,78,76,73,77,65,67,76,72,73,76,64,58,61,74,53,35,72,75,85,72,50,35,30,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,74
288,188414,35,173,73,0,3,4,58.0,70.0,75.0,77.0,49.0,48.0,65,64,52,79,80,78,75,80,75,76,59,57,80,72,81,79,35,62,46,73,40,42,68,77,73,72,61,44,36,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,74
289,188770,30,183,78,1,3,3,68.0,74.0,70.0,78.0,43.0,66.0,72,74,56,74,80,80,74,58,58,78,69,67,77,74,76,77,64,64,67,72,68,44,74,72,69,75,43,39,36,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,74
290,189358,32,175,68,1,4,4,60.0,64.0,73.0,78.0,52.0,40.0,65,68,48,78,69,78,74,68,73,80,64,56,78,72,76,54,60,56,35,58,29,57,75,73,69,79,52,53,47,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74
291,189725,31,175,67,1,3,3,60.0,69.0,74.0,73.0,61.0,65.0,74,64,48,76,68,72,59,62,75,75,65,55,69,75,75,74,59,68,61,75,71,66,69,77,72,67,56,71,52,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,74
292,190653,30,171,66,1,4,4,88.0,67.0,67.0,76.0,45.0,65.0,69,67,50,71,59,78,69,52,66,72,87,89,90,64,76,72,69,82,56,69,66,43,64,63,59,70,40,50,42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73
293,193738,31,179,75,1,4,4,72.0,71.0,77.0,78.0,59.0,69.0,77,70,67,77,69,79,78,75,76,80,73,72,74,69,78,73,79,74,63,69,75,60,71,79,80,72,55,59,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,74
294,195088,36,180,76,1,3,4,66.0,69.0,73.0,76.0,47.0,69.0,69,68,52,76,66,76,69,64,69,78,63,69,83,68,67,69,72,71,72,73,59,58,69,78,70,71,29,54,50,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,74
295,197900,29,188,87,0,4,3,70.0,76.0,71.0,72.0,57.0,79.0,66,74,64,75,78,73,56,62,72,76,67,72,63,74,55,85,71,78,81,76,75,67,73,76,63,70,40,65,56,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,74
296,198331,29,180,71,1,4,3,80.0,74.0,68.0,75.0,36.0,67.0,65,72,63,71,74,74,73,64,63,76,82,78,79,72,77,77,76,75,67,71,53,31,78,70,78,71,40,28,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,74
297,200438,30,174,70,0,3,4,91.0,67.0,69.0,76.0,51.0,67.0,65,65,50,73,64,75,59,70,67,73,90,92,91,70,84,71,83,75,59,68,73,61,68,70,57,71,38,56,55,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,74
298,202061,32,186,88,1,3,3,60.0,73.0,73.0,71.0,73.0,75.0,67,68,71,77,69,71,74,75,75,75,61,59,62,74,62,81,64,70,78,76,77,75,74,72,68,75,69,75,74,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,74
299,204320,31,174,71,1,3,3,68.0,71.0,79.0,73.0,52.0,64.0,80,68,38,76,68,72,79,84,78,73,70,66,74,68,78,75,68,77,61,73,53,53,78,83,71,76,56,56,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,74
300,204850,27,174,60,1,3,3,88.0,69.0,64.0,80.0,45.0,59.0,59,73,46,70,55,82,47,44,64,73,92,85,91,75,85,62,70,71,54,73,56,45,67,66,51,72,44,47,37,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75
301,205633,32,182,76,1,4,4,66.0,68.0,76.0,77.0,65.0,66.0,76,61,68,78,67,77,76,68,74,79,69,63,74,73,77,77,62,64,67,72,65,71,74,76,68,75,55,69,70,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,74
302,208451,27,183,77,1,3,3,71.0,75.0,67.0,78.0,44.0,70.0,67,75,54,70,76,79,72,56,66,78,76,66,75,79,75,76,56,78,72,73,56,49,80,65,67,76,39,39,55,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,75
303,210423,26,175,73,1,4,3,70.0,74.0,74.0,75.0,45.0,64.0,75,70,39,76,75,73,73,72,73,77,71,70,84,72,74,79,55,74,62,77,59,38,73,73,69,74,51,49,38,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,75
304,211061,30,177,73,1,4,5,69.0,70.0,73.0,79.0,32.0,54.0,70,68,40,74,72,80,81,74,72,77,75,64,90,71,80,68,52,64,52,73,48,43,69,75,74,70,27,30,23,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,74
305,211098,27,173,71,1,4,4,75.0,72.0,71.0,76.0,53.0,73.0,68,75,64,73,61,76,76,69,69,75,78,73,81,68,81,70,58,63,77,69,80,55,79,73,62,77,46,56,48,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,75
306,211269,29,178,75,1,3,3,70.0,69.0,74.0,75.0,65.0,70.0,69,65,47,76,51,78,75,74,74,76,73,67,69,76,68,75,71,80,70,76,59,59,71,76,59,69,68,73,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,74
307,213884,26,178,71,0,4,3,80.0,71.0,72.0,76.0,65.0,77.0,72,71,53,73,50,76,75,71,70,74,78,81,82,70,81,76,66,74,78,70,79,61,74,72,74,77,65,69,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76
308,215531,28,177,75,0,3,3,74.0,71.0,76.0,74.0,57.0,71.0,78,65,50,74,64,74,82,79,77,74,75,74,77,73,76,81,64,80,69,76,67,64,65,72,74,74,51,61,55,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,74
309,215886,32,186,78,1,3,3,44.0,75.0,70.0,72.0,65.0,85.0,56,75,80,75,70,73,70,76,74,74,48,40,63,79,62,78,90,91,85,75,74,64,76,72,64,72,67,62,55,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,74
310,217648,30,179,68,1,4,4,84.0,66.0,70.0,78.0,44.0,53.0,65,70,51,75,56,77,72,54,63,77,85,83,87,72,84,57,65,87,41,72,39,37,64,73,56,70,46,46,42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74
311,218534,28,184,78,1,3,4,79.0,73.0,64.0,76.0,37.0,70.0,58,77,63,73,71,79,57,39,58,75,80,79,79,72,73,72,73,75,68,69,66,22,74,69,60,65,53,25,26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,74
312,220714,25,197,80,0,3,3,59.0,70.0,71.0,71.0,72.0,78.0,60,65,73,75,68,74,74,68,77,75,55,62,54,76,49,84,61,77,80,70,76,74,69,68,52,74,70,74,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73
313,220763,26,174,64,1,4,3,72.0,66.0,73.0,77.0,61.0,68.0,66,65,42,77,61,78,62,63,76,79,75,70,76,74,75,70,79,78,60,63,73,74,69,75,63,72,62,58,59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,76
314,221310,28,175,67,1,3,4,77.0,66.0,74.0,78.0,56.0,61.0,74,65,62,77,44,79,78,74,67,76,76,77,84,71,79,74,71,63,59,66,62,46,72,75,59,79,56,64,47,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,74
315,222041,25,183,79,1,2,4,73.0,72.0,61.0,77.0,47.0,79.0,60,74,72,63,65,81,65,36,57,78,72,73,71,71,68,73,75,68,85,68,78,50,73,67,66,67,43,45,38,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,73
316,223608,31,181,72,1,3,3,59.0,71.0,73.0,71.0,58.0,75.0,64,72,54,78,59,73,53,59,76,75,62,57,50,79,53,70,72,80,70,74,80,67,79,77,53,74,47,64,57,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74
317,225562,26,176,72,0,3,3,72.0,77.0,75.0,74.0,45.0,66.0,77,77,41,76,66,74,76,80,68,75,73,71,72,68,75,81,52,67,67,77,65,48,71,75,73,69,25,60,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,75
318,225926,28,184,72,0,2,3,76.0,74.0,68.0,76.0,37.0,63.0,69,76,69,74,62,79,63,58,60,76,79,74,78,70,66,77,51,77,65,72,45,32,72,66,62,65,40,30,28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74
319,227785,28,174,78,0,3,3,78.0,75.0,69.0,74.0,40.0,69.0,67,78,63,72,59,75,59,51,69,74,79,78,76,70,68,74,68,76,71,75,54,41,74,71,59,70,38,35,33,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,74
320,230255,29,183,71,0,3,2,70.0,56.0,71.0,72.0,72.0,69.0,71,55,69,72,61,71,62,42,74,73,73,68,65,81,64,64,69,85,62,52,67,67,66,76,42,81,74,77,64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72
321,230274,29,178,75,0,3,4,76.0,63.0,72.0,76.0,34.0,59.0,66,64,51,74,61,75,72,73,71,76,81,72,82,74,67,55,51,71,54,62,57,41,77,76,71,78,26,33,32,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,74
