,sofifa_id,age,height_cm,weight_kg,preferred_foot,weak_foot,skill_moves,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,work_rate_High/High,work_rate_High/Low,work_rate_High/Medium,work_rate_Low/Low,work_rate_Low/Medium,work_rate_Medium/High,work_rate_Medium/Low,work_rate_Medium/Medium,body_type_Lean (170-),body_type_Lean (170-185),body_type_Lean (185+),body_type_Normal (170-),body_type_Normal (170-185),body_type_Normal (185+),body_type_Stocky (170-),body_type_Stocky (170-185),body_type_Stocky (185+),body_type_Unique,st
269,185195,32,183,73,1,3,4,67.0,77.0,65.0,73.0,42.0,75.0,66,78,71,70,76,75,64,55,55,74,65,68,65,73,72,81,76,59,84,73,74,32,77,67,75,72,37,45,41,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,75
270,185422,29,184,82,1,3,4,79.0,76.0,68.0,76.0,38.0,70.0,65,75,68,72,73,77,70,53,62,76,77,81,74,72,73,77,72,57,76,75,73,34,75,71,81,77,33,39,27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,75
271,185431,33,187,79,1,4,2,63.0,74.0,64.0,73.0,42.0,67.0,60,79,77,74,74,73,64,50,48,76,59,67,69,78,55,77,65,55,73,60,68,42,81,66,70,78,44,32,28,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75
272,186905,31,186,84,1,4,3,57.0,75.0,68.0,72.0,47.0,79.0,66,76,79,72,76,69,62,56,65,77,59,55,66,76,66,82,83,68,80,65,88,41,77,70,80,78,43,46,39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75
273,189224,34,187,75,1,3,3,76.0,75.0,58.0,70.0,35.0,78.0,41,83,73,66,74,70,68,55,58,76,72,79,62,64,56,76,57,69,86,58,74,23,74,57,69,62,34,33,34,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75
274,189485,31,173,66,1,3,4,82.0,70.0,68.0,78.0,38.0,49.0,66,70,64,72,69,78,65,65,59,77,83,81,87,73,85,70,70,58,45,68,40,25,72,72,69,72,55,27,20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73
275,190581,30,172,65,0,4,4,76.0,75.0,72.0,78.0,45.0,69.0,68,75,65,74,71,79,73,72,70,75,77,75,84,71,88,75,69,75,69,76,61,51,68,74,78,72,43,41,33,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75
276,191164,31,179,74,0,3,4,88.0,72.0,65.0,74.0,32.0,69.0,66,76,67,70,72,75,60,62,58,76,84,92,80,69,62,65,78,75,70,64,56,45,79,63,82,66,20,25,30,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75
277,192086,30,184,83,1,3,4,78.0,74.0,71.0,78.0,43.0,67.0,66,73,74,75,71,79,74,69,66,77,77,79,83,76,71,76,73,70,66,73,64,35,79,70,67,79,37,42,44,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,75
278,192270,31,184,75,1,5,4,80.0,76.0,61.0,74.0,38.0,78.0,56,76,78,64,70,75,74,63,54,72,79,80,78,68,76,80,84,84,80,77,66,31,74,62,69,67,40,31,26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75
279,192722,34,178,76,1,4,3,67.0,76.0,75.0,78.0,42.0,64.0,76,76,67,77,76,78,76,70,70,80,68,67,75,76,73,77,57,66,66,76,60,39,77,76,70,73,38,41,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,75
280,197756,29,182,81,1,3,4,76.0,74.0,70.0,78.0,46.0,72.0,71,74,75,73,73,79,75,69,60,77,74,78,79,75,74,76,71,75,72,73,69,40,76,71,74,70,37,52,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,75
281,197891,28,172,69,1,3,3,73.0,75.0,69.0,76.0,30.0,51.0,73,77,72,74,71,76,62,57,59,77,74,73,78,79,76,74,73,65,41,73,55,23,81,68,64,71,25,28,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75
282,198143,30,174,68,1,3,4,77.0,67.0,72.0,80.0,25.0,63.0,71,66,40,71,61,83,80,69,64,78,78,76,84,67,83,68,72,73,59,69,56,19,71,77,75,71,22,30,14,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70
283,198451,33,178,71,1,3,3,85.0,75.0,74.0,72.0,63.0,69.0,70,78,56,76,46,72,72,78,72,76,79,89,66,72,69,72,66,78,69,77,60,64,70,76,76,66,58,69,64,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,74
284,198683,29,181,75,0,3,3,67.0,79.0,71.0,76.0,26.0,62.0,70,79,66,72,72,77,78,77,64,79,68,66,74,74,56,82,74,56,66,77,57,18,79,72,72,71,21,24,20,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,75
285,200318,29,185,72,0,2,3,73.0,77.0,72.0,76.0,40.0,68.0,69,75,67,72,74,76,80,76,70,77,76,71,74,77,68,83,71,75,66,78,61,39,74,73,67,71,34,39,36,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75
286,202848,27,176,72,1,3,3,84.0,70.0,70.0,81.0,20.0,49.0,66,70,47,74,66,81,74,75,62,79,89,80,91,69,89,73,34,65,51,71,30,16,70,72,54,69,22,13,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72
287,202858,29,174,74,1,4,4,92.0,75.0,63.0,81.0,43.0,73.0,62,75,50,65,75,85,75,66,58,76,94,91,93,76,74,78,57,79,73,74,68,40,78,60,61,66,38,50,34,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,75
288,203362,26,178,70,1,4,4,75.0,74.0,72.0,77.0,54.0,68.0,72,76,71,74,69,76,74,64,66,77,74,75,82,73,80,75,77,69,64,74,72,36,74,73,64,70,58,57,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,75
289,203736,29,185,88,1,3,3,77.0,74.0,57.0,73.0,24.0,73.0,61,78,74,68,59,73,47,43,39,74,76,78,74,70,72,76,72,72,81,71,54,23,78,55,61,75,12,23,15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75
290,204713,29,178,78,0,2,4,81.0,75.0,73.0,77.0,41.0,75.0,73,75,65,77,68,79,72,69,70,75,82,81,85,70,68,80,80,66,81,72,70,45,76,71,70,74,32,40,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,75
291,205850,32,188,85,1,3,3,56.0,73.0,51.0,68.0,35.0,72.0,33,77,93,68,78,66,49,28,36,74,59,54,62,74,57,78,90,53,81,56,69,24,80,56,67,73,44,21,17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75
292,205855,27,182,80,1,5,3,79.0,75.0,67.0,76.0,32.0,77.0,67,76,73,74,70,78,68,71,39,79,82,76,67,75,61,82,78,67,78,69,88,25,75,73,66,74,39,22,16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,75
293,207441,27,173,61,1,4,3,75.0,71.0,73.0,80.0,45.0,64.0,74,66,67,70,77,81,78,65,74,80,79,72,84,70,80,74,72,74,57,79,65,35,76,76,69,70,47,46,35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,74
294,209430,28,181,73,1,3,3,74.0,75.0,68.0,72.0,64.0,84.0,68,75,69,70,73,72,65,56,66,75,70,77,68,75,67,80,73,91,86,73,74,64,76,68,72,69,64,65,58,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,75
295,209782,28,180,70,1,2,4,76.0,72.0,73.0,80.0,38.0,59.0,66,69,40,75,66,82,76,78,71,78,75,76,84,71,77,76,56,71,58,80,47,52,70,75,55,71,29,42,25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72
296,211862,30,185,80,1,4,3,72.0,75.0,67.0,70.0,55.0,83.0,79,76,75,64,73,71,54,52,63,73,70,73,61,77,61,81,84,87,80,76,85,52,76,71,47,64,49,56,59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75
297,211899,30,187,86,1,4,3,72.0,76.0,63.0,73.0,35.0,79.0,54,76,69,72,78,73,62,44,56,74,74,71,67,77,66,83,65,82,79,69,80,35,76,68,69,75,27,35,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75
298,213814,27,171,75,1,4,4,79.0,70.0,73.0,81.0,39.0,60.0,77,67,40,77,72,83,78,69,67,82,76,81,79,72,77,74,44,72,62,70,42,34,74,68,69,74,44,38,36,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72
299,215061,31,177,75,1,3,3,76.0,76.0,66.0,74.0,38.0,72.0,55,75,76,70,72,72,69,60,68,76,75,77,72,74,70,78,87,70,74,76,66,35,78,71,75,80,45,25,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,75
300,215202,26,169,67,1,3,4,84.0,73.0,66.0,79.0,36.0,63.0,66,75,72,71,68,80,59,49,65,76,86,83,89,67,91,69,88,70,58,74,62,35,77,63,64,73,31,32,33,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,75
301,215716,26,189,90,1,4,3,63.0,76.0,56.0,70.0,27.0,84.0,29,76,80,70,73,66,42,52,46,76,55,69,67,76,63,82,84,66,91,70,89,14,77,68,73,73,25,24,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,76
302,216452,26,184,79,1,4,4,56.0,75.0,57.0,76.0,33.0,79.0,34,76,82,64,78,77,67,41,51,76,62,51,72,76,74,77,76,72,82,70,83,37,78,74,79,81,21,30,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,76
303,216816,25,181,81,1,3,3,76.0,74.0,59.0,75.0,37.0,70.0,40,75,76,68,72,74,69,60,55,75,77,76,75,76,73,79,86,67,69,66,70,24,78,60,71,76,44,29,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,77
304,216820,25,168,69,1,4,4,92.0,70.0,66.0,79.0,34.0,65.0,70,70,58,67,72,80,47,55,62,74,91,92,90,68,92,73,89,75,69,66,38,34,72,69,60,74,30,30,32,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74
305,219686,25,172,69,1,3,3,80.0,74.0,65.0,77.0,44.0,64.0,67,77,70,69,68,79,54,42,61,76,80,80,80,73,78,73,76,74,70,69,34,19,76,65,70,67,47,50,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,76
306,219797,27,180,89,1,4,3,83.0,74.0,64.0,77.0,35.0,78.0,66,73,67,70,64,79,68,27,61,76,82,84,78,73,73,80,77,75,82,74,74,30,73,63,68,77,40,25,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,76
307,220295,31,177,74,1,3,4,88.0,74.0,66.0,73.0,46.0,75.0,67,75,74,68,62,72,73,67,60,72,89,88,84,73,72,80,91,81,76,70,61,40,74,65,68,63,50,40,38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,75
308,221014,25,186,72,0,4,3,69.0,77.0,64.0,75.0,27.0,71.0,47,79,75,74,70,78,40,34,66,79,65,73,71,72,51,79,73,64,73,75,72,22,73,73,73,67,21,21,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77
309,221125,25,179,79,1,2,3,81.0,74.0,71.0,74.0,26.0,69.0,64,75,71,81,71,73,52,40,72,75,84,79,83,74,71,75,67,80,72,74,49,21,72,74,69,66,22,23,16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,77
310,221430,27,182,80,1,2,3,79.0,79.0,54.0,71.0,31.0,85.0,40,79,64,60,79,69,61,49,52,68,75,83,77,77,73,82,70,89,85,81,85,36,77,58,69,79,32,19,18,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,76
311,221445,29,174,66,1,3,3,83.0,71.0,69.0,75.0,40.0,69.0,67,71,71,71,70,76,65,65,65,75,84,83,76,74,77,75,85,76,65,66,66,33,76,70,72,72,38,38,31,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75
312,221639,27,180,76,1,4,3,76.0,78.0,61.0,71.0,45.0,78.0,50,75,79,66,69,71,75,75,51,70,75,76,79,72,70,84,91,75,77,81,83,45,74,63,74,68,41,40,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,75
313,223197,24,187,78,1,3,3,68.0,77.0,64.0,75.0,36.0,77.0,56,75,73,74,74,77,68,63,47,76,69,67,73,73,71,85,80,68,83,72,70,29,74,65,80,68,34,33,24,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,77
314,223710,27,194,86,0,3,3,56.0,75.0,55.0,67.0,28.0,82.0,35,77,79,70,70,69,58,30,42,74,44,66,49,75,36,78,62,75,91,67,73,18,77,63,71,73,23,25,22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,76
315,224218,25,175,74,1,4,4,85.0,73.0,67.0,76.0,35.0,61.0,70,73,49,70,67,78,71,68,55,75,86,85,79,72,75,74,54,68,59,74,59,29,74,68,67,71,37,35,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,73
316,224510,27,174,74,1,2,3,75.0,75.0,68.0,76.0,46.0,74.0,66,75,70,72,73,76,67,60,62,74,78,73,77,75,76,78,89,78,70,73,77,50,78,70,74,77,29,52,47,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,75
317,225293,26,186,79,1,3,3,72.0,74.0,55.0,71.0,23.0,72.0,49,78,81,66,72,71,55,37,43,74,71,73,67,75,68,77,87,70,79,61,55,19,78,57,80,66,13,17,17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,77
318,225653,25,184,82,1,2,3,93.0,70.0,65.0,75.0,34.0,74.0,68,72,61,68,67,74,65,34,57,73,93,93,81,73,81,72,78,82,78,66,55,32,75,70,52,72,43,21,20,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,75
319,225733,31,177,74,1,5,5,79.0,78.0,72.0,75.0,32.0,70.0,72,77,58,74,70,74,65,74,67,76,76,82,78,72,73,82,65,80,71,80,55,24,78,73,70,67,45,18,20,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,75
320,226380,25,177,77,1,4,3,84.0,75.0,70.0,78.0,28.0,68.0,69,78,61,74,75,79,61,44,65,76,91,79,91,75,71,74,83,74,67,71,57,22,77,77,72,74,28,23,24,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,77
321,226537,27,184,79,0,4,3,75.0,73.0,62.0,70.0,39.0,84.0,35,72,72,72,63,67,54,39,66,73,75,75,69,75,63,82,71,72,91,68,83,19,77,75,81,74,45,37,37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,76
322,226627,26,174,67,1,4,3,79.0,73.0,69.0,81.0,36.0,63.0,66,75,50,71,70,81,73,69,63,78,83,75,89,71,86,71,76,76,55,73,61,49,70,70,72,79,32,30,26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73
323,226777,26,188,90,1,4,3,71.0,74.0,59.0,70.0,26.0,80.0,55,75,75,69,61,73,60,22,40,72,70,71,63,73,48,80,68,77,91,69,59,22,75,67,63,68,21,18,20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,76
324,227527,28,182,76,1,3,3,78.0,75.0,54.0,71.0,26.0,76.0,37,77,77,65,72,71,64,39,46,72,74,82,69,72,66,77,80,82,80,68,55,14,77,58,70,65,29,17,20,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,75
325,227591,29,178,80,1,4,3,87.0,79.0,64.0,72.0,28.0,72.0,69,83,70,67,57,75,51,42,58,70,85,88,74,65,60,75,72,65,74,80,74,27,75,67,75,67,25,21,21,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,75
326,230502,37,180,71,0,3,3,76.0,76.0,61.0,73.0,30.0,64.0,61,78,77,62,77,76,62,63,55,75,73,78,62,79,56,76,55,61,69,73,57,34,72,65,64,65,22,23,22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,75
327,230524,29,178,72,1,3,3,77.0,77.0,60.0,73.0,24.0,60.0,57,76,77,65,72,72,61,55,58,73,76,78,77,73,71,85,63,61,63,77,52,23,75,56,56,78,20,14,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75
328,231627,24,192,75,1,3,3,83.0,75.0,57.0,71.0,30.0,73.0,49,80,73,68,65,74,61,41,45,75,80,85,65,68,45,79,79,69,87,63,42,19,71,59,71,64,37,20,19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77
329,231786,27,186,82,1,4,3,76.0,75.0,66.0,72.0,19.0,70.0,68,76,73,69,75,70,64,49,56,75,77,76,75,75,66,78,71,72,80,68,42,11,79,70,73,68,15,11,18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,76
330,232670,33,185,83,1,3,3,68.0,78.0,55.0,71.0,29.0,76.0,50,80,79,64,70,74,45,33,48,72,66,69,67,67,55,80,80,50,88,77,75,15,77,56,72,69,34,19,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75
331,233866,23,187,83,1,4,4,83.0,74.0,67.0,79.0,45.0,75.0,58,78,72,72,62,80,75,77,55,78,84,82,81,68,84,74,73,77,82,69,55,39,73,73,76,82,44,46,28,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,77
332,234045,24,175,70,1,4,4,92.0,71.0,65.0,80.0,34.0,54.0,66,72,57,67,69,82,70,45,63,76,93,92,91,66,84,71,88,69,44,70,53,18,71,65,65,69,37,38,25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,73
333,234824,24,176,74,1,3,3,88.0,74.0,65.0,76.0,28.0,68.0,71,75,58,65,68,77,56,46,60,76,85,91,82,70,73,75,76,71,68,72,61,31,75,68,71,73,25,23,18,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75
334,236245,25,180,73,1,4,4,90.0,71.0,63.0,77.0,31.0,74.0,58,75,70,65,66,79,59,57,58,77,91,89,81,74,64,72,80,75,72,65,74,33,73,73,65,69,27,21,25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,77
335,236461,24,192,88,1,4,3,69.0,73.0,53.0,71.0,32.0,77.0,39,77,78,65,73,74,53,32,41,73,59,77,61,75,51,75,77,65,86,63,71,22,75,59,72,69,29,31,22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,77
336,236899,24,195,85,1,3,2,71.0,75.0,58.0,71.0,42.0,72.0,35,76,78,72,69,73,55,58,45,72,70,72,66,73,57,80,75,66,78,69,65,28,75,65,74,71,44,41,29,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77
337,237034,22,176,73,1,4,3,83.0,75.0,65.0,73.0,42.0,73.0,58,78,69,70,64,75,57,68,62,70,86,81,70,74,77,73,71,74,72,74,73,23,77,66,70,70,44,43,40,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,77
338,237321,23,186,79,1,3,3,77.0,76.0,71.0,74.0,32.0,76.0,67,77,70,74,68,74,72,68,65,76,73,80,69,70,66,78,73,73,79,74,73,32,74,74,73,74,29,24,22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,77
339,237960,25,176,69,1,3,3,91.0,72.0,67.0,73.0,50.0,79.0,70,71,74,71,68,73,73,39,65,70,89,92,82,75,78,79,82,81,77,68,80,47,74,66,62,66,41,52,51,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,77
340,239592,21,177,73,1,3,3,73.0,74.0,59.0,74.0,25.0,62.0,52,77,73,72,60,76,50,50,52,76,73,73,65,76,69,73,59,64,70,68,40,19,80,55,75,67,21,19,20,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,77
341,239795,27,182,80,1,3,3,86.0,71.0,66.0,73.0,28.0,84.0,69,72,74,68,68,75,72,50,62,73,84,88,70,69,63,75,86,88,86,67,71,29,74,67,63,71,22,22,19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,75
342,241686,24,167,72,1,4,3,74.0,76.0,68.0,76.0,43.0,63.0,68,78,69,71,66,77,70,75,57,74,75,74,79,75,90,78,68,76,65,72,41,25,77,69,76,69,41,47,45,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77
343,245940,22,189,79,1,2,5,87.0,71.0,61.0,80.0,52.0,68.0,66,80,65,70,65,84,59,33,48,77,85,89,84,70,73,70,60,70,72,49,59,54,80,58,81,69,53,50,39,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77
344,251470,20,192,79,0,4,4,72.0,72.0,75.0,77.0,62.0,71.0,74,74,71,77,72,79,71,68,74,81,69,75,76,71,55,72,61,83,72,71,57,59,73,75,58,74,68,59,54,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76
345,252084,24,184,78,1,4,3,76.0,78.0,59.0,72.0,38.0,73.0,51,80,74,69,69,73,50,45,57,74,78,74,73,58,69,79,79,68,79,77,62,33,77,55,61,65,33,36,31,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,77
346,257536,24,184,80,1,3,2,79.0,73.0,64.0,72.0,34.0,81.0,59,77,73,69,71,70,63,60,59,73,79,79,75,74,76,75,78,81,78,69,87,31,77,67,48,72,27,32,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,77
