,sofifa_id,age,height_cm,weight_kg,preferred_foot,weak_foot,skill_moves,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,work_rate_High/High,work_rate_High/Low,work_rate_High/Medium,work_rate_Low/High,work_rate_Low/Low,work_rate_Low/Medium,work_rate_Medium/High,work_rate_Medium/Low,work_rate_Medium/Medium,body_type_Lean (170-),body_type_Lean (170-185),body_type_Lean (185+),body_type_Normal (170-),body_type_Normal (170-185),body_type_Normal (185+),body_type_Stocky (170-),body_type_Stocky (170-185),body_type_Stocky (185+),body_type_Unique,cdm
610,222553,30,189,85,1,3,2,64.0,47.0,60.0,56.0,73.0,83.0,52,39,67,69,41,57,40,41,67,53,54,73,53,68,52,60,55,86,83,53,84,71,46,55,46,65,75,73,75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,72
611,222836,23,175,69,1,2,2,64.0,55.0,70.0,66.0,67.0,74.0,64,55,58,74,45,63,66,64,73,69,62,65,68,67,70,59,67,83,65,52,87,68,57,67,53,70,66,70,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,73
612,222982,24,184,78,1,3,2,40.0,55.0,66.0,64.0,70.0,77.0,62,52,58,70,48,62,65,46,67,65,44,36,64,74,67,60,70,86,73,55,78,71,62,69,52,68,71,71,70,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73
613,222987,30,173,72,1,3,3,77.0,68.0,68.0,70.0,68.0,72.0,57,67,47,73,63,68,64,66,71,70,78,76,78,69,73,73,76,84,68,68,68,76,62,70,58,75,68,69,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72
614,223247,32,170,73,1,4,3,64.0,55.0,74.0,72.0,63.0,82.0,66,47,59,78,57,70,81,59,77,71,68,60,76,71,85,68,80,81,82,62,83,62,59,75,49,81,60,65,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,72
615,223495,27,183,75,0,2,3,69.0,52.0,64.0,66.0,69.0,66.0,55,44,39,72,49,65,51,41,67,67,69,69,61,67,69,61,59,69,57,63,88,73,59,65,43,65,66,75,77,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73
616,223682,32,175,70,0,4,3,61.0,71.0,77.0,69.0,66.0,68.0,73,69,55,77,56,69,80,76,76,69,65,57,69,67,77,73,67,68,65,76,74,72,72,80,75,71,62,68,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72
617,223756,26,186,80,1,3,2,66.0,69.0,65.0,71.0,71.0,74.0,56,68,71,70,60,69,59,60,68,75,62,70,68,68,68,69,69,76,76,74,69,67,69,65,67,68,69,75,68,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73
618,224763,23,194,78,1,3,3,59.0,45.0,64.0,69.0,71.0,74.0,49,33,70,71,46,72,48,45,73,69,54,63,65,68,48,62,65,65,79,52,73,73,59,68,42,74,71,71,67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73
619,225614,23,173,67,1,4,3,75.0,58.0,72.0,76.0,61.0,54.0,63,60,45,78,47,78,59,50,77,73,74,75,80,72,82,57,52,64,49,60,53,66,64,75,50,71,63,62,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70
620,226747,29,187,86,1,2,3,58.0,51.0,59.0,61.0,73.0,85.0,51,48,75,66,41,62,38,35,62,58,55,60,58,76,55,66,57,90,89,44,75,74,66,65,48,66,75,72,63,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,72
621,226798,28,183,80,1,3,3,63.0,54.0,64.0,64.0,71.0,78.0,53,39,69,72,37,65,41,69,73,67,58,67,57,69,47,75,71,75,80,69,80,72,57,59,58,58,70,72,68,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72
622,228151,25,175,70,1,3,3,69.0,55.0,71.0,71.0,68.0,67.0,69,50,50,74,48,68,63,55,71,73,72,67,72,71,77,61,70,80,57,60,73,73,59,72,58,68,66,71,69,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,73
623,228595,26,184,81,1,4,3,65.0,64.0,66.0,70.0,71.0,77.0,58,63,59,74,54,69,51,44,72,72,65,65,66,72,66,71,67,86,73,67,78,72,63,67,48,68,67,77,74,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,74
624,230218,29,181,82,1,3,2,46.0,41.0,56.0,53.0,74.0,71.0,39,33,72,69,46,46,33,49,65,50,43,48,69,73,63,54,67,51,78,43,78,77,37,51,44,75,76,73,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,70
625,230222,29,186,79,1,3,2,64.0,58.0,60.0,63.0,71.0,76.0,47,42,72,73,50,60,60,48,67,66,69,60,68,64,56,79,81,75,75,76,80,65,55,50,50,72,70,75,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72
626,230329,25,180,75,1,3,2,60.0,39.0,62.0,66.0,69.0,76.0,43,41,58,75,37,60,48,47,69,70,65,55,71,68,85,23,69,77,72,42,85,69,55,58,49,65,67,73,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72
627,230429,25,176,76,1,3,2,48.0,46.0,67.0,64.0,74.0,68.0,56,45,55,76,21,68,29,61,67,59,52,45,51,72,73,54,75,67,69,45,64,73,29,75,59,69,77,77,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72
628,230434,21,178,75,0,3,2,65.0,55.0,69.0,67.0,73.0,68.0,67,55,67,73,44,63,49,61,77,71,67,64,73,66,69,51,63,68,68,57,67,71,67,66,54,71,75,73,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72
629,230441,29,180,79,0,3,2,68.0,45.0,62.0,67.0,73.0,78.0,76,30,60,68,39,67,32,31,62,70,67,68,60,70,62,74,85,78,78,48,78,68,58,54,40,64,77,77,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72
630,230452,25,182,78,1,3,2,70.0,47.0,66.0,62.0,72.0,74.0,51,51,73,72,39,62,61,62,71,61,72,68,56,72,60,44,82,68,73,41,81,71,44,67,63,70,73,72,73,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72
631,230530,25,175,75,1,3,2,67.0,61.0,61.0,69.0,75.0,66.0,48,55,61,71,60,67,70,54,66,71,72,62,76,72,74,74,63,67,66,64,67,76,58,54,53,62,78,74,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72
632,230988,25,177,70,1,4,4,67.0,67.0,72.0,74.0,59.0,62.0,65,62,54,77,64,72,76,61,75,77,65,68,75,70,75,77,54,62,60,70,68,68,69,72,62,80,61,57,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70
633,231007,27,184,79,1,3,2,65.0,68.0,73.0,73.0,63.0,70.0,62,64,58,76,66,74,74,77,75,75,64,65,67,68,65,74,74,65,74,75,63,66,64,75,64,72,63,65,51,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
634,231089,23,193,90,1,4,3,50.0,55.0,65.0,66.0,71.0,84.0,45,45,68,76,43,68,54,40,74,73,47,52,45,73,33,73,68,83,89,58,77,72,67,68,52,68,69,73,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,76
635,232882,25,181,73,1,2,3,75.0,44.0,66.0,71.0,69.0,73.0,64,40,57,71,40,71,58,44,69,73,71,78,67,70,63,62,74,77,71,36,75,68,51,62,42,69,69,72,70,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,73
636,233075,31,185,80,1,3,2,36.0,43.0,57.0,53.0,71.0,88.0,41,32,60,66,34,50,41,49,62,62,34,38,34,62,41,68,47,88,92,45,87,75,50,60,38,65,70,75,69,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,72
637,233314,26,178,72,1,3,2,66.0,51.0,61.0,65.0,69.0,81.0,39,46,69,73,49,62,41,48,71,68,65,66,68,70,67,59,72,85,81,53,77,65,53,62,54,69,72,70,69,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,73
638,234319,23,183,63,1,3,3,69.0,59.0,65.0,69.0,69.0,75.0,59,58,62,72,43,70,53,42,68,70,72,67,61,72,74,69,72,85,68,59,82,62,57,65,49,69,72,72,73,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73
639,234457,25,176,70,1,4,3,77.0,65.0,68.0,75.0,71.0,81.0,61,59,68,72,66,74,62,66,70,76,79,76,84,73,77,80,85,87,77,62,80,68,65,67,69,68,72,73,72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,75
640,234914,25,176,68,1,4,3,66.0,60.0,71.0,71.0,67.0,71.0,69,51,48,74,59,68,70,68,69,71,69,63,83,67,80,68,55,84,64,71,76,72,64,68,55,68,65,70,71,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73
641,235432,25,188,83,1,3,2,63.0,48.0,65.0,65.0,70.0,75.0,50,41,68,74,37,65,51,38,71,70,67,59,56,66,51,68,65,75,80,45,65,69,56,68,41,60,68,73,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73
642,236492,23,180,78,1,3,3,67.0,73.0,75.0,72.0,67.0,66.0,70,70,42,76,58,69,79,82,74,75,68,66,77,72,69,80,44,74,67,81,59,70,66,75,65,67,68,71,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,73
643,236721,23,188,68,1,2,3,66.0,52.0,63.0,72.0,72.0,77.0,59,47,70,70,44,71,57,45,64,73,64,68,79,69,77,67,77,82,77,48,71,73,61,62,45,68,70,73,70,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73
644,236764,22,177,69,1,3,2,71.0,66.0,69.0,70.0,68.0,70.0,61,66,52,73,56,66,63,65,73,70,72,71,84,69,75,71,63,78,67,67,71,67,64,67,56,68,70,73,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73
645,236773,27,171,67,1,3,2,74.0,54.0,62.0,64.0,73.0,73.0,61,50,55,66,28,60,41,58,63,63,71,77,70,67,87,66,69,91,62,58,80,74,48,59,59,66,76,75,73,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,73
646,238392,23,182,72,1,3,2,68.0,53.0,64.0,71.0,69.0,72.0,55,44,48,73,56,70,56,45,68,73,67,68,68,69,69,66,68,77,70,56,73,75,58,63,53,69,70,70,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,73
647,239845,23,172,72,1,3,3,76.0,71.0,70.0,71.0,71.0,71.0,65,71,63,76,59,70,65,48,72,74,77,75,72,67,77,75,59,75,67,73,77,69,72,68,49,64,72,74,74,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,74
648,239950,24,183,69,1,3,3,59.0,64.0,70.0,72.0,66.0,71.0,59,57,60,74,55,73,67,50,80,75,64,54,62,73,63,73,71,82,67,74,68,67,59,71,55,75,71,65,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,73
649,240095,26,175,70,1,3,2,70.0,61.0,68.0,67.0,69.0,70.0,60,52,55,73,67,62,67,66,70,73,69,71,74,66,73,70,64,75,69,72,67,72,70,68,50,66,68,72,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73
650,240193,23,182,73,0,3,3,59.0,63.0,70.0,73.0,64.0,68.0,68,59,58,76,50,74,49,41,74,74,63,55,70,71,72,76,58,81,60,64,74,60,70,70,54,65,65,67,64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72
651,240916,23,187,74,1,3,3,68.0,61.0,67.0,68.0,70.0,75.0,64,62,66,73,48,66,58,47,71,70,66,69,71,69,64,65,74,85,71,63,71,70,57,66,52,62,69,72,70,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73
652,241406,25,172,70,1,4,3,72.0,46.0,69.0,72.0,67.0,77.0,67,30,64,73,31,73,63,58,70,73,72,72,72,70,71,65,70,89,73,59,73,68,65,65,63,69,67,68,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,73
653,241607,23,178,68,1,4,3,68.0,65.0,66.0,73.0,70.0,77.0,59,67,81,75,59,73,53,43,70,75,67,69,68,71,65,69,82,84,71,59,81,69,71,64,59,72,64,73,67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74
654,243989,29,185,81,1,3,2,53.0,66.0,61.0,65.0,69.0,81.0,45,65,72,70,50,66,49,47,68,70,55,51,53,67,51,74,68,90,79,65,80,69,70,64,53,68,65,71,68,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,72
655,244280,22,187,78,1,4,3,50.0,57.0,68.0,72.0,67.0,74.0,57,56,65,75,48,71,59,48,74,75,49,50,69,69,68,60,66,78,76,59,64,66,57,69,47,71,63,72,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73
656,244376,24,184,73,1,3,2,64.0,63.0,62.0,70.0,66.0,63.0,34,66,40,76,34,69,32,32,73,74,69,60,67,75,58,60,59,70,57,70,69,70,68,74,35,65,68,67,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73
657,244472,21,188,77,1,4,3,77.0,58.0,68.0,75.0,68.0,77.0,58,57,66,75,50,74,64,44,71,76,73,80,79,71,76,66,63,82,78,56,73,68,68,71,45,73,69,70,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,74
658,245209,22,169,65,0,4,3,72.0,60.0,68.0,70.0,69.0,74.0,63,55,59,75,50,66,67,65,67,72,75,70,75,68,84,65,78,81,69,66,78,72,60,63,61,64,69,69,68,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,73
659,245253,21,174,67,1,3,3,67.0,56.0,66.0,77.0,69.0,61.0,54,58,49,74,54,76,59,46,70,77,76,59,86,72,90,57,83,90,43,53,65,74,60,68,47,64,70,72,67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74
660,245992,20,170,66,1,3,3,67.0,54.0,70.0,73.0,68.0,55.0,60,53,50,77,59,72,58,54,74,74,71,64,76,75,77,49,58,65,44,58,68,70,58,74,53,69,68,73,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73
661,247500,24,193,78,1,2,2,60.0,49.0,60.0,62.0,72.0,78.0,49,50,71,69,37,64,32,30,66,64,59,60,55,68,40,54,59,79,77,46,82,73,52,64,32,65,69,74,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73
662,247793,24,177,70,1,3,3,69.0,66.0,73.0,73.0,66.0,70.0,67,68,65,76,44,75,64,72,73,73,71,67,71,67,72,64,67,70,67,70,78,64,73,74,52,70,66,70,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72
663,251410,27,181,78,1,3,2,76.0,55.0,64.0,68.0,72.0,82.0,56,45,71,75,32,68,49,48,64,67,75,77,68,67,81,73,64,79,85,69,82,68,46,58,46,70,72,75,71,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,73
664,251675,24,174,68,0,3,2,72.0,66.0,67.0,72.0,68.0,76.0,57,58,58,74,60,72,63,45,72,75,73,71,70,68,78,78,58,77,74,73,84,68,68,69,66,62,68,70,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,74
665,253306,20,182,77,1,3,3,68.0,59.0,63.0,71.0,69.0,70.0,46,61,39,74,39,73,43,38,72,74,67,68,66,73,59,54,49,75,72,64,65,73,69,67,42,54,69,75,73,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,74
666,253695,24,190,84,1,3,2,59.0,56.0,58.0,60.0,72.0,78.0,41,54,74,69,54,60,44,32,66,65,57,60,51,66,46,72,57,66,88,50,75,72,42,61,40,60,70,73,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,72
667,261529,24,187,78,1,3,2,67.0,65.0,71.0,69.0,68.0,66.0,63,64,62,74,50,73,66,67,75,72,65,69,51,74,53,73,63,75,66,62,57,65,60,74,75,67,69,73,65,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73
668,124635,35,187,82,1,5,2,48.0,64.0,63.0,65.0,72.0,73.0,51,58,72,71,54,65,60,54,68,67,47,49,60,69,53,79,80,72,75,69,66,75,56,58,61,70,70,74,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,71
669,134820,36,175,80,1,3,2,35.0,60.0,60.0,68.0,70.0,75.0,53,56,50,71,49,65,55,44,64,71,37,34,71,62,70,74,75,72,73,59,86,72,47,51,65,73,74,72,70,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,71
670,138699,35,180,80,1,4,3,49.0,69.0,72.0,69.0,70.0,66.0,71,65,66,72,75,70,76,70,69,69,47,51,67,72,70,78,59,70,63,69,70,71,72,73,68,69,70,71,69,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
671,139064,39,174,71,1,3,3,47.0,58.0,69.0,65.0,72.0,67.0,66,47,66,71,61,62,63,68,72,67,52,43,66,71,72,72,69,45,71,65,86,74,60,66,69,74,71,72,73,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
672,148403,35,175,65,1,3,3,55.0,67.0,68.0,68.0,69.0,72.0,59,69,69,74,59,66,54,45,71,69,55,55,69,68,77,69,86,77,64,65,80,69,69,73,58,70,67,70,68,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
673,176071,34,175,68,1,3,3,44.0,54.0,67.0,67.0,68.0,74.0,59,46,64,75,56,64,66,54,66,69,55,35,65,71,75,68,61,85,70,53,75,67,58,63,66,66,72,67,68,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
674,182343,34,181,71,1,4,3,69.0,70.0,74.0,73.0,62.0,66.0,72,72,41,75,63,72,77,77,73,75,71,68,75,69,68,69,64,80,58,70,68,67,69,74,67,66,63,65,63,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
675,183546,32,176,73,1,3,2,66.0,53.0,60.0,65.0,69.0,79.0,56,51,64,71,47,64,46,41,63,66,67,65,64,66,72,64,82,90,72,50,84,69,54,53,41,69,67,73,67,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
676,183573,34,183,80,0,3,2,60.0,56.0,64.0,63.0,73.0,76.0,66,46,64,67,44,59,57,67,64,66,60,60,66,72,66,74,70,68,80,63,75,73,55,58,64,65,75,74,72,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
677,185132,32,187,79,1,3,2,41.0,68.0,64.0,64.0,73.0,76.0,47,64,75,73,75,64,31,44,74,74,35,45,37,73,43,79,76,65,82,70,73,72,64,73,51,79,73,74,71,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,71
678,188000,32,176,77,1,3,2,61.0,55.0,69.0,64.0,66.0,80.0,72,43,54,71,42,60,69,72,69,68,63,60,71,68,62,75,70,90,79,69,74,69,39,64,60,64,65,70,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
679,188541,34,178,73,1,3,3,77.0,64.0,70.0,73.0,62.0,69.0,63,60,60,76,61,72,65,58,71,76,77,77,73,71,70,71,60,75,64,68,75,58,68,70,57,69,65,63,60,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
680,193909,32,185,79,1,4,2,47.0,58.0,63.0,58.0,71.0,81.0,59,61,77,68,40,53,47,60,67,61,51,43,64,68,63,66,81,84,81,51,76,69,55,60,49,64,70,72,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,71
681,193910,29,174,71,1,3,3,65.0,61.0,72.0,72.0,64.0,64.0,64,59,47,77,57,68,68,63,76,75,68,63,76,65,78,66,43,75,59,62,69,64,62,69,62,75,60,73,62,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
682,195087,32,193,88,1,3,2,39.0,54.0,60.0,59.0,71.0,78.0,49,48,65,68,36,62,36,33,66,66,41,38,32,66,34,63,61,76,82,65,75,73,55,65,47,67,70,75,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
683,195698,28,180,82,1,3,3,65.0,62.0,65.0,65.0,71.0,75.0,59,58,69,71,52,63,57,59,65,68,68,63,68,65,68,72,75,67,78,64,77,72,64,63,58,65,70,73,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
684,196151,37,172,69,1,3,3,62.0,66.0,75.0,71.0,58.0,64.0,73,69,31,77,59,67,68,74,74,75,67,58,76,67,79,58,80,64,64,64,59,59,64,78,79,76,58,65,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69
685,199170,29,186,81,1,3,4,61.0,67.0,69.0,73.0,72.0,77.0,64,62,70,74,60,74,62,58,71,74,63,59,70,68,69,78,82,73,77,69,80,72,70,68,62,72,71,73,72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,71
