,sofifa_id,age,height_cm,weight_kg,preferred_foot,weak_foot,skill_moves,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,work_rate_High/High,work_rate_High/Low,work_rate_High/Medium,work_rate_Low/High,work_rate_Low/Low,work_rate_Low/Medium,work_rate_Medium/High,work_rate_Medium/Low,work_rate_Medium/Medium,body_type_Lean (170-),body_type_Lean (170-185),body_type_Lean (185+),body_type_Normal (170-),body_type_Normal (170-185),body_type_Normal (185+),body_type_Stocky (170-),body_type_Stocky (170-185),body_type_Stocky (185+),body_type_Unique,rm
604,232081,26,175,70,1,3,4,81.0,60.0,64.0,71.0,63.0,71.0,65,60,46,69,38,71,58,49,62,71,80,81,79,68,68,66,70,86,65,57,69,62,68,62,57,69,63,69,65,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72
605,232390,25,176,74,1,3,3,72.0,70.0,67.0,72.0,46.0,63.0,65,71,63,71,59,73,61,55,63,69,70,74,74,69,70,71,63,69,59,69,67,41,71,71,67,77,47,45,42,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72
606,232517,31,163,58,1,4,4,87.0,60.0,67.0,73.0,23.0,41.0,68,61,36,70,50,73,65,66,65,70,89,85,88,64,84,66,54,66,30,54,33,19,66,65,49,63,30,15,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
607,232692,32,185,84,1,3,3,67.0,69.0,68.0,72.0,61.0,75.0,60,67,58,72,59,71,73,52,70,70,69,66,76,74,78,80,80,86,72,68,66,65,70,69,54,73,60,62,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,71
608,232787,26,167,69,0,3,4,82.0,69.0,66.0,74.0,52.0,70.0,68,69,41,66,53,76,73,73,51,70,87,77,80,60,82,73,87,79,62,68,72,58,67,71,65,65,42,61,56,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71
609,233550,24,170,65,1,3,3,86.0,60.0,68.0,74.0,44.0,66.0,69,59,58,70,56,73,74,59,68,70,87,85,89,64,89,68,70,70,64,57,64,45,64,65,50,65,44,39,47,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,72
610,233606,24,172,63,0,3,3,78.0,64.0,69.0,71.0,46.0,62.0,73,62,55,72,44,72,57,56,68,70,78,78,76,62,73,64,56,69,59,75,64,48,61,67,60,55,34,51,58,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72
611,234889,23,183,78,1,3,3,69.0,68.0,67.0,73.0,51.0,70.0,68,68,56,72,70,75,61,40,63,75,68,70,69,67,67,75,69,66,74,66,64,41,69,70,48,72,49,57,56,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72
612,235152,21,174,68,1,4,4,73.0,61.0,70.0,74.0,33.0,57.0,70,60,42,70,60,75,72,64,62,75,72,74,74,62,81,64,61,66,57,60,46,36,63,76,52,60,35,29,28,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72
613,235973,22,174,60,0,3,3,84.0,65.0,68.0,75.0,30.0,47.0,69,66,40,69,47,72,69,69,65,75,86,82,91,65,84,67,59,70,36,71,45,23,62,67,54,66,36,26,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73
614,235983,22,173,62,1,3,3,74.0,69.0,67.0,74.0,67.0,44.0,72,70,69,71,64,74,59,52,64,72,75,73,88,68,79,68,64,68,35,73,31,62,65,63,58,55,64,72,68,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72
615,236696,24,175,62,1,4,3,80.0,62.0,68.0,74.0,36.0,61.0,70,63,55,68,59,76,63,65,66,72,82,78,77,65,75,64,59,65,57,60,64,25,67,67,55,65,45,30,33,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73
616,236830,21,182,81,0,3,3,64.0,57.0,71.0,75.0,64.0,71.0,62,53,47,76,55,78,66,65,73,77,64,64,70,64,71,72,65,72,70,51,72,68,68,71,55,70,64,67,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72
617,237132,24,177,70,1,2,3,64.0,70.0,71.0,74.0,42.0,64.0,64,68,47,75,55,75,77,78,69,75,62,66,73,65,72,77,65,73,65,73,52,29,64,70,67,68,38,52,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72
618,237256,24,183,79,0,4,2,86.0,66.0,63.0,69.0,34.0,79.0,60,68,72,67,68,67,56,42,63,68,85,87,80,68,74,70,83,81,83,58,67,32,75,66,55,64,24,35,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72
619,238504,23,173,69,1,4,4,69.0,67.0,68.0,74.0,49.0,61.0,65,65,59,70,57,73,68,68,65,75,72,67,76,66,80,68,57,72,56,73,59,51,66,72,66,68,41,53,51,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72
620,239306,22,181,71,1,4,3,82.0,52.0,65.0,70.0,64.0,67.0,71,49,58,67,56,71,53,48,67,69,81,82,75,69,74,58,71,81,65,52,53,64,55,63,56,62,62,67,62,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
621,239441,22,183,74,1,4,3,87.0,66.0,62.0,75.0,32.0,63.0,64,67,53,65,61,78,55,53,59,72,85,88,78,60,73,68,51,68,71,62,39,24,63,59,64,71,32,30,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72
622,239491,25,176,72,1,3,3,77.0,61.0,65.0,72.0,38.0,62.0,63,62,38,67,48,74,54,42,62,72,78,77,72,67,71,69,47,74,64,53,46,33,63,74,59,64,48,35,31,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72
623,239763,22,174,66,0,2,3,81.0,63.0,63.0,76.0,25.0,56.0,62,65,36,68,51,78,68,29,57,75,88,76,84,57,81,61,71,67,59,66,29,20,66,69,42,61,32,21,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72
624,240099,22,173,77,1,3,3,80.0,52.0,64.0,71.0,65.0,78.0,69,48,64,68,45,71,58,36,68,70,82,78,70,68,78,62,70,77,79,54,77,63,67,59,30,71,65,67,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,71
625,241923,25,169,67,1,3,4,89.0,73.0,62.0,76.0,29.0,55.0,59,76,49,65,63,75,59,68,52,75,91,88,88,66,87,73,61,69,54,72,37,24,73,66,64,63,21,34,27,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,73
626,242530,21,185,85,1,4,4,84.0,67.0,63.0,73.0,32.0,74.0,68,68,63,65,61,75,70,43,64,74,84,84,85,66,51,68,71,72,84,67,53,20,63,58,61,57,40,25,20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,72
627,242602,20,187,86,1,4,2,87.0,44.0,60.0,67.0,66.0,79.0,64,45,64,66,33,69,56,30,54,67,83,90,67,66,65,52,56,76,87,38,70,65,59,57,32,56,65,68,62,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,68
628,243016,22,173,63,0,3,3,79.0,63.0,69.0,71.0,44.0,61.0,64,64,49,72,55,70,59,57,73,72,82,77,78,65,72,65,51,68,61,61,56,32,66,71,53,62,44,47,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72
629,243061,24,173,65,0,5,4,89.0,62.0,56.0,77.0,43.0,60.0,59,63,54,61,56,81,48,42,45,71,88,90,81,67,83,64,58,67,55,58,65,40,71,57,57,65,42,44,36,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
630,243402,25,175,74,1,4,4,83.0,64.0,62.0,72.0,30.0,67.0,62,65,54,64,62,71,66,43,56,72,83,83,79,72,78,72,59,70,68,59,65,23,69,69,41,65,35,25,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72
631,243988,25,175,74,1,3,2,82.0,38.0,61.0,68.0,63.0,64.0,70,30,50,61,31,69,73,74,36,67,81,83,71,65,76,46,61,87,53,41,65,66,68,65,45,62,63,65,66,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,68
632,244112,25,179,73,1,3,4,82.0,68.0,62.0,75.0,22.0,61.0,57,73,58,71,68,78,31,55,56,70,88,77,86,68,84,68,87,80,56,64,44,19,68,65,46,56,20,15,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,73
633,244257,20,181,76,1,3,3,79.0,68.0,61.0,75.0,37.0,69.0,55,69,62,69,64,81,54,35,60,71,78,79,74,70,69,71,75,68,68,64,69,35,72,60,55,57,36,33,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72
634,244259,25,174,71,1,2,3,81.0,30.0,52.0,68.0,70.0,59.0,57,26,56,59,21,67,39,27,51,66,82,81,75,62,84,34,79,75,48,27,61,75,53,45,38,57,66,75,72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,63
635,244287,22,183,78,1,2,4,81.0,68.0,66.0,72.0,41.0,64.0,64,69,59,69,62,73,64,63,64,72,80,82,77,67,67,70,69,70,67,67,46,35,66,64,64,62,46,36,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72
636,244625,23,176,72,1,3,3,75.0,57.0,67.0,70.0,67.0,68.0,70,51,61,70,48,71,70,58,68,71,74,76,70,68,74,70,58,72,68,63,65,64,67,57,36,55,68,69,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70
637,244787,26,183,77,1,3,2,73.0,47.0,65.0,70.0,66.0,72.0,72,44,62,68,48,68,51,45,61,69,74,72,75,69,77,51,75,75,68,47,77,66,63,64,44,69,66,66,66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69
638,245214,26,175,72,1,3,2,83.0,65.0,62.0,71.0,46.0,64.0,63,69,53,68,38,72,48,39,61,71,84,82,78,64,73,69,68,77,64,59,49,49,64,62,56,59,41,46,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
639,246350,21,170,58,1,3,4,63.0,53.0,73.0,75.0,56.0,46.0,67,48,44,77,51,75,68,68,75,77,61,64,70,64,90,56,64,63,34,56,49,60,73,74,54,74,54,59,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72
640,247802,26,173,73,1,3,2,74.0,43.0,59.0,65.0,68.0,63.0,62,28,59,67,31,62,57,55,67,61,75,73,84,65,78,67,61,89,55,49,49,70,53,38,51,59,70,67,71,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,63
641,251532,23,173,67,1,4,3,90.0,69.0,65.0,76.0,26.0,68.0,64,72,51,68,65,74,50,52,59,77,90,90,86,62,88,71,74,73,69,61,58,21,74,73,60,69,22,26,22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,75
642,252018,21,191,83,1,3,2,81.0,47.0,64.0,66.0,69.0,82.0,65,41,70,67,25,62,58,34,68,67,80,82,73,66,72,68,74,82,84,47,77,68,59,62,36,68,67,71,66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,68
643,252523,22,176,65,0,4,4,91.0,66.0,63.0,75.0,57.0,61.0,64,71,74,66,48,77,62,58,62,70,91,91,91,56,89,69,94,74,59,62,43,57,59,57,51,62,66,48,40,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72
644,253036,19,170,65,0,2,3,78.0,64.0,67.0,76.0,34.0,49.0,68,65,48,71,64,77,66,56,63,74,80,77,85,60,86,71,39,60,48,55,41,29,64,65,64,64,32,34,35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72
645,253177,18,178,73,1,3,4,88.0,66.0,62.0,71.0,57.0,68.0,64,62,44,68,48,74,60,40,60,73,86,89,68,57,66,77,64,73,70,73,59,59,70,59,50,63,58,57,58,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72
646,253240,21,165,63,1,3,4,80.0,67.0,56.0,72.0,37.0,60.0,36,69,64,68,54,72,62,59,36,75,81,79,78,68,76,72,62,52,57,66,78,45,69,69,42,51,40,22,25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68
647,254660,19,178,72,1,3,2,76.0,69.0,65.0,70.0,40.0,64.0,63,69,60,67,62,69,67,44,65,73,77,76,74,71,73,73,69,77,55,69,69,38,67,66,63,56,44,30,38,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72
648,257133,22,176,70,1,4,3,82.0,70.0,65.0,75.0,23.0,58.0,68,71,38,68,67,77,64,65,62,72,80,83,80,62,80,71,75,66,60,70,38,22,67,61,68,66,19,24,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72
649,257290,21,178,66,1,3,3,75.0,63.0,64.0,70.0,68.0,60.0,73,63,70,67,50,72,57,43,56,71,76,75,65,67,75,68,67,65,59,61,55,70,62,64,67,58,65,69,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
650,258580,22,173,71,1,3,3,85.0,63.0,61.0,74.0,34.0,48.0,61,64,41,68,55,71,56,39,52,74,83,86,88,69,82,65,42,71,39,61,42,21,70,64,62,66,31,41,42,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72
651,259265,31,184,77,0,5,3,74.0,70.0,70.0,73.0,35.0,72.0,76,66,64,68,54,76,78,70,68,72,75,74,74,65,63,79,73,68,76,72,66,36,65,67,73,69,28,34,31,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
652,262815,28,183,77,1,4,2,81.0,51.0,66.0,70.0,66.0,67.0,70,61,49,71,29,71,74,35,69,72,80,82,67,58,65,45,69,73,70,40,50,64,65,59,40,70,68,70,67,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
653,263230,21,185,76,1,5,3,76.0,70.0,60.0,65.0,39.0,71.0,64,74,72,63,58,66,56,49,57,65,79,74,55,70,75,74,68,65,74,63,70,30,73,59,63,59,35,38,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,69
654,164994,35,175,67,1,4,3,68.0,70.0,73.0,72.0,58.0,42.0,73,67,48,74,69,70,74,69,69,74,68,68,70,75,73,74,67,33,36,72,62,59,69,73,73,84,61,56,59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70
655,173434,34,178,72,1,4,3,74.0,65.0,69.0,70.0,44.0,66.0,71,64,52,70,59,70,67,64,65,71,73,74,74,65,64,70,68,59,70,64,65,48,68,71,67,70,34,52,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70
656,177525,35,187,86,1,4,3,71.0,65.0,68.0,71.0,66.0,75.0,68,62,51,71,62,71,74,62,62,73,70,72,71,68,64,70,77,68,80,68,72,71,72,67,52,76,69,66,62,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
657,184154,31,180,76,1,4,3,68.0,66.0,68.0,69.0,61.0,76.0,68,62,62,69,70,68,62,63,67,72,68,68,66,72,64,73,74,74,78,69,73,62,68,71,54,74,59,63,56,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70
658,189300,29,174,66,1,3,3,83.0,49.0,55.0,71.0,63.0,67.0,61,51,54,60,23,70,59,22,58,70,82,84,83,64,78,68,72,90,56,29,65,64,70,43,46,65,63,65,64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
659,189703,31,166,64,1,3,3,68.0,70.0,66.0,75.0,27.0,50.0,59,72,71,71,62,76,66,67,67,76,72,65,70,66,86,74,58,49,55,64,37,29,67,65,63,68,25,15,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,70
660,190589,30,180,73,1,3,3,68.0,65.0,68.0,70.0,65.0,72.0,70,62,64,70,59,69,64,65,65,71,69,67,75,67,71,70,72,84,67,69,71,64,64,67,66,72,65,65,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
661,191209,31,180,76,1,3,3,71.0,63.0,66.0,71.0,47.0,65.0,70,63,54,73,46,71,55,47,63,73,69,73,73,67,60,66,73,75,66,65,49,39,69,57,49,60,54,47,39,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70
662,192490,33,182,72,1,4,3,89.0,68.0,67.0,71.0,36.0,71.0,67,68,62,65,69,69,77,73,57,67,87,91,90,70,69,70,91,72,70,65,68,35,71,75,68,69,41,26,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
663,194017,29,178,76,1,3,3,81.0,69.0,62.0,70.0,45.0,70.0,59,69,68,66,59,70,68,64,48,68,82,81,76,71,68,74,60,82,63,67,74,52,72,67,67,63,40,41,34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70
664,194079,30,177,67,1,4,3,75.0,62.0,69.0,72.0,52.0,68.0,68,57,59,73,50,71,75,40,69,70,73,76,83,69,83,73,73,71,61,68,78,46,71,70,50,68,58,49,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
665,195065,29,183,64,0,2,3,45.0,68.0,75.0,70.0,47.0,67.0,76,61,38,74,62,70,75,73,75,74,50,41,61,68,68,78,47,73,69,73,61,58,71,75,71,74,47,46,38,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
666,197777,29,181,75,1,4,3,67.0,60.0,68.0,69.0,68.0,69.0,70,50,60,70,68,68,67,66,66,72,64,70,68,68,71,72,70,66,68,68,74,70,64,66,62,66,68,70,67,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
667,198394,29,181,72,0,4,3,75.0,67.0,67.0,70.0,41.0,58.0,67,68,62,65,64,70,68,65,62,68,76,75,77,69,72,67,34,76,58,65,43,41,72,72,59,73,38,40,33,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70
668,198601,31,173,72,1,3,3,83.0,62.0,64.0,71.0,41.0,69.0,70,59,54,64,52,71,66,53,60,70,82,83,76,67,71,66,68,71,70,65,66,58,67,65,64,70,26,40,38,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,70
669,199700,32,168,73,1,3,3,80.0,69.0,59.0,77.0,26.0,59.0,60,70,58,63,58,78,46,51,54,72,80,80,93,69,94,75,84,60,60,64,50,25,73,58,57,61,30,13,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70
670,199739,30,174,68,0,2,4,49.0,71.0,73.0,70.0,52.0,59.0,72,68,57,71,67,70,74,73,72,73,48,49,62,66,74,75,52,53,53,75,85,52,68,79,71,69,49,53,55,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,69
671,201266,29,180,67,0,2,3,74.0,64.0,70.0,71.0,38.0,65.0,70,64,47,70,60,70,69,66,69,71,73,75,78,66,70,65,79,76,63,64,55,40,67,72,61,68,41,33,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
672,204242,30,175,68,1,4,3,82.0,63.0,68.0,70.0,27.0,66.0,73,62,47,70,52,69,60,66,69,68,84,81,89,60,81,67,79,78,63,61,53,45,62,61,67,59,21,17,18,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
673,204247,27,171,70,1,4,3,88.0,63.0,65.0,77.0,35.0,50.0,60,58,38,68,62,77,70,68,67,74,87,89,88,65,83,68,59,54,44,67,59,46,63,61,67,69,34,30,27,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70
674,204344,29,170,70,1,3,3,85.0,64.0,64.0,73.0,25.0,51.0,65,64,53,66,60,74,69,60,54,73,87,83,83,62,77,67,69,66,44,63,44,31,61,68,64,52,21,21,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
675,205054,29,185,78,0,3,3,68.0,65.0,65.0,66.0,67.0,74.0,67,63,67,64,45,65,68,74,61,64,69,68,74,68,74,73,72,79,76,71,65,65,52,64,59,61,67,70,65,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,67
676,210951,27,170,70,0,4,4,75.0,66.0,67.0,73.0,38.0,59.0,70,65,39,65,64,71,66,64,63,72,73,76,89,60,84,65,90,73,61,72,28,36,70,72,62,66,38,42,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71
677,211057,28,173,70,1,3,4,77.0,67.0,66.0,71.0,51.0,68.0,68,66,47,67,50,69,70,56,63,69,77,77,82,65,79,71,77,75,67,71,58,55,65,64,57,69,44,56,49,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70
678,211239,25,170,70,1,3,3,78.0,70.0,69.0,74.0,31.0,58.0,73,69,63,70,69,71,68,59,64,73,80,77,88,71,86,72,33,62,61,69,52,32,73,68,64,69,33,22,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,72
679,212381,27,172,65,0,2,3,82.0,65.0,71.0,73.0,27.0,39.0,71,65,66,72,65,73,68,67,71,71,80,84,81,65,81,63,51,57,34,64,28,18,69,70,65,69,27,23,22,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
