,sofifa_id,age,height_cm,weight_kg,preferred_foot,weak_foot,skill_moves,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,work_rate_High/High,work_rate_High/Low,work_rate_High/Medium,work_rate_Low/High,work_rate_Low/Low,work_rate_Low/Medium,work_rate_Medium/High,work_rate_Medium/Low,work_rate_Medium/Medium,body_type_Lean (170-),body_type_Lean (170-185),body_type_Lean (185+),body_type_Normal (170-),body_type_Normal (170-185),body_type_Normal (185+),body_type_Stocky (170-),body_type_Stocky (170-185),body_type_Stocky (185+),body_type_Unique,cm
291,179765,32,178,80,1,3,3,79.0,72.0,77.0,76.0,64.0,74.0,75,70,63,78,69,77,73,75,73,73,78,79,85,74,73,75,59,75,83,75,56,69,71,80,71,72,60,66,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,76
292,181318,31,186,82,1,3,3,47.0,65.0,76.0,73.0,70.0,76.0,70,60,62,80,66,74,74,70,78,79,50,44,59,74,58,72,63,82,71,69,83,72,70,75,68,76,72,72,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76
293,184826,32,175,69,1,4,3,53.0,73.0,77.0,76.0,69.0,67.0,74,67,61,79,70,76,79,74,78,79,53,53,66,75,67,79,51,69,63,77,79,76,71,77,82,78,60,75,70,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,76
294,187735,31,179,75,1,3,4,72.0,71.0,74.0,76.0,70.0,67.0,72,70,63,74,72,75,67,75,72,79,74,71,73,75,72,76,73,68,66,71,69,71,74,81,65,75,69,71,70,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,76
295,189251,31,180,74,1,3,3,66.0,65.0,77.0,76.0,73.0,66.0,71,59,54,80,64,74,81,77,78,80,65,66,74,77,74,69,65,77,64,72,57,79,67,74,69,80,77,72,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76
296,189712,31,186,78,0,3,2,50.0,75.0,74.0,74.0,75.0,77.0,69,75,68,82,60,74,73,69,67,80,48,51,56,75,66,78,49,73,80,76,80,79,73,70,72,80,69,83,64,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,76
297,190765,30,181,78,1,4,4,50.0,74.0,80.0,75.0,58.0,71.0,82,72,53,80,65,76,83,77,79,77,55,45,66,77,73,76,71,79,68,80,69,58,75,80,70,79,56,60,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76
298,191627,27,178,72,1,5,3,67.0,65.0,72.0,73.0,72.0,75.0,67,65,58,77,61,71,67,67,72,76,68,67,69,73,73,63,69,90,68,68,76,77,73,73,57,74,75,73,65,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,77
299,193116,32,187,76,1,4,3,47.0,61.0,72.0,68.0,75.0,72.0,61,55,69,79,60,66,57,57,75,74,55,40,55,75,60,73,77,63,72,60,81,77,60,74,68,73,73,78,75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75
300,193683,30,178,66,0,3,3,60.0,64.0,74.0,71.0,70.0,76.0,68,60,55,78,59,70,70,71,73,75,59,61,66,73,76,74,63,92,71,64,71,76,60,73,63,66,69,73,69,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76
301,198006,32,178,74,1,2,3,53.0,76.0,76.0,74.0,68.0,75.0,76,74,62,78,81,74,75,74,77,76,46,58,64,73,78,82,49,91,72,79,69,76,74,74,56,76,70,64,59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,76
302,198368,33,184,78,1,3,3,42.0,66.0,72.0,73.0,73.0,72.0,58,62,69,79,59,76,65,61,78,78,52,34,57,78,38,73,66,70,72,68,76,77,71,74,59,70,67,77,70,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76
303,199561,34,175,73,1,3,4,64.0,76.0,77.0,77.0,45.0,62.0,76,77,56,79,65,77,83,76,69,78,69,59,78,79,73,74,61,54,62,76,73,50,78,79,74,77,49,39,27,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,74
304,199767,28,186,82,1,4,3,60.0,76.0,76.0,74.0,70.0,74.0,71,76,74,81,73,74,65,68,78,78,56,64,68,74,63,78,76,72,76,74,69,62,76,75,83,82,70,73,68,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,76
305,201144,32,186,80,1,4,3,50.0,63.0,74.0,72.0,73.0,72.0,69,54,66,80,66,72,64,58,78,76,51,50,64,69,64,72,54,80,68,74,74,74,62,74,68,69,73,75,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76
306,201262,30,172,67,1,4,3,66.0,70.0,74.0,78.0,70.0,63.0,70,67,60,76,65,78,78,69,75,78,68,64,77,75,85,75,76,95,48,73,56,69,72,75,76,79,72,74,65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76
307,204277,32,171,74,1,3,3,66.0,67.0,76.0,75.0,68.0,79.0,67,68,32,80,37,73,76,67,79,76,67,65,75,74,83,66,71,76,80,70,82,71,73,77,75,75,69,75,74,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,76
308,204691,31,170,66,1,2,4,71.0,70.0,76.0,77.0,54.0,66.0,74,68,49,78,69,74,67,73,73,78,74,68,82,73,88,70,53,73,64,75,67,69,78,82,62,73,35,63,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,76
309,205083,32,179,71,1,4,3,59.0,73.0,78.0,76.0,67.0,69.0,77,71,49,79,62,77,82,78,80,78,64,55,73,77,71,76,33,80,67,77,69,72,67,75,72,63,67,69,68,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76
310,205201,27,191,79,1,3,3,66.0,70.0,71.0,72.0,74.0,83.0,67,65,78,74,70,73,72,65,72,76,62,69,61,70,60,79,69,87,83,75,81,76,68,71,60,73,71,75,70,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76
311,205391,27,187,80,1,3,3,66.0,59.0,73.0,77.0,71.0,79.0,69,48,60,79,55,80,54,54,76,80,66,66,66,76,61,74,71,80,80,70,77,71,69,72,55,74,69,76,71,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,77
312,205407,29,182,75,1,3,4,68.0,72.0,78.0,80.0,66.0,61.0,74,67,64,82,73,80,79,73,78,83,69,68,81,69,77,76,67,54,63,78,65,68,72,77,71,74,67,65,63,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76
313,206115,26,185,79,1,4,2,58.0,60.0,63.0,70.0,75.0,78.0,43,53,67,74,35,71,45,38,69,74,55,60,54,77,60,75,71,78,77,66,82,75,69,72,49,72,77,76,75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,74
314,206304,30,186,80,1,2,2,50.0,67.0,75.0,68.0,75.0,77.0,74,55,75,78,50,62,73,82,75,76,51,50,62,75,62,84,59,73,77,77,85,75,66,67,90,76,75,76,68,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75
315,206306,29,173,73,1,2,3,59.0,65.0,74.0,73.0,69.0,75.0,64,60,53,80,56,71,71,55,78,75,63,56,70,76,85,77,66,80,70,69,85,71,70,78,54,74,71,71,67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,76
316,206516,26,185,74,0,3,4,63.0,64.0,77.0,77.0,68.0,64.0,76,68,58,80,50,78,67,62,76,79,67,60,71,78,72,60,49,76,58,62,70,65,73,81,66,79,69,72,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78
317,207554,29,183,79,1,3,3,76.0,76.0,74.0,75.0,48.0,75.0,68,76,51,75,65,74,70,64,73,77,75,76,78,77,64,78,53,88,72,77,70,40,78,80,64,77,51,49,50,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,76
318,208141,27,187,83,0,5,3,59.0,72.0,74.0,77.0,75.0,80.0,68,67,74,75,67,79,74,73,76,78,64,55,65,75,67,82,80,77,81,77,81,75,74,76,67,81,76,74,71,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,77
319,208787,27,177,72,1,4,3,68.0,70.0,76.0,77.0,65.0,69.0,74,67,61,78,64,77,73,70,76,77,69,68,74,76,83,75,72,78,65,72,67,68,78,77,65,77,63,68,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77
320,210896,26,180,73,1,4,4,72.0,73.0,76.0,76.0,70.0,77.0,74,71,65,77,72,76,76,68,78,76,75,69,78,76,68,79,76,81,76,72,73,71,74,78,68,77,68,74,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,77
321,212242,26,187,83,1,4,3,59.0,73.0,76.0,71.0,73.0,82.0,71,69,70,80,66,71,77,79,77,75,64,55,59,75,59,83,81,86,82,79,77,75,69,71,62,70,70,76,73,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,78
322,213388,28,175,70,1,3,3,73.0,69.0,73.0,77.0,35.0,64.0,74,68,42,75,63,78,74,68,70,77,76,70,74,77,80,74,51,77,61,73,60,32,73,74,53,76,34,37,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,73
323,214988,27,173,70,1,3,3,79.0,67.0,76.0,78.0,67.0,69.0,68,63,57,81,67,75,83,69,75,80,83,75,85,69,85,76,55,92,59,68,69,72,68,77,59,75,70,68,58,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,76
324,215119,27,167,70,1,2,3,74.0,64.0,73.0,75.0,73.0,73.0,67,55,64,80,49,73,73,65,72,75,80,69,75,75,80,78,77,82,65,70,83,75,68,71,66,80,71,76,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,76
325,216350,30,185,79,1,3,3,66.0,64.0,65.0,71.0,75.0,83.0,42,68,71,76,40,74,49,48,72,70,56,75,51,76,70,69,64,87,85,58,80,75,76,71,46,79,76,76,68,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,76
326,220659,25,180,69,1,3,3,69.0,67.0,72.0,74.0,74.0,76.0,67,63,67,76,54,73,63,70,73,77,72,67,69,77,71,78,84,89,69,75,74,81,69,73,40,74,72,76,66,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,78
327,220831,25,178,69,1,3,2,73.0,63.0,71.0,76.0,75.0,77.0,58,64,62,81,46,75,59,49,79,78,72,74,74,73,74,66,68,83,75,66,75,77,63,71,47,74,74,80,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,78
328,222404,25,179,75,1,3,3,72.0,64.0,72.0,75.0,71.0,81.0,67,60,58,77,49,74,70,47,76,76,73,71,74,71,80,73,78,83,82,68,75,75,68,72,52,72,70,73,68,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,76
329,222715,27,173,73,1,3,3,61.0,55.0,67.0,72.0,75.0,76.0,59,48,64,76,49,70,47,49,69,73,59,63,72,78,76,66,75,79,74,62,78,80,61,65,48,75,76,76,71,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,73
330,223154,26,179,80,1,3,3,75.0,73.0,73.0,76.0,73.0,82.0,62,71,62,78,55,79,71,65,76,74,74,76,76,71,69,81,72,91,79,77,79,76,74,73,53,76,70,76,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,78
331,224158,24,185,70,1,2,3,69.0,71.0,70.0,75.0,73.0,78.0,59,70,61,80,68,71,69,58,71,82,69,69,64,74,82,72,69,78,80,75,75,74,68,68,57,82,77,73,67,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,77
332,227234,24,185,83,1,3,2,59.0,54.0,65.0,65.0,77.0,82.0,56,42,75,76,43,64,39,45,74,67,52,65,59,71,66,79,80,85,81,60,81,78,57,60,48,68,77,78,74,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,71
333,227236,25,184,78,1,3,3,77.0,64.0,70.0,80.0,74.0,82.0,58,58,73,78,50,84,59,46,73,78,76,78,77,74,78,75,76,79,84,66,84,78,73,74,62,79,70,79,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78
334,227772,29,188,82,0,3,3,64.0,61.0,73.0,75.0,69.0,84.0,67,54,59,78,54,76,53,63,78,77,59,68,66,69,72,75,62,84,88,65,77,71,57,72,63,82,67,73,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,76
335,228092,23,195,96,1,3,3,64.0,58.0,72.0,73.0,74.0,84.0,65,52,79,77,48,76,71,50,75,76,55,72,56,73,54,75,73,83,91,58,72,73,68,74,46,83,74,74,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,76
336,229469,28,163,65,1,3,3,85.0,68.0,69.0,76.0,35.0,69.0,71,75,55,73,49,78,62,38,69,72,82,87,92,64,80,67,65,91,56,62,75,23,71,71,50,60,40,30,35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70
337,229517,26,172,63,1,4,4,77.0,64.0,74.0,80.0,52.0,51.0,76,64,46,76,52,80,75,51,73,81,80,75,81,73,82,63,47,68,39,70,60,52,67,76,60,74,50,56,54,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75
338,229862,24,179,67,1,5,3,53.0,70.0,71.0,74.0,71.0,61.0,56,74,46,80,36,76,34,50,78,77,62,46,61,77,68,68,47,68,56,73,70,75,71,80,70,72,73,75,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79
339,230020,28,186,70,1,4,3,67.0,72.0,77.0,76.0,67.0,74.0,75,70,58,79,58,77,79,71,77,79,67,67,72,74,60,77,68,85,72,78,69,67,75,75,65,77,71,69,61,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76
340,230065,24,184,75,1,3,3,69.0,69.0,71.0,77.0,74.0,79.0,62,68,70,75,55,80,78,52,73,79,69,69,69,77,68,75,84,80,76,75,85,76,69,74,53,70,72,75,73,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,78
341,230373,25,172,69,1,4,3,72.0,69.0,76.0,76.0,57.0,45.0,65,69,66,82,66,75,71,65,80,77,76,69,77,81,82,68,70,53,42,71,37,70,75,78,58,72,23,73,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,76
342,230425,33,179,77,1,4,2,76.0,65.0,73.0,76.0,54.0,61.0,84,67,51,71,62,76,67,65,68,76,77,75,80,72,77,66,62,80,57,59,45,60,68,75,62,64,55,49,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72
343,230457,29,182,77,1,3,2,67.0,62.0,66.0,65.0,74.0,78.0,62,57,72,76,44,59,57,54,71,72,67,67,65,81,61,72,78,89,71,67,82,72,65,56,66,73,80,70,74,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72
344,230613,23,183,75,1,3,3,62.0,54.0,71.0,76.0,72.0,71.0,62,48,59,77,46,75,60,37,72,78,63,61,75,75,69,66,54,74,68,56,80,74,54,78,52,78,73,74,72,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75
345,231936,23,185,77,1,4,2,69.0,27.0,61.0,67.0,77.0,76.0,53,22,69,76,21,65,26,20,67,73,69,69,59,75,55,39,79,80,74,25,75,78,39,57,24,75,78,77,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68
346,234078,23,178,82,1,3,3,70.0,53.0,71.0,83.0,71.0,71.0,61,43,52,78,50,84,65,50,73,83,76,65,80,80,85,66,67,77,69,62,71,72,64,76,42,80,74,72,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,78
347,235008,24,175,70,1,4,4,85.0,72.0,74.0,79.0,68.0,72.0,69,71,69,75,59,77,83,75,73,80,87,84,91,71,78,81,90,86,60,72,81,67,69,75,69,67,57,75,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77
348,235149,24,185,74,1,3,4,64.0,55.0,67.0,74.0,74.0,70.0,56,52,63,76,52,75,56,33,75,75,65,64,66,75,70,60,74,79,65,57,69,78,62,69,57,70,76,75,69,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75
349,235424,25,175,70,1,3,3,66.0,49.0,65.0,72.0,76.0,74.0,57,42,60,74,37,68,55,34,70,72,70,62,79,75,80,60,75,82,68,54,80,86,55,65,56,79,75,75,73,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72
350,235944,24,187,76,0,3,4,71.0,74.0,76.0,74.0,50.0,63.0,74,75,52,77,65,76,74,75,73,77,70,71,69,74,42,73,64,65,69,77,45,55,77,77,62,78,49,49,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75
351,236221,29,178,73,1,3,3,55.0,70.0,73.0,73.0,72.0,73.0,64,68,64,79,52,73,60,59,78,78,62,49,58,77,64,80,65,71,71,69,82,70,75,74,70,75,72,75,72,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,76
352,236264,26,175,74,1,3,2,76.0,59.0,66.0,68.0,73.0,80.0,53,62,60,74,22,60,49,58,72,74,77,76,77,73,74,65,56,86,80,55,77,80,59,66,64,65,77,72,67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73
353,237184,23,174,66,1,3,3,75.0,61.0,70.0,74.0,73.0,77.0,60,60,55,75,50,74,70,55,73,74,76,75,75,75,81,68,60,83,73,60,83,77,70,74,50,71,75,74,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,76
354,240458,23,180,73,1,3,3,53.0,64.0,74.0,71.0,73.0,70.0,60,70,54,82,44,69,61,59,80,75,54,52,69,77,69,52,64,77,67,69,68,73,66,75,51,74,72,81,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,78
355,241707,22,187,79,0,3,2,73.0,46.0,65.0,70.0,72.0,79.0,53,37,63,76,45,70,46,35,72,74,72,73,61,76,53,64,73,81,79,43,79,75,63,65,42,73,70,76,72,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73
356,242118,24,174,66,0,4,4,83.0,73.0,71.0,79.0,51.0,69.0,65,70,48,74,62,80,65,69,70,78,81,85,83,75,84,75,71,82,63,80,66,55,72,73,68,76,54,51,36,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75
357,242380,24,178,66,1,3,2,66.0,61.0,75.0,72.0,72.0,72.0,72,55,55,77,55,70,74,65,75,75,68,65,71,76,72,69,76,81,69,67,68,75,62,75,64,76,70,76,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76
358,242816,21,169,56,1,3,3,67.0,61.0,75.0,81.0,58.0,63.0,60,63,49,82,56,81,66,51,79,83,69,65,82,72,85,60,55,65,62,61,65,61,64,83,55,77,53,65,53,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78
359,244261,23,179,75,0,3,4,69.0,69.0,78.0,83.0,54.0,59.0,81,67,49,77,67,85,86,77,77,85,78,62,86,70,70,76,50,81,49,67,57,61,65,78,78,73,53,59,28,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77
360,244373,28,175,68,1,4,3,75.0,69.0,72.0,79.0,70.0,56.0,64,69,38,77,52,80,64,65,73,73,70,79,86,80,88,66,54,80,47,73,47,76,74,75,68,73,69,75,73,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76
361,244374,22,177,67,1,3,3,77.0,71.0,76.0,78.0,64.0,58.0,70,70,41,77,58,78,72,74,75,80,80,75,82,72,71,69,59,74,50,80,57,68,72,80,55,66,65,67,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78
362,244393,23,181,73,1,3,4,59.0,57.0,75.0,78.0,71.0,72.0,64,54,49,84,49,75,64,66,75,85,51,66,76,74,81,63,56,75,68,60,80,72,60,77,53,74,75,74,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78
363,244960,24,174,65,1,3,3,67.0,73.0,75.0,75.0,64.0,63.0,73,74,46,79,54,75,67,55,78,76,72,63,77,73,79,74,46,75,57,77,66,70,73,74,68,66,57,73,65,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,78
364,251221,25,183,77,1,3,2,72.0,64.0,73.0,74.0,73.0,76.0,68,59,69,76,59,74,69,69,76,74,72,72,74,76,78,70,73,80,75,70,75,74,66,74,61,76,74,72,72,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,76
365,253124,22,183,74,1,3,3,73.0,70.0,70.0,77.0,67.0,73.0,59,71,46,76,57,78,69,58,74,79,73,73,69,80,70,73,50,78,74,68,70,74,77,73,59,76,68,69,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,78
366,146947,28,191,84,0,3,3,46.0,63.0,70.0,67.0,76.0,75.0,56,60,70,78,40,68,60,28,77,76,39,51,44,79,36,77,61,77,83,63,58,78,62,77,57,66,72,81,72,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75
