,sofifa_id,age,height_cm,weight_kg,preferred_foot,weak_foot,skill_moves,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,work_rate_High/High,work_rate_High/Low,work_rate_High/Medium,work_rate_Low/High,work_rate_Low/Low,work_rate_Low/Medium,work_rate_Medium/High,work_rate_Medium/Low,work_rate_Medium/Medium,body_type_Lean (170-),body_type_Lean (170-185),body_type_Lean (185+),body_type_Normal (170-),body_type_Normal (170-185),body_type_Normal (185+),body_type_Stocky (170-),body_type_Stocky (170-185),body_type_Stocky (185+),body_type_Unique,lb
434,223765,26,183,79,1,2,2,70.0,51.0,60.0,64.0,70.0,75.0,65,40,66,61,50,62,48,47,65,64,69,71,63,71,65,68,68,73,75,59,81,70,50,58,44,70,69,72,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
435,224198,25,175,73,0,4,3,79.0,45.0,66.0,69.0,66.0,71.0,71,33,59,66,22,70,69,68,62,69,77,80,66,63,77,59,66,75,68,58,73,65,68,63,38,55,67,68,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,71
436,224584,27,165,64,0,3,3,87.0,66.0,65.0,74.0,30.0,42.0,71,66,40,66,57,75,62,48,64,72,88,87,86,53,92,70,47,51,37,64,40,36,73,65,61,63,33,21,26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51
437,225682,28,170,83,1,3,3,73.0,44.0,64.0,63.0,68.0,72.0,70,41,69,70,39,54,48,43,56,69,71,74,69,68,75,50,56,79,76,42,58,67,59,65,45,71,70,69,64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,71
438,226075,30,175,67,1,3,3,83.0,56.0,65.0,69.0,66.0,66.0,70,50,60,68,57,68,61,59,66,68,82,83,80,64,60,65,70,74,59,55,70,62,66,54,57,67,65,70,70,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
439,226130,24,179,70,0,2,2,68.0,49.0,64.0,69.0,71.0,72.0,68,50,65,70,41,69,58,39,59,69,66,70,69,73,70,54,80,71,72,44,71,72,59,59,41,67,71,71,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73
440,228120,24,174,70,0,3,3,83.0,52.0,67.0,74.0,64.0,71.0,68,47,59,69,58,74,67,50,63,73,85,82,81,66,80,62,81,75,70,50,67,71,66,68,45,70,62,64,62,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
441,229148,27,181,70,0,3,3,84.0,57.0,67.0,72.0,66.0,68.0,76,50,60,69,52,73,68,47,68,73,83,84,76,62,66,72,57,74,64,60,73,65,65,60,42,70,64,71,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
442,230019,27,167,67,0,3,3,85.0,59.0,63.0,69.0,65.0,61.0,67,55,46,66,49,66,66,42,59,66,85,85,85,68,91,67,92,82,42,62,74,65,66,61,50,57,67,70,64,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71
443,230211,21,166,64,1,3,3,87.0,36.0,60.0,68.0,64.0,67.0,64,28,50,67,46,66,53,31,52,69,91,84,78,61,75,47,66,85,68,38,43,68,53,57,38,66,62,69,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71
444,230248,21,174,71,0,3,2,71.0,38.0,62.0,65.0,68.0,68.0,68,35,53,71,20,66,42,18,58,64,72,70,71,66,70,43,61,83,65,36,58,69,61,58,41,50,68,72,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
445,230335,21,176,69,0,3,2,77.0,57.0,68.0,64.0,68.0,59.0,73,52,59,73,54,61,62,48,71,64,78,76,65,71,76,59,70,67,54,62,61,64,60,59,74,70,70,72,67,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
446,230340,21,174,78,0,3,3,69.0,56.0,66.0,74.0,68.0,71.0,72,54,52,66,59,75,74,51,68,76,73,66,72,72,73,62,72,76,71,53,62,59,68,59,55,65,77,71,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
447,230342,25,178,77,1,3,2,70.0,54.0,60.0,60.0,67.0,70.0,73,48,70,62,43,48,44,63,60,75,62,76,63,65,72,62,62,79,65,59,75,57,55,48,70,62,68,68,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
448,231104,26,187,80,0,2,2,73.0,35.0,50.0,55.0,71.0,74.0,53,29,73,63,27,50,33,36,49,58,73,73,65,62,60,57,74,66,79,27,72,74,28,32,40,58,63,75,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,69
449,231423,24,175,75,1,4,3,70.0,63.0,66.0,71.0,65.0,70.0,73,60,49,70,56,70,70,47,64,72,70,70,70,67,77,73,79,82,63,62,70,67,70,58,51,65,65,68,70,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
450,232081,26,175,70,1,3,4,81.0,60.0,64.0,71.0,63.0,71.0,65,60,46,69,38,71,58,49,62,71,80,81,79,68,68,66,70,86,65,57,69,62,68,62,57,69,63,69,65,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
451,232230,26,175,70,0,2,3,78.0,49.0,65.0,69.0,67.0,70.0,65,38,59,67,32,70,60,54,63,69,78,78,74,64,74,70,77,76,66,52,71,66,64,67,59,59,66,72,68,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
452,232526,23,188,83,0,4,2,67.0,41.0,67.0,67.0,70.0,76.0,73,26,70,73,42,67,62,34,71,71,61,71,58,68,54,62,70,71,81,46,71,75,65,58,42,70,67,71,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,72
453,232755,23,170,64,0,3,3,85.0,40.0,60.0,73.0,67.0,60.0,66,35,53,67,34,72,58,52,49,71,90,81,85,64,84,50,71,66,55,38,62,67,58,54,43,65,66,71,68,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71
454,233230,23,175,72,1,3,2,71.0,42.0,56.0,65.0,71.0,66.0,59,41,68,66,32,62,33,41,50,65,72,71,70,68,69,49,76,78,58,37,70,70,55,51,45,68,72,73,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
455,233409,23,182,71,1,2,2,81.0,37.0,60.0,69.0,67.0,66.0,64,28,50,68,46,66,53,31,52,70,85,77,79,63,75,47,66,79,70,38,41,68,59,57,38,64,69,71,68,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
456,233812,23,180,79,0,4,2,79.0,44.0,59.0,67.0,68.0,71.0,64,32,58,63,37,68,48,35,60,65,76,81,75,64,74,59,67,75,67,52,75,66,64,54,38,58,68,71,72,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
457,234195,25,180,66,0,2,3,74.0,58.0,66.0,73.0,66.0,76.0,68,49,64,66,57,73,71,55,65,72,72,75,73,70,77,78,87,86,72,62,70,70,58,65,48,71,66,64,65,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
458,234624,31,183,74,0,3,2,71.0,54.0,61.0,67.0,71.0,78.0,70,48,67,68,44,66,54,30,64,69,70,71,67,67,66,68,74,86,77,59,72,71,60,48,36,64,72,71,70,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
459,236382,29,181,80,0,3,3,69.0,58.0,62.0,71.0,70.0,70.0,70,50,66,68,38,74,65,72,58,72,72,66,68,66,60,69,65,67,72,70,68,69,56,44,52,66,69,72,71,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
460,237211,24,180,77,0,3,3,76.0,51.0,67.0,72.0,67.0,66.0,68,46,63,70,53,70,67,50,65,72,76,76,79,68,78,66,75,70,64,46,65,69,70,68,41,73,68,66,67,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
461,237784,30,178,73,0,2,3,78.0,61.0,68.0,68.0,66.0,72.0,69,56,65,68,68,65,67,70,64,68,73,82,81,69,66,71,67,79,71,66,66,65,64,69,34,68,69,66,64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
462,239306,22,181,71,1,4,3,82.0,52.0,65.0,70.0,64.0,67.0,71,49,58,67,56,71,53,48,67,69,81,82,75,69,74,58,71,81,65,52,53,64,55,63,56,62,62,67,62,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
463,240947,21,180,70,0,3,2,74.0,37.0,56.0,66.0,71.0,65.0,66,35,53,61,36,65,51,39,53,63,76,73,78,69,75,38,57,71,60,37,74,70,52,47,45,59,74,74,71,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
464,240956,23,170,63,0,3,3,74.0,44.0,61.0,69.0,67.0,62.0,69,41,63,66,38,68,55,33,65,67,76,72,75,69,74,47,64,69,58,45,63,65,59,51,44,64,66,70,70,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71
465,241362,28,182,70,0,3,3,84.0,64.0,65.0,72.0,57.0,66.0,74,63,46,66,55,72,58,51,58,73,83,84,75,70,71,66,61,72,65,68,61,61,67,67,55,69,58,58,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,68
466,242335,26,174,65,0,3,3,85.0,53.0,64.0,66.0,67.0,52.0,73,60,70,72,30,68,63,58,64,64,84,85,76,52,70,49,60,68,43,45,50,63,61,44,51,53,66,69,68,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
467,242602,20,187,86,1,4,2,87.0,44.0,60.0,67.0,66.0,79.0,64,45,64,66,33,69,56,30,54,67,83,90,67,66,65,52,56,76,87,38,70,65,59,57,32,56,65,68,62,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,71
468,243000,28,178,65,0,2,2,77.0,66.0,67.0,72.0,65.0,71.0,71,62,54,68,55,69,73,55,66,71,76,77,85,70,71,81,60,90,64,63,69,59,67,63,61,74,67,69,65,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
469,243988,25,175,74,1,3,2,82.0,38.0,61.0,68.0,63.0,64.0,70,30,50,61,31,69,73,74,36,67,81,83,71,65,76,46,61,87,53,41,65,66,68,65,45,62,63,65,66,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
470,244308,24,180,74,0,2,2,82.0,44.0,60.0,68.0,65.0,73.0,62,39,55,68,37,68,43,25,53,67,80,84,73,62,68,38,70,80,69,59,75,68,60,60,36,60,61,68,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
471,244349,22,185,72,0,2,2,66.0,32.0,57.0,56.0,73.0,72.0,62,30,73,62,28,50,40,40,60,60,63,68,51,67,64,38,65,75,73,25,66,75,40,47,45,68,71,74,72,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
472,244428,24,179,74,0,2,2,75.0,59.0,67.0,70.0,66.0,72.0,70,52,58,71,51,70,67,65,65,68,74,76,79,65,77,72,80,76,67,65,79,64,63,61,42,68,66,68,70,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
473,244787,26,183,77,1,3,2,73.0,47.0,65.0,70.0,66.0,72.0,72,44,62,68,48,68,51,45,61,69,74,72,75,69,77,51,75,75,68,47,77,66,63,64,44,69,66,66,66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
474,245572,23,180,73,1,2,2,75.0,47.0,64.0,71.0,68.0,57.0,65,45,60,75,39,73,40,35,67,71,74,75,70,65,67,52,65,63,55,49,52,64,53,55,44,55,67,74,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
475,247124,22,178,64,0,2,3,75.0,56.0,64.0,71.0,65.0,65.0,71,53,62,68,56,71,66,49,61,71,77,74,71,68,77,65,73,71,57,53,77,64,66,54,46,63,60,70,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
476,247802,26,173,73,1,3,2,74.0,43.0,59.0,65.0,68.0,63.0,62,28,59,67,31,62,57,55,67,61,75,73,84,65,78,67,61,89,55,49,49,70,53,38,51,59,70,67,71,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
477,248266,20,178,70,1,3,2,86.0,43.0,60.0,68.0,63.0,67.0,67,36,48,67,38,66,53,45,50,66,86,86,84,64,79,56,66,83,62,41,58,63,57,52,49,57,60,70,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
478,251450,25,185,78,0,3,2,66.0,36.0,54.0,61.0,71.0,73.0,69,31,69,58,33,63,56,37,43,62,64,68,53,69,56,45,69,74,73,36,73,71,50,45,41,56,72,71,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,71
479,254470,20,177,68,0,2,2,77.0,42.0,63.0,67.0,67.0,67.0,68,39,61,66,47,67,51,49,66,68,78,76,68,68,67,44,72,77,59,39,72,68,69,58,39,58,69,67,64,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
480,257713,22,187,70,0,3,2,70.0,55.0,68.0,68.0,66.0,68.0,74,50,59,73,59,69,63,43,67,73,70,70,61,63,57,59,53,67,73,63,59,60,58,61,43,60,64,73,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
481,259036,22,175,70,0,2,2,75.0,43.0,71.0,70.0,65.0,76.0,78,36,73,73,35,73,68,60,71,63,76,75,77,52,84,68,78,82,76,35,68,61,55,63,34,72,62,66,71,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
482,143025,39,169,67,0,2,3,70.0,47.0,72.0,70.0,65.0,65.0,72,39,57,73,45,65,85,59,71,73,78,63,79,68,83,55,79,75,57,51,67,65,62,71,57,58,69,62,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70
483,144200,30,179,69,0,3,3,80.0,65.0,68.0,71.0,65.0,65.0,70,58,50,66,72,71,76,75,67,69,79,81,75,69,73,74,65,71,64,68,60,62,66,68,63,65,65,70,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
484,167601,34,184,77,1,3,2,68.0,59.0,62.0,60.0,70.0,73.0,64,60,65,65,32,56,52,46,70,63,68,68,63,63,67,66,72,74,72,60,74,71,58,53,55,64,70,72,70,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
485,177525,35,187,86,1,4,3,71.0,65.0,68.0,71.0,66.0,75.0,68,62,51,71,62,71,74,62,62,73,70,72,71,68,64,70,77,68,80,68,72,71,72,67,52,76,69,66,62,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
486,178418,37,188,82,0,3,2,49.0,49.0,58.0,59.0,73.0,67.0,68,41,76,62,31,59,69,47,62,60,49,49,55,66,46,65,67,59,72,57,65,70,50,38,48,71,74,72,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68
487,179696,32,180,79,0,2,3,61.0,60.0,65.0,69.0,67.0,74.0,68,47,65,70,61,70,59,63,68,70,59,63,65,72,68,75,70,75,73,70,75,67,64,55,64,68,65,68,68,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70
488,184643,31,175,68,0,3,3,76.0,57.0,67.0,68.0,63.0,67.0,69,54,57,70,53,67,61,53,70,67,78,75,74,68,73,66,54,80,66,55,55,64,62,64,58,67,63,65,64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70
489,186402,37,184,82,1,2,2,60.0,42.0,50.0,51.0,70.0,72.0,40,40,68,63,31,34,49,51,51,70,57,63,57,61,53,56,79,70,73,36,71,67,17,35,58,61,68,74,70,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67
490,187110,32,176,83,0,3,3,70.0,56.0,63.0,65.0,66.0,78.0,73,45,50,65,41,64,60,68,64,65,70,70,67,64,62,71,80,78,80,70,73,68,58,50,50,66,68,68,67,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,70
491,189482,31,180,78,0,3,2,75.0,54.0,67.0,67.0,63.0,76.0,71,43,56,65,35,68,80,72,64,68,71,79,69,62,61,75,84,80,76,56,69,66,66,62,68,59,61,63,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70
492,189930,31,178,70,0,2,3,75.0,64.0,71.0,73.0,64.0,66.0,72,57,56,74,60,74,76,70,70,71,74,75,77,66,76,78,72,73,60,72,72,70,73,62,35,66,56,70,64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70
493,192634,31,180,71,0,3,3,67.0,67.0,69.0,70.0,65.0,66.0,71,63,57,67,67,70,72,73,70,70,65,68,72,70,68,74,54,75,70,66,49,68,67,69,74,68,66,63,65,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69
494,193201,29,173,73,0,2,2,76.0,67.0,68.0,72.0,63.0,69.0,75,60,48,67,63,74,79,74,66,68,77,76,81,70,79,75,83,82,64,73,62,65,66,62,70,64,65,65,62,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,70
495,194846,31,177,73,0,3,3,79.0,44.0,66.0,68.0,65.0,72.0,70,38,58,65,33,67,69,54,65,65,80,78,80,68,74,60,72,78,70,45,69,66,60,67,25,70,65,66,65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70
496,197777,29,181,75,1,4,3,67.0,60.0,68.0,69.0,68.0,69.0,70,50,60,70,68,68,67,66,66,72,64,70,68,68,71,72,70,66,68,68,74,70,64,66,62,66,68,70,67,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
497,198190,30,183,70,0,3,3,63.0,54.0,64.0,68.0,68.0,73.0,70,55,66,68,25,68,47,56,67,68,60,65,71,66,67,60,73,69,72,54,82,67,60,55,44,72,70,68,67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69
498,198687,32,174,72,0,3,3,80.0,62.0,62.0,67.0,65.0,79.0,67,61,62,66,59,66,59,41,59,65,79,80,74,68,81,67,77,76,80,61,83,65,67,58,45,65,64,66,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70
499,199392,32,174,78,1,3,3,72.0,53.0,65.0,70.0,66.0,75.0,70,39,62,65,66,71,67,50,63,71,71,72,68,65,71,66,65,74,74,60,79,65,72,66,58,67,64,69,70,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70
500,200278,32,191,88,0,3,2,67.0,52.0,62.0,63.0,71.0,74.0,68,49,72,65,40,59,64,46,59,67,67,67,63,73,48,59,72,75,77,49,66,69,62,55,59,70,71,72,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70
501,200443,31,177,70,0,3,3,64.0,64.0,72.0,67.0,68.0,63.0,75,58,59,72,49,64,82,73,68,70,63,65,70,67,69,76,68,66,59,66,70,68,67,70,69,70,69,69,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70
502,202356,33,182,73,0,2,2,67.0,51.0,59.0,62.0,68.0,74.0,74,42,58,61,36,60,52,47,62,62,71,64,66,71,62,72,66,76,71,56,79,72,42,44,44,65,70,68,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70
503,203485,27,188,70,0,4,2,66.0,43.0,60.0,65.0,70.0,71.0,66,27,67,63,40,63,63,44,64,66,65,66,65,65,62,67,84,61,75,52,70,70,49,49,42,71,68,73,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
504,205054,29,185,78,0,3,3,68.0,65.0,65.0,66.0,67.0,74.0,67,63,67,64,45,65,68,74,61,64,69,68,74,68,74,73,72,79,76,71,65,65,52,64,59,61,67,70,65,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70
505,205556,26,187,86,0,2,2,62.0,32.0,53.0,60.0,69.0,76.0,58,25,64,65,37,56,48,26,61,64,63,62,59,63,64,44,78,65,85,30,69,68,46,31,44,64,70,70,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,68
506,205565,31,192,78,0,3,2,49.0,37.0,52.0,43.0,69.0,84.0,50,29,76,60,29,35,40,32,56,55,45,53,32,56,35,58,79,73,90,34,83,62,38,43,35,60,70,69,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,64
507,209378,34,177,76,0,2,2,52.0,53.0,70.0,64.0,71.0,68.0,73,39,66,71,55,60,77,75,70,67,60,45,62,66,71,74,75,62,71,59,68,73,55,60,66,69,73,71,68,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69
508,209818,27,181,74,1,3,3,79.0,36.0,61.0,69.0,67.0,66.0,67,36,65,68,35,71,30,31,61,67,82,77,69,65,69,30,59,64,66,31,70,67,58,56,56,62,65,70,69,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
509,211272,32,179,78,0,3,2,65.0,49.0,62.0,64.0,68.0,76.0,64,35,58,68,49,62,50,39,63,64,62,68,64,72,74,73,70,72,77,52,82,75,57,56,53,54,63,70,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70
