,sofifa_id,age,height_cm,weight_kg,preferred_foot,weak_foot,skill_moves,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,work_rate_High/High,work_rate_High/Low,work_rate_High/Medium,work_rate_Low/High,work_rate_Low/Low,work_rate_Low/Medium,work_rate_Medium/High,work_rate_Medium/Low,work_rate_Medium/Medium,body_type_Lean (170-),body_type_Lean (170-185),body_type_Lean (185+),body_type_Normal (170-),body_type_Normal (170-185),body_type_Normal (185+),body_type_Stocky (170-),body_type_Stocky (170-185),body_type_Stocky (185+),body_type_Unique,cb
901,243497,21,188,85,1,2,2,61.0,38.0,49.0,59.0,72.0,73.0,23,36,71,70,28,56,37,22,58,65,64,58,51,62,51,42,76,68,79,42,63,70,41,40,38,70,72,74,73,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73
902,243526,22,188,74,1,4,2,77.0,49.0,60.0,72.0,67.0,72.0,60,46,72,69,42,68,46,37,60,75,78,76,82,68,71,57,81,78,70,54,66,64,38,52,35,65,67,68,66,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
903,243530,21,183,81,1,3,2,73.0,26.0,49.0,55.0,71.0,74.0,57,21,63,64,22,48,23,23,42,60,75,72,65,69,63,41,64,75,76,22,71,73,32,32,34,52,70,72,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,73
904,243945,32,185,80,1,3,2,57.0,53.0,55.0,56.0,72.0,77.0,38,49,69,62,42,51,48,64,60,58,54,60,63,68,56,63,76,68,83,54,75,73,39,57,63,59,76,69,65,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,71
905,244238,22,190,85,1,3,2,65.0,61.0,63.0,60.0,71.0,77.0,50,64,77,72,55,58,47,47,67,65,62,67,53,69,51,71,76,70,84,53,68,70,53,66,49,58,68,72,70,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,74
906,244269,23,194,91,1,3,2,63.0,44.0,55.0,56.0,70.0,80.0,33,38,72,65,19,52,44,54,65,60,60,65,53,64,42,74,66,66,90,38,74,71,37,54,42,74,70,70,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73
907,244349,22,185,72,0,2,2,66.0,32.0,57.0,56.0,73.0,72.0,62,30,73,62,28,50,40,40,60,60,63,68,51,67,64,38,65,75,73,25,66,75,40,47,45,68,71,74,72,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73
908,244401,23,191,81,1,2,2,72.0,35.0,51.0,46.0,70.0,78.0,37,38,77,66,27,42,33,31,61,49,68,75,47,55,44,37,79,68,85,26,72,67,36,43,36,55,65,73,72,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73
909,244456,23,193,88,1,2,2,56.0,33.0,49.0,51.0,71.0,73.0,31,29,72,67,33,48,32,28,62,54,55,56,42,68,45,48,60,57,82,21,75,69,31,33,49,60,70,74,72,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73
910,244963,25,193,83,0,4,2,62.0,28.0,47.0,49.0,70.0,81.0,37,21,70,61,27,46,27,30,52,57,56,66,31,69,29,45,66,72,89,25,78,70,31,40,39,62,69,72,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73
911,245156,26,185,78,1,3,2,66.0,30.0,50.0,48.0,74.0,71.0,41,25,64,64,32,37,37,29,57,65,60,70,33,66,52,44,91,75,73,25,55,80,24,39,50,55,74,73,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73
912,246388,22,189,80,1,3,2,65.0,26.0,48.0,42.0,71.0,74.0,27,21,64,67,29,29,27,24,62,47,57,72,53,68,54,40,76,64,78,17,74,69,25,35,42,61,70,75,74,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73
913,246667,23,190,85,0,3,2,64.0,34.0,43.0,49.0,70.0,80.0,33,27,77,58,31,46,26,28,44,50,63,65,45,69,48,52,76,68,86,29,80,68,38,36,43,59,67,72,68,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73
914,247497,19,190,87,1,5,2,76.0,25.0,50.0,47.0,71.0,74.0,31,20,67,66,24,33,22,22,64,60,73,79,55,59,60,38,76,61,85,20,64,73,29,46,33,57,68,75,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,73
915,248003,28,187,82,1,3,2,68.0,23.0,44.0,52.0,71.0,76.0,26,17,68,66,29,43,20,20,50,59,67,68,54,67,56,31,73,73,80,22,72,72,32,33,37,62,69,73,71,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73
916,248295,33,192,87,1,4,2,63.0,36.0,48.0,46.0,70.0,83.0,35,27,74,62,30,40,38,20,56,51,60,66,43,58,39,59,87,74,91,31,71,66,39,42,39,63,70,70,69,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,71
917,248484,20,193,81,1,3,2,65.0,26.0,53.0,57.0,71.0,75.0,50,24,69,65,22,56,25,25,63,61,62,68,41,65,50,36,72,73,78,19,71,71,24,39,35,63,70,73,70,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73
918,248550,21,183,83,1,2,2,68.0,38.0,53.0,57.0,72.0,74.0,44,38,72,66,46,50,28,22,66,60,67,69,65,66,71,46,82,65,76,25,76,72,28,43,67,65,71,73,68,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,73
919,250954,21,188,87,1,4,2,72.0,27.0,57.0,55.0,71.0,73.0,49,23,76,70,26,47,35,24,63,60,73,72,67,62,60,36,90,71,75,22,65,69,38,51,37,61,65,75,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73
920,251901,26,193,86,1,2,2,56.0,45.0,55.0,63.0,70.0,78.0,31,42,74,67,32,64,33,28,66,73,58,55,35,70,37,55,56,73,85,50,74,68,33,62,40,68,68,72,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73
921,251994,25,175,71,1,3,3,68.0,55.0,62.0,67.0,71.0,65.0,54,49,62,66,45,64,61,64,62,69,71,66,66,72,72,68,89,81,51,57,75,70,58,64,61,71,71,74,72,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
922,252018,21,191,83,1,3,2,81.0,47.0,64.0,66.0,69.0,82.0,65,41,70,67,25,62,58,34,68,67,80,82,73,66,72,68,74,82,84,47,77,68,59,62,36,68,67,71,66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73
923,252144,19,184,76,1,3,2,58.0,31.0,47.0,57.0,72.0,66.0,32,28,68,66,30,51,30,35,50,65,49,65,40,71,56,44,80,38,75,23,75,71,28,35,43,76,72,73,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,73
924,252235,22,186,76,1,3,2,62.0,34.0,59.0,58.0,73.0,74.0,50,30,61,68,36,58,34,20,64,59,60,63,48,70,57,49,73,75,76,27,67,74,26,62,47,52,75,74,72,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73
925,252961,19,187,83,1,3,2,69.0,37.0,55.0,62.0,71.0,74.0,37,32,72,69,37,62,41,31,66,65,70,68,55,65,56,57,77,69,77,25,70,69,36,50,42,65,70,73,68,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73
926,253073,24,193,75,1,3,2,71.0,49.0,63.0,61.0,70.0,75.0,58,52,78,71,52,54,45,39,70,68,70,72,64,68,68,47,77,75,80,47,63,70,46,60,45,65,71,69,65,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73
927,253378,22,185,77,0,2,2,67.0,34.0,49.0,50.0,71.0,74.0,35,22,69,64,25,36,32,27,59,61,65,69,59,71,58,66,80,73,73,28,76,71,29,38,44,61,73,71,68,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73
928,53914,38,180,87,1,3,2,32.0,44.0,55.0,52.0,72.0,62.0,48,30,73,66,44,44,55,31,68,62,32,32,31,70,61,64,66,30,74,52,73,71,44,39,55,74,73,72,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70
929,157703,35,189,85,1,4,2,36.0,47.0,60.0,55.0,72.0,64.0,47,40,66,65,55,50,69,72,60,61,34,38,52,68,56,65,80,39,74,40,68,74,40,57,63,65,73,74,65,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
930,159034,35,188,91,1,3,2,52.0,39.0,59.0,54.0,69.0,78.0,49,36,71,67,59,47,49,53,63,62,46,57,45,64,48,51,73,65,86,28,74,69,28,56,46,75,72,67,65,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,70
931,163761,36,188,76,1,3,2,45.0,36.0,45.0,53.0,72.0,63.0,25,32,73,60,33,42,26,25,58,63,46,44,54,66,50,49,75,35,75,34,65,75,42,40,33,70,74,70,69,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70
932,167601,34,184,77,1,3,2,68.0,59.0,62.0,60.0,70.0,73.0,64,60,65,65,32,56,52,46,70,63,68,68,63,63,67,66,72,74,72,60,74,71,58,53,55,64,70,72,70,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
933,172425,36,190,86,1,3,2,35.0,28.0,41.0,52.0,71.0,72.0,27,27,71,52,16,57,34,16,51,50,35,35,32,62,32,51,60,31,91,15,79,73,24,38,19,64,69,72,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70
934,173703,32,185,78,1,4,2,60.0,52.0,63.0,64.0,68.0,79.0,60,49,67,68,39,66,42,36,67,62,59,61,57,70,55,68,75,76,81,49,77,69,57,68,38,73,70,68,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70
935,177684,32,188,80,1,3,2,52.0,59.0,62.0,56.0,69.0,79.0,53,48,73,66,49,52,55,64,69,60,54,51,57,64,45,81,86,71,88,64,66,68,59,58,50,65,69,70,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70
936,177790,33,189,86,1,3,2,57.0,48.0,56.0,61.0,68.0,79.0,61,43,67,62,52,60,47,34,62,61,62,52,56,65,61,69,80,72,82,39,81,71,58,42,34,66,65,70,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70
937,178310,34,180,73,1,3,2,76.0,32.0,49.0,55.0,73.0,71.0,56,28,66,56,37,40,48,12,40,65,73,79,74,72,62,57,65,84,67,14,67,73,28,47,38,61,76,74,71,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70
938,178418,37,188,82,0,3,2,49.0,49.0,58.0,59.0,73.0,67.0,68,41,76,62,31,59,69,47,62,60,49,49,55,66,46,65,67,59,72,57,65,70,50,38,48,71,74,72,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
939,179528,34,182,76,1,3,2,48.0,59.0,66.0,63.0,66.0,77.0,61,49,58,68,57,58,58,65,67,70,56,41,59,71,60,80,67,70,84,59,73,75,57,70,66,72,68,64,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70
940,179696,32,180,79,0,2,3,61.0,60.0,65.0,69.0,67.0,74.0,68,47,65,70,61,70,59,63,68,70,59,63,65,72,68,75,70,75,73,70,75,67,64,55,64,68,65,68,68,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70
941,182713,35,189,84,0,3,2,34.0,27.0,51.0,42.0,72.0,70.0,44,25,77,60,33,29,43,43,45,55,34,34,38,64,44,29,71,50,78,26,74,66,20,49,51,63,72,76,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70
942,183422,33,180,77,1,3,3,57.0,68.0,67.0,70.0,69.0,72.0,63,63,60,68,72,68,66,61,68,72,61,54,70,71,69,78,72,85,66,72,71,68,64,71,63,74,71,70,68,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70
943,185349,33,178,72,1,3,3,73.0,51.0,64.0,72.0,67.0,67.0,65,45,61,69,49,72,59,59,64,70,74,73,78,69,73,62,85,63,66,54,71,71,62,59,49,77,65,68,65,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
944,186402,37,184,82,1,2,2,60.0,42.0,50.0,51.0,70.0,72.0,40,40,68,63,31,34,49,51,51,70,57,63,57,61,53,56,79,70,73,36,71,67,17,35,58,61,68,74,70,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70
945,186672,35,191,84,1,3,3,46.0,55.0,63.0,64.0,68.0,74.0,62,49,72,66,54,63,67,60,58,67,40,51,62,68,44,64,78,66,76,56,78,67,60,61,63,72,68,68,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70
946,186695,30,185,81,1,3,2,52.0,31.0,49.0,52.0,70.0,73.0,33,21,76,68,24,48,34,32,50,54,48,55,48,68,52,57,76,60,79,31,74,68,29,41,30,68,70,70,69,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,70
947,186977,35,185,80,1,2,2,54.0,35.0,51.0,46.0,68.0,75.0,43,35,76,65,27,29,45,38,46,62,53,55,57,64,46,35,68,61,81,36,78,71,21,43,49,57,62,71,66,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
948,188844,34,184,73,1,3,2,53.0,33.0,57.0,54.0,71.0,72.0,53,21,70,68,32,43,63,40,68,62,52,54,59,69,64,57,57,69,77,36,69,68,46,36,30,67,73,71,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
949,189403,30,189,82,0,2,2,48.0,34.0,43.0,44.0,70.0,75.0,44,30,72,53,30,36,41,20,51,48,46,49,46,70,48,59,72,60,80,19,84,70,23,27,35,55,70,70,72,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70
950,192476,31,185,86,0,3,2,30.0,48.0,66.0,60.0,71.0,72.0,60,45,69,73,46,58,58,52,70,67,30,30,54,70,38,58,42,58,81,47,74,72,43,60,52,67,70,72,71,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70
951,193267,35,178,77,1,3,2,60.0,26.0,52.0,62.0,72.0,66.0,60,20,65,63,14,61,28,25,50,60,62,58,59,72,66,32,82,59,66,32,70,70,49,41,28,69,72,76,72,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70
952,193278,30,185,78,0,2,3,81.0,39.0,62.0,63.0,68.0,76.0,62,36,69,70,30,61,42,22,66,66,75,85,62,66,54,56,72,72,80,32,74,68,40,59,33,65,68,68,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70
953,193631,32,183,75,1,3,2,56.0,55.0,62.0,67.0,70.0,70.0,52,54,65,71,35,65,40,53,60,67,59,54,66,71,65,57,72,68,69,55,76,67,59,64,63,77,69,74,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70
954,194077,32,184,76,1,2,2,60.0,54.0,60.0,64.0,71.0,77.0,68,40,70,65,38,68,54,42,67,62,54,64,62,65,55,75,71,78,79,69,70,69,64,44,48,56,70,73,71,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
955,194334,30,190,84,1,3,2,57.0,41.0,50.0,61.0,70.0,73.0,33,43,73,58,29,61,41,32,50,64,55,59,56,65,54,47,72,66,75,32,79,71,49,59,37,64,68,71,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70
956,194753,31,186,75,1,3,3,53.0,58.0,71.0,71.0,70.0,71.0,67,40,72,73,64,72,72,72,72,75,47,58,60,69,63,79,69,74,71,75,66,71,56,69,73,73,67,71,68,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
957,194841,34,180,80,1,3,2,59.0,48.0,65.0,58.0,68.0,68.0,66,45,46,72,43,53,48,54,73,64,58,59,57,74,55,54,65,58,82,49,44,74,53,54,44,56,60,78,70,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69
958,195037,30,191,90,1,2,2,32.0,23.0,42.0,39.0,70.0,83.0,24,20,75,56,18,31,25,16,53,46,31,32,35,63,37,32,75,72,90,18,79,72,35,39,27,51,70,68,69,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70
959,198198,29,184,83,1,3,2,62.0,48.0,53.0,56.0,69.0,76.0,31,34,68,66,28,50,40,36,52,60,58,65,59,65,60,75,77,68,77,65,81,68,30,59,28,69,69,70,68,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70
960,198614,33,186,84,1,3,2,34.0,45.0,54.0,46.0,70.0,63.0,46,36,68,67,44,25,34,61,51,68,34,34,51,60,63,72,81,29,75,41,73,70,39,46,46,68,71,71,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70
961,198868,29,187,78,1,3,2,46.0,34.0,53.0,47.0,69.0,74.0,47,28,73,66,14,36,30,40,65,53,47,46,57,62,50,52,74,55,84,35,73,67,19,34,49,65,67,71,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
962,199347,30,188,85,0,3,2,40.0,39.0,48.0,43.0,71.0,75.0,44,37,73,55,24,36,31,30,62,41,42,39,59,64,52,60,77,56,79,33,88,68,28,36,28,61,72,72,69,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
963,199487,32,188,79,1,3,2,34.0,40.0,60.0,57.0,69.0,78.0,39,29,69,70,41,54,59,75,73,64,33,35,44,61,55,68,60,74,81,36,82,72,47,50,44,65,65,72,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
964,199537,33,180,74,1,3,3,68.0,58.0,64.0,61.0,70.0,78.0,69,51,70,68,30,55,51,77,61,62,70,67,75,70,72,69,86,88,74,64,71,66,62,52,74,69,68,73,72,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70
965,199738,30,182,79,1,3,2,54.0,35.0,63.0,63.0,68.0,78.0,58,28,63,70,17,60,50,31,65,66,57,52,71,66,54,53,76,73,82,37,73,69,33,65,34,68,66,71,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70
966,200065,27,196,86,0,3,2,40.0,37.0,54.0,51.0,70.0,78.0,43,29,75,63,29,49,37,39,68,59,34,44,33,66,31,68,62,63,91,24,68,70,37,47,41,54,67,71,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,72
967,200278,32,191,88,0,3,2,67.0,52.0,62.0,63.0,71.0,74.0,68,49,72,65,40,59,64,46,59,67,67,67,63,73,48,59,72,75,77,49,66,69,62,55,59,70,71,72,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70
968,201208,28,188,88,1,2,3,66.0,44.0,50.0,52.0,68.0,84.0,43,36,70,60,45,46,37,40,50,55,68,65,57,62,58,65,90,69,92,47,80,69,32,47,30,59,68,66,65,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,71
969,201528,31,186,74,0,3,2,69.0,45.0,62.0,58.0,71.0,78.0,45,39,68,70,47,52,56,58,69,62,67,71,60,67,52,50,72,85,77,48,72,71,57,62,60,72,74,69,67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70
970,202451,31,188,86,1,3,2,65.0,38.0,54.0,54.0,70.0,75.0,38,25,73,65,40,47,37,41,57,55,66,65,67,69,59,54,69,68,80,45,73,70,49,56,50,63,70,70,70,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70
971,203485,27,188,70,0,4,2,66.0,43.0,60.0,65.0,70.0,71.0,66,27,67,63,40,63,63,44,64,66,65,66,65,65,62,67,84,61,75,52,70,70,49,49,42,71,68,73,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72
972,203749,29,196,90,0,3,2,55.0,31.0,47.0,51.0,69.0,76.0,36,28,71,62,26,44,20,22,53,56,55,55,61,66,34,40,70,69,81,29,75,69,41,40,19,62,70,69,68,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70
973,203929,32,193,85,0,3,2,40.0,48.0,58.0,52.0,69.0,78.0,44,36,75,67,46,48,52,56,65,61,37,43,42,65,38,68,61,63,90,53,71,69,35,54,63,64,68,69,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70
974,204163,28,180,80,1,3,2,66.0,42.0,52.0,57.0,66.0,86.0,33,34,69,60,32,56,39,29,64,58,58,73,60,59,54,67,90,79,91,38,80,69,52,59,33,60,62,68,66,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,71
975,204447,33,185,80,1,4,2,50.0,33.0,47.0,51.0,71.0,71.0,35,33,73,54,27,42,50,47,50,55,62,40,55,72,54,35,91,59,74,26,75,72,44,43,47,69,72,71,68,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70
976,205054,29,185,78,0,3,3,68.0,65.0,65.0,66.0,67.0,74.0,67,63,67,64,45,65,68,74,61,64,69,68,74,68,74,73,72,79,76,71,65,65,52,64,59,61,67,70,65,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70
