,sofifa_id,age,height_cm,weight_kg,preferred_foot,weak_foot,skill_moves,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,work_rate_High/High,work_rate_High/Low,work_rate_High/Medium,work_rate_Low/High,work_rate_Low/Medium,work_rate_Medium/High,work_rate_Medium/Low,work_rate_Medium/Medium,body_type_Lean (170-),body_type_Lean (170-185),body_type_Lean (185+),body_type_Normal (170-),body_type_Normal (170-185),body_type_Normal (185+),body_type_Stocky (170-),body_type_Stocky (170-185),body_type_Stocky (185+),lwb
77,220414,28,183,76,0,2,3,72.0,57.0,69.0,69.0,71.0,74.0,72,45,65,69,53,69,74,69,60,71,71,73,66,71,69,76,73,76,75,68,70,73,64,70,43,65,70,72,70,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73
78,224423,25,173,70,0,2,3,79.0,62.0,66.0,72.0,65.0,70.0,78,56,58,67,56,72,80,76,59,68,79,79,80,69,84,78,71,84,60,69,75,63,59,53,39,70,64,66,72,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73
79,229348,23,183,70,0,3,3,87.0,42.0,57.0,72.0,68.0,70.0,66,40,55,61,45,74,39,39,55,70,86,88,77,69,69,43,70,76,67,41,72,72,61,53,45,58,65,72,69,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73
80,231292,23,178,70,0,3,3,77.0,53.0,64.0,74.0,70.0,69.0,67,53,56,71,51,75,61,40,64,72,76,77,73,68,76,60,68,79,66,44,65,69,70,57,38,75,70,74,69,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74
81,232805,26,186,76,0,3,3,71.0,49.0,61.0,68.0,72.0,73.0,67,30,67,67,53,67,47,32,56,70,68,74,63,73,68,72,81,74,73,68,72,71,62,58,43,69,74,73,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,73
82,234100,24,171,70,0,2,3,81.0,49.0,65.0,69.0,68.0,75.0,66,36,48,69,46,70,52,35,67,67,80,81,72,66,77,64,76,85,68,57,79,72,70,64,47,64,67,73,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,74
83,238988,25,180,65,0,4,2,86.0,60.0,64.0,69.0,65.0,70.0,70,54,63,67,47,67,59,49,59,69,86,86,73,70,76,70,83,93,57,63,71,67,59,59,74,65,63,66,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,74
84,239704,24,182,78,0,3,2,75.0,43.0,62.0,68.0,70.0,77.0,70,34,65,72,41,69,59,60,65,67,73,76,69,63,65,74,85,81,76,32,74,65,54,33,30,68,71,73,73,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73
85,242287,22,177,75,0,3,3,88.0,58.0,67.0,76.0,63.0,77.0,74,55,57,69,49,76,67,45,59,73,87,88,83,65,82,69,75,88,71,54,79,64,71,66,48,75,58,67,66,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,74
86,242641,20,179,70,0,3,2,75.0,42.0,63.0,73.0,70.0,51.0,73,40,62,69,36,75,64,42,56,74,75,75,73,67,76,43,57,65,38,41,65,69,58,55,40,58,68,74,72,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73
87,251847,26,178,71,0,3,2,85.0,64.0,67.0,71.0,66.0,68.0,70,61,55,70,57,70,65,43,65,69,84,86,82,68,77,73,68,87,62,66,58,65,70,66,45,63,67,69,66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74
88,184035,31,174,74,0,3,3,78.0,54.0,62.0,68.0,69.0,73.0,71,50,60,63,25,67,62,46,59,67,80,77,75,68,68,71,72,76,75,58,64,69,56,58,34,67,71,71,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,72
89,186115,31,179,70,0,2,3,74.0,57.0,68.0,72.0,69.0,69.0,70,51,65,72,47,71,66,52,65,72,73,74,76,72,74,67,71,69,67,59,72,71,68,65,63,72,70,69,69,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72
90,189043,32,178,70,1,3,3,70.0,59.0,69.0,69.0,68.0,67.0,74,54,64,67,56,69,77,77,64,66,72,69,74,72,74,63,76,73,62,60,71,67,66,65,88,67,73,65,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72
91,192102,31,173,63,0,3,3,76.0,59.0,69.0,72.0,66.0,65.0,72,58,50,73,56,71,65,51,65,71,80,73,77,70,81,67,78,76,56,57,70,68,64,67,50,74,67,70,65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72
92,192156,31,177,69,0,2,3,73.0,57.0,65.0,69.0,72.0,69.0,66,49,63,65,59,67,66,70,62,70,73,73,73,70,74,62,79,69,67,72,72,74,62,65,37,73,72,73,71,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,72
93,193185,30,189,75,0,3,3,73.0,63.0,64.0,70.0,66.0,70.0,73,58,57,65,58,71,40,63,64,70,69,76,73,69,65,69,71,75,69,67,66,69,66,58,64,64,64,68,67,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72
94,196952,28,183,80,0,2,2,68.0,43.0,67.0,65.0,69.0,75.0,75,30,65,66,44,61,58,63,65,70,68,68,62,70,64,65,66,81,72,51,78,70,63,63,27,66,71,70,65,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,72
95,197688,30,179,75,0,2,3,67.0,59.0,71.0,70.0,69.0,67.0,75,54,58,75,59,69,73,58,72,70,68,67,74,72,72,70,72,70,63,59,70,68,69,60,57,68,67,73,72,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,72
96,199890,27,174,73,1,3,3,83.0,62.0,66.0,70.0,63.0,70.0,73,64,57,66,61,68,68,58,60,72,82,84,77,63,80,59,73,90,63,61,64,61,72,67,54,65,64,65,66,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,72
97,202151,27,178,72,0,3,3,73.0,63.0,66.0,70.0,70.0,69.0,72,48,50,71,68,69,76,80,72,70,73,73,73,67,73,85,70,67,64,81,85,65,41,41,46,68,73,74,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,72
98,203751,28,183,73,0,3,3,71.0,46.0,65.0,68.0,69.0,68.0,72,44,57,67,41,68,69,61,57,68,68,73,69,69,73,47,70,76,69,47,56,67,60,62,52,62,70,74,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72
99,210985,26,176,75,0,3,3,71.0,65.0,71.0,72.0,66.0,60.0,70,61,48,71,68,70,71,70,68,72,73,69,80,67,83,73,33,85,56,69,47,66,66,72,42,67,67,69,67,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,72
100,211385,27,168,67,0,3,3,75.0,61.0,70.0,72.0,69.0,65.0,72,53,70,70,54,73,72,71,63,71,74,75,72,66,80,79,78,72,55,67,80,67,60,72,40,64,68,70,70,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72
101,212035,28,173,71,1,4,4,91.0,70.0,63.0,74.0,37.0,63.0,71,69,64,62,66,72,67,73,61,74,91,91,91,66,80,77,84,79,56,69,54,39,68,53,62,68,38,27,29,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,60
102,212100,24,175,74,0,3,3,79.0,46.0,63.0,72.0,69.0,66.0,64,41,66,67,41,74,42,38,66,73,78,80,70,69,69,62,71,69,66,36,63,68,66,62,50,63,64,74,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72
103,215144,30,182,81,0,2,3,73.0,58.0,62.0,67.0,70.0,75.0,64,55,67,68,30,66,33,42,65,67,71,75,67,70,65,72,76,79,70,63,81,68,63,60,41,65,69,72,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,72
104,224013,24,175,66,1,3,3,71.0,69.0,67.0,74.0,54.0,68.0,72,70,51,68,58,76,59,56,59,72,74,69,78,69,84,71,62,65,68,69,75,52,71,72,53,62,52,58,50,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65
105,224885,31,180,79,0,3,3,82.0,44.0,68.0,70.0,65.0,78.0,71,30,52,68,47,68,70,58,66,70,81,82,79,67,75,64,80,91,78,48,60,66,58,68,55,65,65,67,66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,72
106,226012,25,173,72,0,3,3,67.0,60.0,68.0,70.0,68.0,68.0,71,58,57,67,36,71,65,65,64,70,66,67,73,71,73,63,76,81,62,63,66,72,64,70,66,59,67,70,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,72
107,226697,25,180,75,0,3,3,85.0,61.0,66.0,73.0,54.0,66.0,70,60,58,70,49,76,66,43,60,68,85,85,82,70,76,70,59,75,60,60,70,59,65,67,51,62,52,52,53,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68
108,226797,33,170,70,0,4,3,75.0,65.0,73.0,75.0,59.0,71.0,70,61,47,74,49,75,81,82,70,74,76,74,78,69,79,78,81,71,76,65,56,58,60,71,70,71,65,60,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69
109,231874,24,186,77,0,3,3,78.0,35.0,59.0,67.0,68.0,68.0,71,29,59,69,36,67,53,35,48,68,77,78,66,69,62,45,70,67,68,32,68,68,46,44,49,60,64,73,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,72
110,232655,27,187,79,0,3,3,83.0,68.0,68.0,70.0,62.0,72.0,72,65,47,67,58,72,71,70,62,70,75,89,72,64,59,75,72,82,73,72,59,66,67,70,58,71,58,67,65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,72
111,241823,23,173,67,0,2,3,76.0,37.0,65.0,68.0,69.0,66.0,67,34,65,68,35,67,65,60,65,67,74,78,74,67,80,40,75,79,60,36,63,70,58,59,42,67,69,70,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,72
112,242429,20,184,81,0,4,3,82.0,62.0,65.0,69.0,66.0,77.0,62,61,56,67,51,70,65,62,64,68,80,83,65,65,76,67,77,85,77,62,69,72,71,65,61,72,65,67,65,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,72
113,189390,32,185,85,0,2,2,64.0,59.0,70.0,64.0,68.0,75.0,75,50,63,70,47,61,61,70,68,67,55,71,61,69,64,75,71,75,76,64,74,70,64,67,66,72,66,71,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,71
114,194669,28,180,74,0,3,3,69.0,68.0,72.0,72.0,61.0,69.0,73,66,58,73,68,71,72,69,71,74,71,68,74,68,70,72,65,75,63,72,75,65,67,73,59,71,63,58,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
115,200532,31,168,63,0,2,3,73.0,59.0,67.0,74.0,64.0,61.0,78,55,28,67,54,74,54,52,68,70,79,68,82,69,91,71,75,85,44,58,68,71,63,62,53,73,65,68,68,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
116,201041,30,182,78,0,2,2,73.0,40.0,62.0,69.0,71.0,74.0,64,28,65,66,35,72,52,34,63,67,72,73,71,63,63,53,81,72,77,44,68,68,70,63,49,59,71,73,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,71
117,201509,31,178,68,0,2,3,74.0,61.0,66.0,72.0,65.0,69.0,72,55,56,70,75,69,72,50,69,73,73,74,77,75,69,69,70,71,65,64,76,69,64,55,55,74,67,63,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
118,202501,27,175,67,0,2,2,69.0,45.0,62.0,63.0,67.0,74.0,73,35,69,68,43,61,59,58,55,61,69,69,72,67,76,61,75,85,70,46,72,69,55,48,55,67,62,70,65,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,71
119,204215,28,185,73,0,4,3,75.0,69.0,68.0,72.0,63.0,70.0,71,64,57,69,69,71,66,42,67,73,73,77,73,71,71,76,77,84,75,75,39,57,66,71,55,70,67,64,62,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,71
120,206086,25,183,71,0,2,3,76.0,52.0,62.0,65.0,65.0,71.0,71,51,61,65,38,64,62,58,58,64,75,76,72,69,70,58,76,85,68,51,58,67,54,54,53,58,64,65,66,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
121,208470,30,172,74,0,2,3,64.0,47.0,61.0,69.0,69.0,71.0,68,38,63,64,34,66,64,59,64,69,75,55,77,67,82,64,78,80,66,50,71,64,47,47,55,68,68,74,72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,71
122,212282,27,180,75,0,2,2,62.0,61.0,67.0,66.0,65.0,74.0,71,64,60,70,65,69,71,56,64,63,57,66,67,67,66,65,72,87,71,49,68,72,69,62,49,51,61,66,67,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
123,214772,30,172,76,0,2,3,77.0,59.0,72.0,63.0,66.0,71.0,74,47,57,70,57,59,82,72,69,67,78,76,74,56,68,80,58,88,68,67,59,66,57,72,57,52,67,67,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,71
124,220493,26,183,70,0,2,2,72.0,34.0,62.0,72.0,68.0,64.0,75,21,65,65,33,72,70,21,57,72,71,73,74,67,76,53,66,63,65,42,61,69,58,58,22,66,65,72,69,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
125,220837,27,173,75,0,3,2,86.0,56.0,63.0,71.0,65.0,70.0,70,57,63,68,43,72,40,32,60,68,83,88,77,62,80,57,82,76,66,56,67,64,60,63,57,58,66,65,67,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,71
126,222969,35,185,80,1,3,3,48.0,44.0,67.0,69.0,69.0,72.0,72,40,52,69,28,69,69,48,63,71,44,51,71,68,64,50,37,83,73,50,62,73,56,65,42,63,68,73,72,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,71
127,232230,26,175,70,0,2,3,78.0,49.0,65.0,69.0,67.0,70.0,65,38,59,67,32,70,60,54,63,69,78,78,74,64,74,70,77,76,66,52,71,66,64,67,59,59,66,72,68,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,71
128,232755,23,170,64,0,3,3,85.0,40.0,60.0,73.0,67.0,60.0,66,35,53,67,34,72,58,52,49,71,90,81,85,64,84,50,71,66,55,38,62,67,58,54,43,65,66,71,68,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
129,233812,23,180,79,0,4,2,79.0,44.0,59.0,67.0,68.0,71.0,64,32,58,63,37,68,48,35,60,65,76,81,75,64,74,59,67,75,67,52,75,66,64,54,38,58,68,71,72,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,71
130,234087,21,170,60,0,4,3,69.0,61.0,64.0,73.0,66.0,64.0,62,62,45,67,60,70,54,51,64,71,70,69,85,70,91,61,64,83,55,62,64,71,61,67,50,65,64,73,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
131,237211,24,180,77,0,3,3,76.0,51.0,67.0,72.0,67.0,66.0,68,46,63,70,53,70,67,50,65,72,76,76,79,68,78,66,75,70,64,46,65,69,70,68,41,73,68,66,67,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,71
132,247124,22,178,64,0,2,3,75.0,56.0,64.0,71.0,65.0,65.0,71,53,62,68,56,71,66,49,61,71,77,74,71,68,77,65,73,71,57,53,77,64,66,54,46,63,60,70,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
133,252293,21,184,75,0,3,3,86.0,58.0,58.0,73.0,61.0,69.0,65,64,54,65,41,75,44,30,49,72,88,85,74,68,68,65,54,81,67,44,65,64,64,56,39,62,60,60,63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
134,254470,20,177,68,0,2,2,77.0,42.0,63.0,67.0,67.0,67.0,68,39,61,66,47,67,51,49,66,68,78,76,68,68,67,44,72,77,59,39,72,68,69,58,39,58,69,67,64,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
135,257713,22,187,70,0,3,2,70.0,55.0,68.0,68.0,66.0,68.0,74,50,59,73,59,69,63,43,67,73,70,70,61,63,57,59,53,67,73,63,59,60,58,61,43,60,64,73,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71
136,143025,39,169,67,0,2,3,70.0,47.0,72.0,70.0,65.0,65.0,72,39,57,73,45,65,85,59,71,73,78,63,79,68,83,55,79,75,57,51,67,65,62,71,57,58,69,62,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70
137,179696,32,180,79,0,2,3,61.0,60.0,65.0,69.0,67.0,74.0,68,47,65,70,61,70,59,63,68,70,59,63,65,72,68,75,70,75,73,70,75,67,64,55,64,68,65,68,68,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70
138,186651,33,177,65,0,3,3,79.0,67.0,69.0,73.0,63.0,63.0,70,60,65,70,64,72,77,70,61,73,80,79,78,70,80,78,77,72,57,74,65,60,64,71,68,69,61,68,61,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
139,190589,30,180,73,1,3,3,68.0,65.0,68.0,70.0,65.0,72.0,70,62,64,70,59,69,64,65,65,71,69,67,75,67,71,70,72,84,67,69,71,64,64,67,66,72,65,65,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
140,193414,30,175,71,0,3,3,73.0,63.0,70.0,70.0,62.0,67.0,69,56,59,70,46,70,77,71,67,69,73,73,74,67,74,73,72,71,64,70,70,66,66,69,71,68,53,68,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70
141,198190,30,183,70,0,3,3,63.0,54.0,64.0,68.0,68.0,73.0,70,55,66,68,25,68,47,56,67,68,60,65,71,66,67,60,73,69,72,54,82,67,60,55,44,72,70,68,67,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70
142,211272,32,179,78,0,3,2,65.0,49.0,62.0,64.0,68.0,76.0,64,35,58,68,49,62,50,39,63,64,62,68,64,72,74,73,70,72,77,52,82,75,57,56,53,54,63,70,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70
143,214660,27,169,68,0,2,3,75.0,57.0,66.0,69.0,67.0,67.0,68,46,51,64,56,69,73,69,61,66,74,75,79,66,70,75,67,70,64,62,73,68,68,69,54,69,66,71,72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70
144,223633,26,184,76,0,3,3,79.0,47.0,66.0,68.0,64.0,67.0,72,36,56,66,41,66,76,73,65,70,77,81,75,67,65,68,61,74,66,54,64,62,51,58,44,65,64,68,67,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
145,223905,25,180,77,1,4,3,75.0,48.0,60.0,64.0,65.0,72.0,62,43,59,64,47,63,49,43,60,65,77,74,64,67,61,51,72,83,68,54,67,64,57,59,45,60,66,68,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
146,225775,23,185,78,0,3,2,75.0,35.0,54.0,65.0,67.0,71.0,64,33,56,60,26,66,46,26,49,64,76,74,64,66,67,39,64,81,71,31,61,66,51,44,36,53,68,70,68,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,70
147,226508,23,175,68,0,3,2,74.0,47.0,66.0,67.0,66.0,72.0,70,43,51,67,37,63,62,61,64,69,75,73,79,58,80,55,86,84,64,45,73,62,51,64,59,65,68,70,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,71
148,229236,25,178,68,0,3,2,69.0,42.0,62.0,69.0,69.0,69.0,66,42,71,68,35,68,47,50,61,70,70,69,71,66,74,44,67,65,68,36,78,67,54,53,45,65,68,71,71,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70
149,230343,21,179,74,0,3,2,74.0,51.0,66.0,61.0,64.0,71.0,66,51,61,71,53,55,54,55,67,61,75,74,71,72,73,52,56,81,67,45,71,63,55,61,61,62,64,66,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
150,237512,23,180,76,0,3,3,81.0,65.0,66.0,72.0,62.0,69.0,69,63,57,69,55,72,59,46,57,71,81,81,77,70,72,73,59,69,71,61,67,61,71,69,64,70,59,67,63,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70
151,246155,20,183,73,0,3,3,80.0,56.0,63.0,67.0,65.0,68.0,67,52,62,65,51,69,65,63,62,67,80,80,65,65,59,61,74,70,67,62,67,66,59,57,45,60,63,68,64,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
152,252146,24,174,70,0,2,2,74.0,52.0,60.0,65.0,67.0,62.0,65,61,69,71,32,63,42,35,54,66,75,73,66,63,76,52,62,65,61,39,62,61,50,51,50,57,61,74,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
153,153066,40,174,72,0,4,3,64.0,61.0,65.0,72.0,68.0,66.0,80,52,53,52,57,76,73,68,71,69,59,68,69,66,73,71,72,64,66,68,69,71,56,64,84,72,69,71,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,69
154,163619,33,173,73,0,4,3,82.0,60.0,64.0,70.0,64.0,71.0,67,56,63,66,50,69,67,67,56,68,81,82,82,55,83,73,84,81,61,62,80,60,56,62,48,70,65,65,64,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,69
155,173450,33,179,73,0,2,3,76.0,44.0,61.0,63.0,65.0,75.0,63,40,64,62,25,63,58,24,64,64,74,77,63,64,62,55,77,83,78,42,55,65,56,63,45,58,65,67,64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,69
