,sofifa_id,age,height_cm,weight_kg,preferred_foot,weak_foot,skill_moves,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,work_rate_High/High,work_rate_High/Low,work_rate_High/Medium,work_rate_Low/High,work_rate_Low/Medium,work_rate_Medium/High,work_rate_Medium/Low,work_rate_Medium/Medium,body_type_Lean (170-),body_type_Lean (170-185),body_type_Lean (185+),body_type_Normal (170-),body_type_Normal (170-185),body_type_Normal (185+),body_type_Stocky (170-),body_type_Stocky (170-185),body_type_Stocky (185+),body_type_Unique,rwb
75,202316,31,186,84,1,3,2,64.0,71.0,72.0,70.0,72.0,78.0,78,70,80,75,66,73,70,43,74,74,64,64,53,72,52,78,90,66,82,70,80,68,73,67,51,72,71,74,73,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,73
76,208052,29,180,75,1,3,3,80.0,53.0,62.0,71.0,68.0,75.0,63,52,59,65,41,71,62,42,55,71,79,81,77,68,67,57,82,80,69,51,80,67,65,64,49,68,67,72,73,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,73
77,216464,26,173,71,1,4,3,75.0,71.0,68.0,71.0,70.0,82.0,65,70,74,73,72,69,53,48,69,71,73,76,76,74,76,68,90,92,75,73,84,70,73,71,72,71,70,70,68,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,75
78,220172,25,181,83,1,3,3,91.0,52.0,60.0,71.0,68.0,77.0,67,41,62,65,45,73,62,39,59,64,91,91,81,71,70,69,70,73,84,58,65,70,68,51,53,67,64,73,71,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,73
79,228415,26,173,70,1,3,3,76.0,57.0,66.0,74.0,68.0,77.0,69,57,61,70,45,75,50,35,67,71,77,76,80,71,77,59,61,79,75,57,83,71,73,65,41,73,67,71,67,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,73
80,228738,25,171,66,1,3,3,92.0,68.0,62.0,77.0,36.0,49.0,65,67,58,65,52,74,72,38,50,74,91,92,93,73,91,73,70,73,37,67,46,41,70,64,66,71,46,22,20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60
81,229667,31,175,68,1,3,4,85.0,69.0,66.0,74.0,52.0,55.0,68,75,50,71,59,77,66,55,62,72,85,85,79,65,77,70,75,70,46,56,53,56,70,59,64,62,51,53,50,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67
82,230366,25,177,73,1,3,2,65.0,54.0,64.0,64.0,70.0,69.0,77,46,75,69,42,53,43,68,63,76,72,60,64,71,72,65,73,77,64,64,72,65,51,45,63,68,72,66,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,73
83,233084,23,175,70,1,3,2,78.0,64.0,67.0,72.0,68.0,66.0,72,68,60,71,58,74,63,32,64,71,79,77,74,65,69,69,75,79,57,58,70,70,70,66,38,68,68,70,63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73
84,235055,28,180,76,1,3,2,73.0,37.0,70.0,66.0,70.0,75.0,74,30,68,72,36,66,67,62,71,64,70,75,69,65,70,50,73,79,74,32,73,67,61,64,36,66,68,73,75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,73
85,235088,26,174,70,1,2,3,81.0,44.0,60.0,67.0,69.0,73.0,65,42,55,63,29,68,55,45,50,61,78,83,80,65,75,51,83,87,69,45,64,74,52,63,44,65,65,73,70,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,73
86,237122,25,173,70,1,2,3,81.0,41.0,62.0,67.0,67.0,77.0,64,33,50,73,37,67,64,35,56,66,80,82,78,65,53,57,56,90,70,39,83,70,55,53,41,57,64,72,69,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,73
87,237223,27,185,84,1,4,3,71.0,64.0,73.0,70.0,63.0,77.0,77,62,60,73,60,71,74,64,68,70,70,72,64,70,63,69,63,88,75,64,72,62,72,75,62,70,63,64,62,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,72
88,237532,28,176,73,1,2,3,74.0,60.0,73.0,73.0,69.0,71.0,74,48,59,73,44,73,72,68,72,71,75,73,74,70,76,78,80,74,70,71,65,72,67,76,67,73,69,71,70,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,73
89,247150,22,175,74,1,3,2,83.0,51.0,65.0,73.0,68.0,69.0,68,48,58,67,41,76,65,40,69,70,84,83,80,66,72,59,57,80,64,49,70,67,67,63,42,57,66,73,71,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,73
90,253149,20,171,63,1,3,3,91.0,50.0,65.0,77.0,64.0,68.0,73,51,46,69,38,77,65,47,54,75,92,91,90,67,90,51,71,78,62,47,70,58,62,61,39,67,65,71,70,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,74
91,189043,32,178,70,1,3,3,70.0,59.0,69.0,69.0,68.0,67.0,74,54,64,67,56,69,77,77,64,66,72,69,74,72,74,63,76,73,62,60,71,67,66,65,88,67,73,65,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72
92,189388,31,188,79,1,2,3,82.0,40.0,64.0,64.0,68.0,74.0,71,26,66,65,28,65,56,53,65,66,80,84,58,70,49,69,68,78,74,39,68,68,53,57,44,70,68,68,69,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72
93,199890,27,174,73,1,3,3,83.0,62.0,66.0,70.0,63.0,70.0,73,64,57,66,61,68,68,58,60,72,82,84,77,63,80,59,73,90,63,61,64,61,72,67,54,65,64,65,66,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72
94,204030,27,173,70,1,3,3,77.0,61.0,66.0,72.0,69.0,67.0,63,54,58,71,47,73,56,57,68,70,78,77,74,68,78,75,74,72,62,71,70,61,64,63,41,62,70,75,72,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72
95,206085,26,179,74,1,4,3,78.0,67.0,68.0,74.0,61.0,63.0,74,64,44,67,50,77,74,65,60,72,77,78,75,68,75,73,50,75,61,70,56,62,68,68,68,65,63,66,54,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
96,208335,28,182,74,1,2,2,75.0,45.0,57.0,62.0,71.0,66.0,67,38,53,66,50,59,46,27,53,62,69,79,66,70,68,55,72,66,63,43,71,72,46,45,60,61,73,74,74,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
97,221282,25,178,62,1,3,3,75.0,55.0,66.0,70.0,68.0,69.0,72,51,64,69,45,71,59,40,61,70,74,75,73,67,70,62,69,78,66,56,65,66,67,65,47,65,68,71,69,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,73
98,222022,27,176,72,1,2,3,86.0,60.0,63.0,74.0,65.0,72.0,70,57,48,65,55,76,59,49,63,72,87,85,79,63,75,69,76,83,66,63,71,65,59,57,53,58,62,70,72,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73
99,223877,25,183,75,1,3,3,74.0,36.0,60.0,69.0,69.0,70.0,69,35,72,61,30,68,48,36,57,72,72,76,71,68,68,36,81,77,67,30,64,68,63,60,49,63,69,69,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72
100,224013,24,175,66,1,3,3,71.0,69.0,67.0,74.0,54.0,68.0,72,70,51,68,58,76,59,56,59,72,74,69,78,69,84,71,62,65,68,69,75,52,71,72,53,62,52,58,50,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65
101,225555,28,176,83,1,3,3,78.0,59.0,68.0,71.0,67.0,78.0,64,52,64,69,59,71,71,63,69,69,75,80,76,70,77,68,81,74,79,63,81,68,70,68,55,67,64,71,69,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72
102,225669,26,189,78,1,2,3,85.0,57.0,63.0,70.0,66.0,76.0,65,54,67,66,42,72,57,38,66,70,86,85,67,67,56,70,73,77,76,56,77,65,62,61,44,65,62,68,69,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,72
103,228716,28,173,72,1,3,3,68.0,53.0,65.0,65.0,68.0,67.0,72,55,68,70,41,65,58,45,61,73,67,69,44,65,75,54,66,69,65,50,69,67,61,57,46,57,63,73,74,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
104,229251,28,186,84,1,3,3,83.0,60.0,63.0,65.0,68.0,80.0,66,55,69,65,48,62,66,65,60,66,85,81,71,68,60,72,60,85,84,65,70,66,63,56,50,68,67,71,65,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,72
105,230367,25,183,80,1,3,2,69.0,48.0,64.0,64.0,70.0,71.0,67,45,66,72,51,61,53,45,71,67,66,71,71,67,58,48,54,73,75,46,65,66,59,51,61,63,71,73,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
106,230564,26,175,67,1,3,4,75.0,60.0,70.0,78.0,63.0,63.0,69,51,47,73,64,77,60,51,72,77,78,73,87,76,83,67,64,79,53,70,68,70,67,71,62,64,63,64,65,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73
107,234514,30,180,72,1,3,3,70.0,46.0,65.0,68.0,73.0,74.0,65,35,68,71,35,67,69,34,67,69,70,70,65,69,67,59,62,82,73,58,71,72,63,61,33,69,74,74,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72
108,246284,23,173,70,1,3,3,79.0,46.0,63.0,68.0,66.0,72.0,68,40,55,67,45,66,66,40,65,68,81,78,76,68,78,55,66,83,66,45,76,67,65,55,45,60,67,67,67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72
109,253220,28,170,62,1,3,2,79.0,54.0,65.0,69.0,66.0,73.0,68,47,55,68,54,69,67,42,62,68,78,79,73,67,77,66,79,86,69,57,66,67,66,65,40,66,64,70,65,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72
110,186598,32,180,73,1,3,2,68.0,52.0,64.0,67.0,70.0,68.0,67,45,67,72,52,65,43,28,66,68,67,68,71,70,70,68,73,70,67,52,68,67,54,59,47,67,73,71,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
111,196688,32,173,75,1,3,3,67.0,46.0,59.0,63.0,70.0,68.0,68,35,55,63,31,58,46,50,55,66,69,66,74,67,73,68,43,69,68,49,75,68,68,52,43,54,72,73,74,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,70
112,200778,28,188,78,1,2,3,83.0,53.0,63.0,68.0,66.0,75.0,65,48,64,67,41,71,60,35,60,67,77,87,70,63,56,66,67,82,75,51,69,64,68,62,49,60,63,70,66,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,71
113,201240,27,179,70,1,3,3,94.0,66.0,60.0,70.0,41.0,68.0,66,67,54,63,48,69,63,38,49,69,94,94,80,67,76,74,88,81,64,61,57,38,71,64,56,64,58,26,25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61
114,202678,28,167,70,1,3,3,75.0,49.0,61.0,65.0,67.0,81.0,69,48,53,63,30,64,59,38,60,68,74,75,61,57,85,50,92,86,81,55,71,72,54,57,43,60,65,71,69,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71
115,202814,29,172,70,1,3,3,85.0,52.0,63.0,72.0,63.0,66.0,75,50,56,67,45,73,59,33,63,72,87,84,75,64,81,56,67,80,61,55,62,59,57,52,42,55,67,65,63,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
116,203783,29,186,84,1,3,3,69.0,46.0,66.0,66.0,68.0,71.0,71,48,66,67,20,65,59,41,65,70,69,69,60,71,63,53,66,75,70,37,70,66,66,68,41,63,66,73,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,71
117,206159,28,176,70,1,3,2,76.0,40.0,60.0,64.0,68.0,72.0,62,35,64,63,37,60,58,50,61,63,75,77,70,68,76,35,65,82,70,50,68,67,54,54,51,69,67,70,69,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
118,208502,28,178,73,1,3,3,73.0,39.0,63.0,67.0,68.0,75.0,66,26,60,66,37,66,59,41,64,68,72,74,72,67,71,57,68,84,70,40,79,68,55,59,59,64,67,70,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
119,211221,28,172,70,1,3,3,92.0,66.0,60.0,71.0,49.0,63.0,67,67,51,63,50,72,57,54,50,66,93,91,83,62,77,73,70,84,55,58,56,36,67,59,67,62,53,54,47,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65
120,215181,29,178,71,1,3,3,74.0,49.0,64.0,69.0,66.0,71.0,68,38,56,69,40,68,64,50,64,69,71,76,73,70,67,66,76,78,66,55,71,66,70,53,46,72,64,71,70,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
121,216282,25,179,76,1,3,2,81.0,41.0,56.0,58.0,69.0,61.0,61,41,54,64,40,50,38,40,51,63,77,84,68,69,73,42,62,64,58,38,65,67,52,48,39,56,70,73,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69
122,216751,29,174,70,1,2,2,66.0,38.0,61.0,62.0,68.0,58.0,77,48,58,67,31,57,55,29,64,69,70,63,54,65,76,24,60,77,48,29,57,65,44,44,39,57,67,75,70,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
123,220509,26,176,66,1,4,2,73.0,26.0,59.0,66.0,68.0,61.0,70,24,56,66,34,63,45,26,60,68,74,73,71,65,75,28,74,71,53,25,64,69,40,48,22,65,67,70,70,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
124,222969,35,185,80,1,3,3,48.0,44.0,67.0,69.0,69.0,72.0,72,40,52,69,28,69,69,48,63,71,44,51,71,68,64,50,37,83,73,50,62,73,56,65,42,63,68,73,72,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,71
125,224459,28,175,67,1,2,3,87.0,48.0,57.0,69.0,64.0,70.0,60,47,52,66,35,69,47,35,61,65,86,88,86,66,74,55,62,84,62,49,76,64,58,43,36,55,60,71,69,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
126,226075,30,175,67,1,3,3,83.0,56.0,65.0,69.0,66.0,66.0,70,50,60,68,57,68,61,59,66,68,82,83,80,64,60,65,70,74,59,55,70,62,66,54,57,67,65,70,70,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
127,229648,24,183,73,1,3,2,72.0,31.0,64.0,68.0,66.0,72.0,71,17,60,66,36,67,47,35,66,68,75,69,70,69,68,47,67,77,69,33,72,64,62,65,44,65,65,69,68,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,71
128,229654,27,177,75,1,3,3,91.0,49.0,59.0,76.0,60.0,67.0,65,50,40,60,29,80,69,22,63,72,92,90,90,61,71,51,73,75,63,51,65,60,64,57,36,59,63,63,61,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70
129,230362,25,185,81,1,3,2,75.0,44.0,68.0,59.0,68.0,75.0,72,41,62,73,44,55,45,46,71,61,73,76,65,64,56,43,68,78,78,42,67,63,56,62,61,61,72,68,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,71
130,236316,22,180,85,1,2,3,72.0,52.0,60.0,69.0,70.0,73.0,66,42,59,64,34,72,55,41,57,66,75,69,66,68,67,69,69,75,71,64,75,72,59,57,41,64,68,74,69,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
131,240099,22,173,77,1,3,3,80.0,52.0,64.0,71.0,65.0,78.0,69,48,64,68,45,71,58,36,68,70,82,78,70,68,78,62,70,77,79,54,77,63,67,59,30,71,65,67,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,71
132,240257,26,174,78,1,3,3,74.0,45.0,61.0,69.0,68.0,67.0,67,38,66,67,39,69,59,38,63,70,76,72,67,62,77,55,77,67,70,47,58,67,54,48,54,69,66,70,72,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70
133,244625,23,176,72,1,3,3,75.0,57.0,67.0,70.0,67.0,68.0,70,51,61,70,48,71,70,58,68,71,74,76,70,68,74,70,58,72,68,63,65,64,67,57,36,55,68,69,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
134,251994,25,175,71,1,3,3,68.0,55.0,62.0,67.0,71.0,65.0,54,49,62,66,45,64,61,64,62,69,71,66,66,72,72,68,89,81,51,57,75,70,58,64,61,71,71,74,72,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
135,188421,31,173,71,1,3,2,75.0,58.0,63.0,63.0,65.0,73.0,68,50,47,64,56,58,60,61,66,64,73,77,70,66,73,67,71,83,69,65,71,68,61,57,57,69,67,65,66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70
136,189300,29,174,66,1,3,3,83.0,49.0,55.0,71.0,63.0,67.0,61,51,54,60,23,70,59,22,58,70,82,84,83,64,78,68,72,90,56,29,65,64,70,43,46,65,63,65,64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
137,192838,32,187,77,1,3,3,61.0,60.0,64.0,65.0,69.0,70.0,71,52,64,68,59,67,47,48,64,68,55,65,57,74,47,75,56,70,68,65,80,70,66,59,44,58,71,69,68,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
138,199537,33,180,74,1,3,3,68.0,58.0,64.0,61.0,70.0,78.0,69,51,70,68,30,55,51,77,61,62,70,67,75,70,72,69,86,88,74,64,71,66,62,52,74,69,68,73,72,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70
139,204307,29,177,70,1,2,3,71.0,48.0,65.0,72.0,66.0,62.0,71,49,43,72,30,70,68,44,54,72,74,68,77,69,75,54,73,60,58,40,71,68,65,59,49,71,66,70,72,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
140,204687,31,184,76,1,2,3,74.0,57.0,63.0,66.0,65.0,72.0,68,50,55,69,56,65,53,36,58,64,73,74,74,65,65,67,68,76,71,65,69,65,64,60,47,67,64,69,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70
141,209818,27,181,74,1,3,3,79.0,36.0,61.0,69.0,67.0,66.0,67,36,65,68,35,71,30,31,61,67,82,77,69,65,69,30,59,64,66,31,70,67,58,56,56,62,65,70,69,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
142,211966,25,178,73,1,3,3,79.0,47.0,61.0,67.0,67.0,69.0,64,47,58,63,29,67,55,35,61,64,77,80,75,64,72,57,76,80,67,39,60,67,62,63,48,60,68,69,67,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70
143,212104,27,176,67,1,3,3,76.0,63.0,63.0,71.0,64.0,70.0,59,65,59,70,58,73,59,54,66,69,74,77,76,70,75,66,54,85,63,59,71,63,62,58,63,59,62,68,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
144,213659,25,181,76,1,3,3,75.0,48.0,63.0,68.0,66.0,76.0,66,44,61,67,39,70,60,34,59,67,79,72,62,65,66,59,74,78,74,48,80,65,68,62,34,67,65,68,65,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70
145,218621,31,175,74,1,3,3,84.0,60.0,61.0,69.0,65.0,68.0,62,56,58,63,51,67,51,40,59,70,84,84,70,70,71,67,63,73,66,64,70,59,59,66,58,66,65,70,68,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70
146,222278,30,177,75,1,3,3,77.0,29.0,64.0,69.0,61.0,78.0,67,21,44,70,30,65,46,33,65,70,81,73,84,66,77,36,53,90,78,30,67,62,53,60,43,64,64,63,64,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70
147,223905,25,180,77,1,4,3,75.0,48.0,60.0,64.0,65.0,72.0,62,43,59,64,47,63,49,43,60,65,77,74,64,67,61,51,72,83,68,54,67,64,57,59,45,60,66,68,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
148,224191,25,172,66,1,3,3,73.0,57.0,66.0,69.0,66.0,61.0,73,49,51,67,59,67,76,72,64,68,74,72,76,67,83,67,51,75,52,68,68,67,53,54,54,66,67,69,65,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
149,225402,28,178,70,1,2,3,76.0,58.0,65.0,71.0,65.0,68.0,69,50,60,68,60,72,74,35,65,70,73,79,74,66,76,68,81,72,65,64,67,65,66,60,48,67,65,67,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70
150,227600,24,178,68,1,4,3,82.0,47.0,64.0,69.0,63.0,70.0,67,44,47,68,46,66,68,42,62,69,82,82,84,67,80,54,71,82,64,42,72,63,66,62,45,62,65,67,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
151,230233,21,169,69,1,3,2,75.0,50.0,65.0,69.0,63.0,72.0,69,41,54,68,49,70,63,45,69,71,74,76,63,68,71,65,68,77,65,51,84,65,65,60,54,54,58,69,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70
152,232183,28,165,71,1,4,3,85.0,32.0,57.0,68.0,67.0,70.0,62,22,53,61,23,64,21,31,57,63,87,83,91,66,88,54,89,74,63,28,78,66,58,59,34,67,68,70,69,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,70
