,sofifa_id,age,height_cm,weight_kg,preferred_foot,weak_foot,skill_moves,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,work_rate_High/High,work_rate_High/Low,work_rate_High/Medium,work_rate_Low/High,work_rate_Low/Low,work_rate_Low/Medium,work_rate_Medium/High,work_rate_Medium/Low,work_rate_Medium/Medium,body_type_Lean (170-),body_type_Lean (170-185),body_type_Lean (185+),body_type_Normal (170-),body_type_Normal (170-185),body_type_Normal (185+),body_type_Stocky (170-),body_type_Stocky (170-185),body_type_Stocky (185+),body_type_Unique,rf
302,257821,24,176,68,1,3,4,82,65,67,74,31,47,72,70,45,72,56,76,50,44,66,72,83,81,79,70,79,70,38,67,46,48,28,25,70,65,62,53,32,27,35,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,72
303,184089,32,175,68,0,3,4,71,69,69,77,32,48,68,66,32,70,66,79,75,71,69,75,75,67,80,66,77,74,73,53,44,70,47,33,72,67,70,78,26,38,30,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,72
304,187858,29,180,79,1,4,4,71,72,74,73,46,68,74,68,54,73,73,74,76,76,75,74,74,69,68,67,71,75,72,68,71,76,58,52,70,72,75,76,37,50,41,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,72
305,189043,32,178,70,1,3,3,70,59,69,69,68,67,74,54,64,67,56,69,77,77,64,66,72,69,74,72,74,63,76,73,62,60,71,67,66,65,88,67,73,65,70,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,67
306,189388,31,188,79,1,2,3,82,40,64,64,68,74,71,26,66,65,28,65,56,53,65,66,80,84,58,70,49,69,68,78,74,39,68,68,53,57,44,70,68,68,69,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,62
307,189561,30,186,86,1,5,3,79,69,60,70,23,68,62,71,71,67,60,72,52,42,52,73,74,83,69,65,54,79,77,65,85,60,26,27,70,57,61,57,12,15,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,69
308,189945,31,177,72,1,3,3,72,67,72,74,38,67,75,62,50,74,60,73,73,69,65,73,73,72,77,72,78,77,52,80,65,69,57,40,74,73,61,72,38,33,35,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,72
309,192537,29,178,68,0,4,3,76,70,69,75,36,53,70,69,52,67,69,75,73,69,69,73,77,75,84,70,79,73,76,66,43,70,54,35,72,70,67,73,41,27,34,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,72
310,194415,33,165,62,1,3,3,80,65,64,75,20,61,68,68,42,71,54,75,46,54,56,74,81,80,81,64,77,70,67,70,55,62,61,23,67,63,44,69,17,14,16,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,71
311,199231,31,177,72,1,3,3,91,57,61,69,64,79,67,57,58,65,53,67,61,50,59,65,90,91,88,69,79,65,77,78,78,51,83,68,59,50,56,58,63,65,66,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,67
312,199890,27,174,73,1,3,3,83,62,66,70,63,70,73,64,57,66,61,68,68,58,60,72,82,84,77,63,80,59,73,90,63,61,64,61,72,67,54,65,64,65,66,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,70
313,203431,28,177,78,1,3,3,82,72,71,71,38,74,70,73,37,71,66,72,75,78,68,70,83,81,77,64,65,71,59,71,78,70,73,57,70,73,73,65,53,20,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,72
314,204030,27,173,70,1,3,3,77,61,66,72,69,67,63,54,58,71,47,73,56,57,68,70,78,77,74,68,78,75,74,72,62,71,70,61,64,63,41,62,70,75,72,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,68
315,205081,31,179,80,1,5,3,76,72,69,71,38,75,68,72,66,71,72,73,58,60,73,74,73,78,63,68,61,74,65,76,80,67,64,53,74,68,75,69,36,26,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,72
316,205365,31,180,80,1,3,3,76,70,70,71,36,60,74,67,48,69,67,72,68,69,64,70,77,76,75,67,70,75,59,70,58,76,53,32,71,73,59,74,35,38,31,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,72
317,205601,29,165,65,0,3,3,82,66,68,75,34,40,68,63,47,70,58,76,70,58,61,72,86,78,86,65,87,72,65,50,31,66,43,35,73,71,70,64,30,33,32,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,72
318,206085,26,179,74,1,4,3,78,67,68,74,61,63,74,64,44,67,50,77,74,65,60,72,77,78,75,68,75,73,50,75,61,70,56,62,68,68,68,65,63,66,54,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,72
319,208277,31,183,67,0,3,3,85,66,68,72,44,67,73,64,46,69,63,72,66,67,63,71,86,85,80,63,76,70,67,75,65,68,62,38,70,68,61,58,56,38,39,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,72
320,208335,28,182,74,1,2,2,75,45,57,62,71,66,67,38,53,66,50,59,46,27,53,62,69,79,66,70,68,55,72,66,63,43,71,72,46,45,60,61,73,74,74,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,59
321,211672,26,183,66,1,4,3,85,71,64,75,18,64,66,71,44,68,75,75,74,70,44,72,86,85,83,69,86,79,59,68,63,65,63,12,68,67,65,64,20,14,12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,72
322,213134,25,184,79,1,3,3,81,68,67,74,48,68,67,65,54,67,64,76,77,72,63,73,79,82,74,72,68,74,66,68,73,70,57,54,71,68,58,69,43,48,49,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,72
323,213302,27,170,64,0,4,3,82,70,64,75,33,57,65,71,45,66,62,73,71,66,57,74,86,78,88,64,88,75,71,68,60,70,32,26,69,63,57,64,34,32,32,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,72
324,214973,29,171,65,1,3,3,76,67,71,74,34,50,70,67,49,72,66,75,76,70,69,73,77,75,77,69,82,70,57,66,43,64,44,38,75,73,65,66,30,31,29,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,72
325,216682,30,170,65,0,4,3,81,73,73,71,29,61,76,74,56,74,66,71,65,72,75,67,83,79,81,61,85,73,83,68,60,73,47,29,74,67,62,73,25,25,23,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,72
326,216749,27,173,63,1,2,4,88,68,65,78,41,47,65,65,64,66,72,80,81,42,60,71,90,87,90,65,90,77,66,62,35,66,55,49,65,69,65,73,38,34,33,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,72
327,218744,25,175,73,1,3,3,75,68,72,73,52,68,73,68,49,72,52,72,72,75,71,71,77,74,83,68,75,70,68,74,67,72,63,50,66,73,68,72,52,53,51,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,72
328,219984,26,180,69,0,3,3,74,63,70,74,52,60,66,57,53,72,65,74,70,73,68,75,69,78,80,68,74,70,55,69,59,68,50,48,74,72,60,70,56,52,48,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,71
329,221282,25,178,62,1,3,3,75,55,66,70,68,69,72,51,64,69,45,71,59,40,61,70,74,75,73,67,70,62,69,78,66,56,65,66,67,65,47,65,68,71,69,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,68
330,221908,24,178,75,1,5,3,84,65,69,72,52,64,74,63,41,68,57,73,73,70,58,69,86,82,85,65,71,70,47,85,58,66,56,38,65,72,61,65,56,60,53,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,71
331,222022,27,176,72,1,2,3,86,60,63,74,65,72,70,57,48,65,55,76,59,49,63,72,87,85,79,63,75,69,76,83,66,63,71,65,59,57,53,58,62,70,72,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,69
332,223877,25,183,75,1,3,3,74,36,60,69,69,70,69,35,72,61,30,68,48,36,57,72,72,76,71,68,68,36,81,77,67,30,64,68,63,60,49,63,69,69,70,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,63
333,224013,24,175,66,1,3,3,71,69,67,74,54,68,72,70,51,68,58,76,59,56,59,72,74,69,78,69,84,71,62,65,68,69,75,52,71,72,53,62,52,58,50,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,72
334,224271,28,181,69,1,3,4,87,68,70,72,35,62,71,70,54,70,59,73,72,64,65,72,87,87,75,67,70,70,52,77,57,65,57,37,72,73,62,65,34,28,37,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,72
335,224756,24,179,74,1,3,4,71,65,72,76,65,68,72,67,61,73,53,76,62,68,69,77,72,70,81,69,75,68,77,74,71,61,50,68,72,76,65,68,62,68,66,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,73
336,225555,28,176,83,1,3,3,78,59,68,71,67,78,64,52,64,69,59,71,71,63,69,69,75,80,76,70,77,68,81,74,79,63,81,68,70,68,55,67,64,71,69,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,68
337,225669,26,189,78,1,2,3,85,57,63,70,66,76,65,54,67,66,42,72,57,38,66,70,86,85,67,67,56,70,73,77,76,56,77,65,62,61,44,65,62,68,69,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,68
338,226086,27,169,70,1,3,3,84,69,64,73,48,65,66,71,46,68,44,74,51,38,60,70,85,84,79,71,78,75,57,75,63,66,59,53,72,69,52,70,50,48,33,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,72
339,228614,26,185,77,0,2,3,94,64,63,70,57,59,68,60,47,66,49,72,61,36,62,70,93,95,73,67,69,75,45,69,66,64,34,58,66,61,60,58,60,59,50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,71
340,228716,28,173,72,1,3,3,68,53,65,65,68,67,72,55,68,70,41,65,58,45,61,73,67,69,44,65,75,54,66,69,65,50,69,67,61,57,46,57,63,73,74,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,65
341,229251,28,186,84,1,3,3,83,60,63,65,68,80,66,55,69,65,48,62,66,65,60,66,85,81,71,68,60,72,60,85,84,65,70,66,63,56,50,68,67,71,65,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,66
342,230367,25,183,80,1,3,2,69,48,64,64,70,71,67,45,66,72,51,61,53,45,71,67,66,71,71,67,58,48,54,73,75,46,65,66,59,51,61,63,71,73,72,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,62
343,230477,29,176,70,1,3,3,78,66,69,67,52,68,72,72,69,73,54,71,55,50,64,68,76,80,58,75,45,55,69,63,75,70,58,51,73,72,41,64,45,51,60,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,72
344,230564,26,175,67,1,3,4,75,60,70,78,63,63,69,51,47,73,64,77,60,51,72,77,78,73,87,76,83,67,64,79,53,70,68,70,67,71,62,64,63,64,65,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,72
345,230665,28,181,77,0,3,4,68,69,70,76,55,71,73,67,48,72,58,76,75,70,64,77,69,67,75,73,70,73,64,82,67,72,68,41,70,68,62,72,55,65,56,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,72
346,231138,25,173,72,0,2,4,86,69,59,74,38,73,47,70,62,62,65,73,74,70,60,72,88,85,84,73,90,74,80,81,76,60,54,25,74,56,65,63,45,33,35,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,70
347,231240,23,169,60,0,3,4,85,67,62,80,31,47,62,68,46,65,69,83,68,38,56,75,87,84,91,66,89,66,64,59,31,68,68,28,69,64,49,65,30,28,33,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,73
348,231448,21,175,71,1,3,4,85,65,66,76,34,53,65,69,39,68,55,77,66,67,58,76,85,85,83,65,76,67,41,64,53,54,42,42,71,67,60,60,24,37,37,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,72
349,233483,28,182,74,1,4,4,76,71,67,76,27,64,65,75,58,73,73,76,71,66,52,75,77,75,81,72,77,69,66,77,67,68,38,20,74,69,55,72,26,21,27,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,72
350,234376,25,178,74,1,4,4,80,71,67,76,36,69,67,67,51,68,71,76,75,68,61,74,79,80,84,71,78,80,51,78,69,74,62,29,71,65,66,77,45,28,29,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,72
351,234399,23,183,75,1,4,3,70,71,67,74,37,61,66,74,68,71,70,74,63,42,68,76,76,65,76,72,71,72,71,72,64,65,37,37,73,68,66,71,44,24,20,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,72
352,234514,30,180,72,1,3,3,70,46,65,68,73,74,65,35,68,71,35,67,69,34,67,69,70,70,65,69,67,59,62,82,73,58,71,72,63,61,33,69,74,74,72,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,64
353,234640,23,184,79,1,3,3,86,70,64,70,38,75,70,71,55,67,59,75,57,49,54,67,84,87,69,62,62,77,61,80,78,64,63,30,74,68,61,70,33,43,35,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,72
354,238058,23,173,65,1,3,3,81,58,68,76,66,66,60,61,51,73,47,78,63,52,66,72,84,79,83,71,87,54,68,89,47,56,82,68,74,72,58,69,68,69,61,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,72
355,239755,26,175,62,1,5,3,88,66,67,76,25,55,65,65,51,68,57,77,75,68,61,74,88,88,86,65,82,70,72,71,46,68,54,20,67,67,66,68,23,22,23,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,72
356,240017,21,188,75,0,4,3,81,70,67,75,35,66,68,68,64,68,59,77,70,62,63,76,80,82,70,64,74,74,69,65,67,71,62,24,74,68,68,68,36,34,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,73
357,242112,25,176,72,1,4,3,84,64,68,74,37,61,67,64,53,69,54,73,67,65,64,74,85,84,85,54,75,65,51,76,62,64,44,22,72,70,63,71,40,37,43,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,71
358,243851,29,169,64,0,3,3,82,76,62,73,41,51,67,78,61,63,59,77,60,61,48,71,83,82,72,54,84,83,60,54,51,71,47,29,75,65,65,60,40,45,34,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,72
359,246284,23,173,70,1,3,3,79,46,63,68,66,72,68,40,55,67,45,66,66,40,65,68,81,78,76,68,78,55,66,83,66,45,76,67,65,55,45,60,67,67,67,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,65
360,248573,20,175,66,1,3,3,83,61,68,75,66,75,58,59,59,76,51,75,59,49,70,77,84,82,77,70,73,71,75,81,75,56,69,72,64,67,57,66,65,69,56,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,71
361,252909,24,179,78,1,3,3,76,68,69,75,55,72,54,63,54,75,58,76,62,57,71,72,77,76,82,63,75,80,46,81,75,74,62,56,65,75,54,72,53,57,55,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,70
362,253220,28,170,62,1,3,2,79,54,65,69,66,73,68,47,55,68,54,69,67,42,62,68,78,79,73,67,77,66,79,86,69,57,66,67,66,65,40,66,64,70,65,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,67
363,256136,21,171,69,0,3,3,83,67,69,73,36,55,70,65,57,74,67,77,68,50,65,71,82,83,80,62,60,72,66,65,59,70,32,31,70,65,58,53,35,34,30,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,72
364,257025,19,170,63,1,4,3,83,64,68,73,19,49,74,67,37,71,56,75,64,45,57,73,85,81,77,60,84,64,51,47,57,60,31,13,66,72,64,54,15,22,17,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,72
365,258615,22,175,76,1,3,3,78,66,69,75,59,67,60,70,59,76,48,76,65,52,73,75,81,76,78,68,78,58,73,75,71,71,45,65,67,70,49,66,49,71,45,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,72
366,179947,34,191,87,1,4,3,59,73,62,64,32,78,60,74,73,65,70,67,71,44,60,66,54,63,46,68,57,74,75,70,82,66,78,24,75,63,81,72,32,27,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,65
367,182411,34,179,70,1,4,3,76,63,69,72,37,63,68,63,64,71,59,71,62,64,63,72,76,76,76,68,70,65,63,69,64,59,55,38,67,72,64,71,31,34,38,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70
368,183820,33,172,65,1,3,3,75,65,70,72,36,57,72,62,54,72,62,71,72,69,67,73,76,75,74,73,74,70,72,63,58,67,45,32,67,67,68,62,41,30,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,71
369,186598,32,180,73,1,3,2,68,52,64,67,70,68,67,45,67,72,52,65,43,28,66,68,67,68,71,70,70,68,73,70,67,52,68,67,54,59,47,67,73,71,71,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,63
370,189338,31,174,63,1,3,4,72,67,73,72,38,52,72,65,52,75,62,72,72,70,71,70,75,70,78,69,71,77,69,59,49,65,48,40,72,74,59,69,29,45,30,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,71
371,191032,29,176,70,0,4,3,81,66,70,75,43,70,72,64,59,72,59,79,75,68,69,72,80,82,82,58,81,73,58,60,75,68,73,43,63,66,66,63,45,38,32,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,71
372,195033,30,181,82,1,4,3,81,65,64,73,51,70,70,65,71,66,64,73,70,36,56,72,80,82,74,69,79,70,76,68,72,60,67,50,70,65,69,67,51,48,40,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,71
373,196688,32,173,75,1,3,3,67,46,59,63,70,68,68,35,55,63,31,58,46,50,55,66,69,66,74,67,73,68,43,69,68,49,75,68,68,52,43,54,72,73,74,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,61
374,197382,31,171,66,0,4,2,74,56,65,74,33,48,60,59,42,71,43,76,53,63,52,70,73,74,81,75,83,50,54,56,50,56,33,23,73,74,52,61,56,17,18,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,70
375,198136,31,183,77,1,3,4,82,67,65,73,44,64,68,66,59,68,70,72,63,51,60,74,83,82,80,69,74,68,65,70,64,69,57,36,68,64,65,71,55,40,26,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,71
376,198193,30,179,78,1,4,3,75,69,68,72,37,58,71,71,58,67,69,76,75,61,64,70,83,69,74,58,62,71,64,53,62,66,55,52,70,69,58,70,30,30,26,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,71
377,198420,29,172,73,1,3,3,87,69,66,73,37,65,62,67,66,71,63,72,55,50,59,71,88,87,83,69,85,75,79,64,62,69,72,35,74,71,65,73,37,30,31,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,71
378,199572,35,177,74,0,4,3,70,68,72,72,57,72,71,69,49,73,61,70,72,73,72,73,67,72,73,73,74,70,58,84,70,65,65,63,68,73,74,74,55,58,59,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,71
379,200778,28,188,78,1,2,3,83,53,63,68,66,75,65,48,64,67,41,71,60,35,60,67,77,87,70,63,56,66,67,82,75,51,69,64,68,62,49,60,63,70,66,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,66
380,201240,27,179,70,1,3,3,94,66,60,70,41,68,66,67,54,63,48,69,63,38,49,69,94,94,80,67,76,74,88,81,64,61,57,38,71,64,56,64,58,26,25,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,71
381,202515,28,178,80,1,4,4,74,73,69,75,25,62,63,75,56,72,65,74,74,66,66,79,73,74,73,66,74,74,74,59,71,68,38,33,73,70,72,74,17,23,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,71
382,202678,28,167,70,1,3,3,75,49,61,65,67,81,69,48,53,63,30,64,59,38,60,68,74,75,61,57,85,50,92,86,81,55,71,72,54,57,43,60,65,71,69,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,62
383,202814,29,172,70,1,3,3,85,52,63,72,63,66,75,50,56,67,45,73,59,33,63,72,87,84,75,64,81,56,67,80,61,55,62,59,57,52,42,55,67,65,63,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,68
384,203725,27,173,70,1,4,3,86,62,64,75,29,58,65,67,41,67,61,76,70,65,52,72,87,85,86,67,84,59,71,63,56,57,53,32,67,63,54,66,29,24,22,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,71
385,203783,29,186,84,1,3,3,69,46,66,66,68,71,71,48,66,67,20,65,59,41,65,70,69,69,60,71,63,53,66,75,70,37,70,66,66,68,41,63,66,73,69,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,65
386,203910,29,172,69,0,3,4,73,67,70,75,48,65,72,63,56,71,62,73,75,71,63,75,76,70,88,70,83,73,69,68,57,69,80,48,65,69,68,73,58,40,34,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,71
387,204215,28,185,73,0,4,3,75,69,68,72,63,70,71,64,57,69,69,71,66,42,67,73,73,77,73,71,71,76,77,84,75,75,39,57,66,71,55,70,67,64,62,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,71
388,204737,29,166,62,1,3,3,88,66,70,71,34,67,68,64,32,70,60,70,70,70,67,67,87,88,87,64,88,71,58,72,64,68,72,39,66,72,67,62,31,35,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,71
389,204908,30,170,59,1,3,3,86,60,65,76,27,45,69,61,38,65,62,75,67,57,59,71,87,85,92,68,92,60,90,67,31,57,39,28,68,68,54,74,21,29,24,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,71
390,205887,26,184,74,1,4,3,69,73,59,69,32,70,44,73,67,66,68,69,53,46,62,69,70,69,66,70,68,72,70,80,72,74,54,24,73,65,68,67,38,22,20,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,67
391,206159,28,176,70,1,3,2,76,40,60,64,68,72,62,35,64,63,37,60,58,50,61,63,75,77,70,68,76,35,65,82,70,50,68,67,54,54,51,69,67,70,69,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,60
392,207734,26,168,58,0,3,4,76,72,73,76,44,66,70,72,62,74,64,77,67,72,73,70,74,78,84,73,89,73,75,72,65,71,59,48,74,74,69,71,33,49,38,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,72
393,208502,28,178,73,1,3,3,73,39,63,67,68,75,66,26,60,66,37,66,59,41,64,68,72,74,72,67,71,57,68,84,70,40,79,68,55,59,59,64,67,70,69,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,61
394,211221,28,172,70,1,3,3,92,66,60,71,49,63,67,67,51,63,50,72,57,54,50,66,93,91,83,62,77,73,70,84,55,58,56,36,67,59,67,62,53,54,47,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70
395,212240,27,189,83,1,3,3,68,71,63,73,27,69,67,74,67,70,60,77,45,28,62,73,70,66,73,68,67,73,78,67,74,68,59,22,71,63,56,57,24,24,18,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,71
396,214562,32,183,80,1,4,3,68,73,63,65,32,68,53,78,65,74,64,65,45,32,57,65,68,68,63,66,63,70,54,67,79,69,47,18,78,69,51,69,39,25,27,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,68
397,215181,29,178,71,1,3,3,74,49,64,69,66,71,68,38,56,69,40,68,64,50,64,69,71,76,73,70,67,66,76,78,66,55,71,66,70,53,46,72,64,71,70,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,65
398,216282,25,179,76,1,3,2,81,41,56,58,69,61,61,41,54,64,40,50,38,40,51,63,77,84,68,69,73,42,62,64,58,38,65,67,52,48,39,56,70,73,71,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,59
399,216483,25,172,67,1,3,4,85,64,64,73,38,62,67,67,39,66,44,72,54,47,63,71,87,83,84,65,77,62,52,70,65,64,45,40,65,64,57,66,55,26,22,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,71
400,216751,29,174,70,1,2,2,66,38,61,62,68,58,77,48,58,67,31,57,55,29,64,69,70,63,54,65,76,24,60,77,48,29,57,65,44,44,39,57,67,75,70,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,59
401,216860,23,182,65,0,3,3,83,65,61,74,27,53,61,67,42,63,60,75,75,58,48,74,82,83,87,66,65,65,33,65,48,66,54,35,65,66,50,64,27,20,19,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,71
402,220509,26,176,66,1,4,2,73,26,59,66,68,61,70,24,56,66,34,63,45,26,60,68,74,73,71,65,75,28,74,71,53,25,64,69,40,48,22,65,67,70,70,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,58
403,220649,26,183,80,1,3,4,77,67,66,72,39,65,64,69,35,70,57,72,69,61,57,71,81,74,77,66,71,67,61,73,68,68,49,38,68,70,54,72,45,37,31,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,71
404,221982,24,170,66,0,3,4,76,64,68,79,27,39,65,64,44,73,52,78,66,49,63,77,79,74,92,62,89,65,43,52,33,65,38,21,64,73,62,76,37,18,19,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,72
405,222969,35,185,80,1,3,3,48,44,67,69,69,72,72,40,52,69,28,69,69,48,63,71,44,51,71,68,64,50,37,83,73,50,62,73,56,65,42,63,68,73,72,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,62
406,224317,29,169,64,1,2,3,74,62,67,72,40,63,73,59,37,68,50,73,57,43,64,65,74,74,74,69,89,67,59,69,56,62,73,37,73,71,63,77,33,46,52,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,69
407,224459,28,175,67,1,2,3,87,48,57,69,64,70,60,47,52,66,35,69,47,35,61,65,86,88,86,66,74,55,62,84,62,49,76,64,58,43,36,55,60,71,69,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,64
