,sofifa_id,age,height_cm,weight_kg,preferred_foot,weak_foot,skill_moves,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,work_rate_High/High,work_rate_High/Low,work_rate_High/Medium,work_rate_Low/High,work_rate_Low/Low,work_rate_Low/Medium,work_rate_Medium/High,work_rate_Medium/Low,work_rate_Medium/Medium,body_type_Lean (170-),body_type_Lean (170-185),body_type_Lean (185+),body_type_Normal (170-),body_type_Normal (170-185),body_type_Normal (185+),body_type_Stocky (170-),body_type_Stocky (170-185),body_type_Stocky (185+),body_type_Unique,rb
378,242916,21,179,67,1,3,3,78.0,47.0,65.0,70.0,64.0,71.0,70,40,58,69,44,68,58,50,63,69,79,77,79,69,75,62,79,86,64,49,67,67,61,59,39,67,60,68,66,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72
379,245062,29,177,73,1,3,2,79.0,43.0,58.0,57.0,70.0,73.0,61,39,75,65,35,53,49,33,55,57,78,79,65,69,54,55,89,81,68,37,73,71,49,51,47,59,69,69,70,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72
380,245597,21,166,69,1,4,3,75.0,50.0,70.0,69.0,66.0,67.0,78,40,60,72,35,65,73,50,65,74,76,75,75,70,73,65,64,76,63,60,66,67,65,68,40,63,67,67,66,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72
381,246183,23,176,65,1,2,2,80.0,61.0,66.0,73.0,66.0,60.0,73,64,58,70,48,73,52,43,61,70,80,80,81,70,79,67,77,75,48,54,66,65,66,67,46,68,66,69,66,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72
382,246284,23,173,70,1,3,3,79.0,46.0,63.0,68.0,66.0,72.0,68,40,55,67,45,66,66,40,65,68,81,78,76,68,78,55,66,83,66,45,76,67,65,55,45,60,67,67,67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72
383,251127,29,173,72,1,3,3,85.0,51.0,62.0,70.0,64.0,77.0,74,40,53,65,47,70,55,45,59,69,83,86,83,67,68,67,74,86,71,57,82,65,62,53,51,59,59,70,66,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72
384,251325,25,179,74,1,2,2,70.0,40.0,61.0,70.0,67.0,71.0,71,38,59,67,32,68,45,35,50,71,78,64,77,67,74,47,55,90,66,38,66,69,43,57,34,59,67,69,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72
385,253220,28,170,62,1,3,2,79.0,54.0,65.0,69.0,66.0,73.0,68,47,55,68,54,69,67,42,62,68,78,79,73,67,77,66,79,86,69,57,66,67,66,65,40,66,64,70,65,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71
386,257771,25,175,68,1,3,2,83.0,56.0,67.0,70.0,66.0,68.0,70,55,54,71,51,67,67,32,67,70,82,84,82,65,82,60,57,82,61,56,69,67,65,66,43,65,66,69,66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72
387,258308,24,180,67,1,3,2,87.0,24.0,53.0,57.0,69.0,52.0,67,22,58,67,21,46,28,34,44,62,84,89,72,67,70,22,57,70,44,25,49,74,44,31,37,64,72,66,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72
388,163261,36,180,79,1,3,3,43.0,58.0,65.0,67.0,74.0,73.0,70,47,67,70,43,67,66,33,67,71,55,34,55,73,59,80,73,66,72,66,84,74,58,59,56,69,75,75,76,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
389,171378,35,178,67,1,3,3,70.0,63.0,66.0,66.0,66.0,76.0,71,59,65,67,64,66,67,51,68,68,67,73,65,69,55,70,91,86,69,68,75,70,60,63,57,70,65,65,67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
390,176942,34,189,78,1,3,3,55.0,54.0,66.0,61.0,73.0,71.0,68,48,72,69,59,59,63,40,67,65,56,54,53,69,57,65,65,71,72,60,72,73,47,63,33,75,74,72,71,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
391,179687,34,177,70,1,3,3,79.0,57.0,69.0,71.0,64.0,70.0,69,50,48,72,50,73,71,52,67,70,77,80,73,60,67,68,64,84,62,62,72,63,71,71,55,68,65,68,68,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
392,180823,32,183,82,1,3,3,71.0,58.0,64.0,65.0,69.0,73.0,70,58,76,67,54,65,38,47,63,66,68,74,60,65,68,62,70,72,74,54,72,68,64,63,53,65,68,69,69,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
393,183921,34,173,70,1,3,2,57.0,59.0,73.0,70.0,69.0,68.0,76,59,58,75,50,69,65,49,73,73,60,54,62,71,75,56,83,73,62,58,75,69,73,74,62,71,70,73,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
394,184501,30,185,79,1,4,2,61.0,65.0,65.0,65.0,72.0,73.0,69,65,72,71,62,63,45,55,69,70,58,63,63,68,57,68,80,68,77,64,68,71,67,55,59,69,71,72,72,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,71
395,186598,32,180,73,1,3,2,68.0,52.0,64.0,67.0,70.0,68.0,67,45,67,72,52,65,43,28,66,68,67,68,71,70,70,68,73,70,67,52,68,67,54,59,47,67,73,71,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
396,192567,29,177,76,1,2,2,69.0,52.0,67.0,66.0,68.0,71.0,71,46,54,72,55,62,55,41,65,67,73,65,74,69,77,62,69,73,68,60,76,72,41,66,44,67,71,67,70,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
397,193264,28,179,78,1,3,3,83.0,61.0,64.0,67.0,64.0,77.0,68,57,58,66,39,66,73,38,66,64,82,84,77,64,71,75,82,88,71,63,76,63,63,60,51,63,64,66,69,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
398,196688,32,173,75,1,3,3,67.0,46.0,59.0,63.0,70.0,68.0,68,35,55,63,31,58,46,50,55,66,69,66,74,67,73,68,43,69,68,49,75,68,68,52,43,54,72,73,74,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,71
399,199191,29,179,68,1,3,2,75.0,39.0,59.0,63.0,69.0,75.0,61,33,58,61,34,59,60,44,56,63,73,76,76,65,71,51,82,89,68,38,72,67,51,58,47,64,73,69,68,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
400,199570,31,168,67,1,3,3,78.0,57.0,62.0,72.0,67.0,62.0,71,52,60,69,58,71,60,52,65,71,77,79,85,60,81,65,77,68,54,57,70,65,63,41,60,55,68,69,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71
401,200672,32,185,80,1,3,3,73.0,56.0,64.0,68.0,68.0,83.0,65,49,71,68,34,67,50,44,64,68,72,74,72,65,71,77,80,79,85,58,83,65,63,64,38,68,69,67,68,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,71
402,200778,28,188,78,1,2,3,83.0,53.0,63.0,68.0,66.0,75.0,65,48,64,67,41,71,60,35,60,67,77,87,70,63,56,66,67,82,75,51,69,64,68,62,49,60,63,70,66,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,71
403,202678,28,167,70,1,3,3,75.0,49.0,61.0,65.0,67.0,81.0,69,48,53,63,30,64,59,38,60,68,74,75,61,57,85,50,92,86,81,55,71,72,54,57,43,60,65,71,69,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71
404,202814,29,172,70,1,3,3,85.0,52.0,63.0,72.0,63.0,66.0,75,50,56,67,45,73,59,33,63,72,87,84,75,64,81,56,67,80,61,55,62,59,57,52,42,55,67,65,63,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
405,203783,29,186,84,1,3,3,69.0,46.0,66.0,66.0,68.0,71.0,71,48,66,67,20,65,59,41,65,70,69,69,60,71,63,53,66,75,70,37,70,66,66,68,41,63,66,73,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,71
406,206159,28,176,70,1,3,2,76.0,40.0,60.0,64.0,68.0,72.0,62,35,64,63,37,60,58,50,61,63,75,77,70,68,76,35,65,82,70,50,68,67,54,54,51,69,67,70,69,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
407,207472,30,176,74,1,5,3,76.0,52.0,66.0,68.0,66.0,74.0,65,48,60,67,39,66,74,64,66,67,75,77,80,66,67,62,80,82,71,52,70,68,67,63,49,67,64,68,66,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
408,208502,28,178,73,1,3,3,73.0,39.0,63.0,67.0,68.0,75.0,66,26,60,66,37,66,59,41,64,68,72,74,72,67,71,57,68,84,70,40,79,68,55,59,59,64,67,70,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
409,208564,30,179,75,1,3,3,78.0,61.0,65.0,69.0,65.0,69.0,66,56,50,66,62,67,65,61,64,70,80,77,77,65,79,70,74,85,63,64,65,67,65,62,46,60,68,67,65,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
410,210123,28,172,70,1,4,2,52.0,66.0,71.0,68.0,64.0,71.0,70,59,58,75,46,66,71,40,75,75,55,50,60,62,68,81,61,77,67,72,75,65,62,72,59,68,62,68,64,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,68
411,211014,29,176,70,1,3,3,84.0,49.0,61.0,68.0,65.0,67.0,65,45,52,63,45,67,66,64,50,68,83,85,75,67,76,57,76,80,60,49,67,64,65,59,47,65,67,67,68,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
412,212137,25,184,78,1,3,3,83.0,54.0,63.0,68.0,64.0,70.0,72,51,61,61,51,67,67,51,57,68,79,86,71,68,66,63,58,84,64,50,69,65,61,65,50,66,63,64,63,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
413,215181,29,178,71,1,3,3,74.0,49.0,64.0,69.0,66.0,71.0,68,38,56,69,40,68,64,50,64,69,71,76,73,70,67,66,76,78,66,55,71,66,70,53,46,72,64,71,70,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
414,216282,25,179,76,1,3,2,81.0,41.0,56.0,58.0,69.0,61.0,61,41,54,64,40,50,38,40,51,63,77,84,68,69,73,42,62,64,58,38,65,67,52,48,39,56,70,73,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
415,216751,29,174,70,1,2,2,66.0,38.0,61.0,62.0,68.0,58.0,77,48,58,67,31,57,55,29,64,69,70,63,54,65,76,24,60,77,48,29,57,65,44,44,39,57,67,75,70,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
416,219546,27,183,80,1,3,2,79.0,38.0,53.0,61.0,70.0,79.0,52,35,68,59,36,59,59,37,56,57,81,77,73,68,68,45,82,81,79,36,74,74,39,42,39,63,70,70,68,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
417,220087,29,177,72,1,3,2,87.0,55.0,58.0,68.0,68.0,85.0,56,51,53,69,40,69,44,41,60,67,86,88,68,69,71,79,83,88,86,54,81,69,42,47,35,57,66,73,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,71
418,220509,26,176,66,1,4,2,73.0,26.0,59.0,66.0,68.0,61.0,70,24,56,66,34,63,45,26,60,68,74,73,71,65,75,28,74,71,53,25,64,69,40,48,22,65,67,70,70,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
419,220620,26,183,73,1,3,3,81.0,48.0,65.0,69.0,65.0,70.0,70,47,63,69,41,68,44,42,67,70,80,81,75,64,71,59,70,85,64,41,64,64,57,62,44,60,66,67,64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
420,222430,29,167,65,1,3,3,89.0,53.0,61.0,68.0,62.0,56.0,72,47,53,58,38,64,52,34,61,63,83,93,95,61,87,67,88,89,32,58,66,56,52,62,38,59,62,67,72,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,71
421,222969,35,185,80,1,3,3,48.0,44.0,67.0,69.0,69.0,72.0,72,40,52,69,28,69,69,48,63,71,44,51,71,68,64,50,37,83,73,50,62,73,56,65,42,63,68,73,72,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,71
422,223255,25,178,76,1,2,3,76.0,57.0,67.0,67.0,65.0,67.0,72,55,53,67,40,65,74,66,64,66,77,76,73,68,73,64,68,84,61,59,61,66,64,64,48,66,67,66,64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
423,223511,31,176,73,1,2,2,70.0,45.0,57.0,68.0,70.0,71.0,62,35,71,62,44,70,51,49,60,65,68,72,72,66,71,57,70,82,64,49,74,68,58,42,57,54,68,72,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
424,223765,26,183,79,1,2,2,70.0,51.0,60.0,64.0,70.0,75.0,65,40,66,61,50,62,48,47,65,64,69,71,63,71,65,68,68,73,75,59,81,70,50,58,44,70,69,72,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
425,224242,25,186,78,1,3,2,75.0,58.0,64.0,67.0,68.0,79.0,56,48,72,68,32,67,67,70,67,69,70,79,65,67,59,81,86,73,83,67,77,64,58,62,46,63,68,69,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70
426,224459,28,175,67,1,2,3,87.0,48.0,57.0,69.0,64.0,70.0,60,47,52,66,35,69,47,35,61,65,86,88,86,66,74,55,62,84,62,49,76,64,58,43,36,55,60,71,69,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
427,225682,28,170,83,1,3,3,73.0,44.0,64.0,63.0,68.0,72.0,70,41,69,70,39,54,48,43,56,69,71,74,69,68,75,50,56,79,76,42,58,67,59,65,45,71,70,69,64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,71
428,225995,25,178,72,1,2,3,79.0,50.0,68.0,70.0,63.0,72.0,75,41,54,68,49,72,63,45,73,71,82,77,63,65,71,65,68,78,65,51,83,65,65,62,54,54,57,68,71,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
429,226075,30,175,67,1,3,3,83.0,56.0,65.0,69.0,66.0,66.0,70,50,60,68,57,68,61,59,66,68,82,83,80,64,60,65,70,74,59,55,70,62,66,54,57,67,65,70,70,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
430,228980,27,177,74,1,3,2,72.0,54.0,65.0,65.0,71.0,67.0,66,50,70,66,50,63,65,46,65,64,73,71,75,63,72,60,72,72,60,56,76,74,66,66,44,65,70,70,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
431,229648,24,183,73,1,3,2,72.0,31.0,64.0,68.0,66.0,72.0,71,17,60,66,36,67,47,35,66,68,75,69,70,69,68,47,67,77,69,33,72,64,62,65,44,65,65,69,68,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,70
432,229654,27,177,75,1,3,3,91.0,49.0,59.0,76.0,60.0,67.0,65,50,40,60,29,80,69,22,63,72,92,90,90,61,71,51,73,75,63,51,65,60,64,57,36,59,63,63,61,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,68
433,230211,21,166,64,1,3,3,87.0,36.0,60.0,68.0,64.0,67.0,64,28,50,67,46,66,53,31,52,69,91,84,78,61,75,47,66,85,68,38,43,68,53,57,38,66,62,69,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71
434,230362,25,185,81,1,3,2,75.0,44.0,68.0,59.0,68.0,75.0,72,41,62,73,44,55,45,46,71,61,73,76,65,64,56,43,68,78,78,42,67,63,56,62,61,61,72,68,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,71
435,230368,29,179,74,1,3,2,72.0,52.0,66.0,66.0,69.0,63.0,77,51,65,67,54,67,41,42,61,62,71,73,72,67,71,53,66,65,64,52,57,66,51,67,62,66,70,71,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
436,231423,24,175,75,1,4,3,70.0,63.0,66.0,71.0,65.0,70.0,73,60,49,70,56,70,70,47,64,72,70,70,70,67,77,73,79,82,63,62,70,67,70,58,51,65,65,68,70,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
437,231749,25,170,67,1,3,3,75.0,50.0,63.0,73.0,66.0,66.0,72,40,61,67,55,73,60,30,60,73,76,75,75,70,74,60,71,72,63,60,66,66,60,60,35,62,67,67,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71
438,231985,27,173,73,1,3,2,69.0,51.0,63.0,68.0,67.0,74.0,64,48,57,69,35,64,62,48,64,69,71,68,77,69,78,66,79,88,68,45,72,72,59,57,59,68,68,66,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
439,232081,26,175,70,1,3,4,81.0,60.0,64.0,71.0,63.0,71.0,65,60,46,69,38,71,58,49,62,71,80,81,79,68,68,66,70,86,65,57,69,62,68,62,57,69,63,69,65,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
440,232296,25,177,73,1,3,2,74.0,39.0,60.0,67.0,68.0,75.0,66,28,57,68,26,66,57,35,53,68,73,74,69,68,72,59,76,75,75,42,77,70,60,53,46,67,68,71,70,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,71
441,232692,32,185,84,1,3,3,67.0,69.0,68.0,72.0,61.0,75.0,60,67,58,72,59,71,73,52,70,70,69,66,76,74,78,80,80,86,72,68,66,65,70,69,54,73,60,62,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,68
442,233230,23,175,72,1,3,2,71.0,42.0,56.0,65.0,71.0,66.0,59,41,68,66,32,62,33,41,50,65,72,71,70,68,69,49,76,78,58,37,70,70,55,51,45,68,72,73,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
443,233409,23,182,71,1,2,2,81.0,37.0,60.0,69.0,67.0,66.0,64,28,50,68,46,66,53,31,52,70,85,77,79,63,75,47,66,79,70,38,41,68,59,57,38,64,69,71,68,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
444,233986,29,176,74,1,2,2,74.0,42.0,54.0,59.0,67.0,74.0,57,32,58,59,50,48,44,39,55,62,75,74,77,78,74,69,83,83,65,37,85,62,49,47,36,64,67,72,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,71
445,234032,24,182,79,1,3,2,67.0,36.0,56.0,61.0,71.0,71.0,50,30,72,66,30,55,35,20,63,65,68,66,64,67,65,57,75,66,73,30,72,71,50,55,30,66,71,71,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69
446,235405,22,188,74,1,3,2,62.0,33.0,54.0,55.0,72.0,73.0,57,30,72,65,30,49,37,28,56,59,59,64,55,68,61,48,75,69,75,22,71,72,34,42,45,59,71,73,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,69
447,235983,22,173,62,1,3,3,74.0,69.0,67.0,74.0,67.0,44.0,72,70,69,71,64,74,59,52,64,72,75,73,88,68,79,68,64,68,35,73,31,62,65,63,58,55,64,72,68,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
448,236316,22,180,85,1,2,3,72.0,52.0,60.0,69.0,70.0,73.0,66,42,59,64,34,72,55,41,57,66,75,69,66,68,67,69,69,75,71,64,75,72,59,57,41,64,68,74,69,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
449,237153,24,160,64,1,4,3,86.0,61.0,66.0,75.0,68.0,60.0,55,60,51,75,62,75,43,56,64,70,88,85,90,72,82,65,68,87,43,58,69,69,68,70,60,68,70,72,64,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,73
450,239306,22,181,71,1,4,3,82.0,52.0,65.0,70.0,64.0,67.0,71,49,58,67,56,71,53,48,67,69,81,82,75,69,74,58,71,81,65,52,53,64,55,63,56,62,62,67,62,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
451,240099,22,173,77,1,3,3,80.0,52.0,64.0,71.0,65.0,78.0,69,48,64,68,45,71,58,36,68,70,82,78,70,68,78,62,70,77,79,54,77,63,67,59,30,71,65,67,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,71
452,240257,26,174,78,1,3,3,74.0,45.0,61.0,69.0,68.0,67.0,67,38,66,67,39,69,59,38,63,70,76,72,67,62,77,55,77,67,70,47,58,67,54,48,54,69,66,70,72,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
453,240689,34,181,72,1,3,2,70.0,53.0,60.0,64.0,69.0,75.0,65,53,69,64,41,64,44,49,58,62,70,70,70,64,68,59,70,80,73,49,76,70,57,54,46,59,65,70,71,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,71
