,sofifa_id,age,height_cm,weight_kg,preferred_foot,weak_foot,skill_moves,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,work_rate_High/High,work_rate_High/Low,work_rate_High/Medium,work_rate_Low/High,work_rate_Low/Low,work_rate_Low/Medium,work_rate_Medium/High,work_rate_Medium/Low,work_rate_Medium/Medium,body_type_Lean (170-),body_type_Lean (170-185),body_type_Lean (185+),body_type_Normal (170-),body_type_Normal (170-185),body_type_Normal (185+),body_type_Stocky (170-),body_type_Stocky (170-185),body_type_Stocky (185+),body_type_Unique,lm
597,221367,26,182,73,1,3,3,66.0,67.0,70.0,73.0,42.0,66.0,68,65,57,72,64,74,67,65,70,73,67,65,73,68,65,73,59,74,64,72,61,45,68,69,49,67,40,41,31,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72
598,221587,28,178,72,0,3,3,82.0,68.0,67.0,75.0,49.0,56.0,69,64,47,66,65,74,71,69,63,73,84,80,90,69,73,72,56,74,48,76,54,45,60,66,67,66,51,54,41,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
599,221629,31,183,73,1,5,3,86.0,68.0,60.0,73.0,32.0,66.0,69,68,60,63,71,73,61,44,46,71,84,87,84,65,66,73,74,76,73,65,34,18,71,61,61,69,35,28,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
600,222467,27,174,70,1,3,3,79.0,71.0,68.0,74.0,39.0,66.0,68,69,59,67,66,73,75,75,65,72,81,77,84,67,81,79,68,73,65,70,58,41,68,67,71,68,36,36,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72
601,222644,26,178,82,1,3,3,75.0,69.0,67.0,74.0,55.0,67.0,65,70,48,70,59,74,77,68,64,72,79,71,83,62,84,71,70,78,64,67,59,57,71,65,59,67,55,57,54,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
602,223143,25,183,82,0,3,3,75.0,42.0,61.0,67.0,66.0,74.0,70,40,56,69,28,68,60,31,61,68,72,78,69,65,71,44,66,83,74,44,64,65,57,45,34,52,65,69,69,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67
603,223212,25,188,78,1,3,3,84.0,66.0,66.0,73.0,31.0,66.0,68,68,64,69,62,73,65,64,63,74,85,83,81,65,70,67,67,65,72,61,53,30,66,60,62,59,29,24,22,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,72
604,223302,25,173,70,0,3,3,77.0,58.0,64.0,77.0,44.0,56.0,63,63,48,67,48,78,65,52,63,76,78,77,80,70,80,62,64,69,48,43,58,36,67,63,62,67,47,45,42,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72
605,223458,28,179,75,1,3,3,81.0,66.0,65.0,75.0,50.0,65.0,69,65,52,68,50,79,66,44,65,74,80,82,75,60,75,68,56,65,66,70,63,47,63,63,68,60,50,47,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
606,224198,25,175,73,0,4,3,79.0,45.0,66.0,69.0,66.0,71.0,71,33,59,66,22,70,69,68,62,69,77,80,66,63,77,59,66,75,68,58,73,65,68,63,38,55,67,68,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,69
607,224317,29,169,64,1,2,3,74.0,62.0,67.0,72.0,40.0,63.0,73,59,37,68,50,73,57,43,64,65,74,74,74,69,89,67,59,69,56,62,73,37,73,71,63,77,33,46,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71
608,224584,27,165,64,0,3,3,87.0,66.0,65.0,74.0,30.0,42.0,71,66,40,66,57,75,62,48,64,72,88,87,86,53,92,70,47,51,37,64,40,36,73,65,61,63,33,21,26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
609,225356,29,168,63,1,3,3,91.0,63.0,65.0,74.0,36.0,42.0,67,64,44,67,49,74,61,52,61,70,92,90,89,66,82,63,83,49,33,63,46,34,68,69,53,62,51,24,21,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
610,225855,25,178,75,1,2,3,65.0,73.0,72.0,72.0,56.0,65.0,63,67,55,75,68,74,76,77,69,73,63,66,66,66,67,83,58,68,66,78,59,58,73,76,67,69,55,58,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72
611,226401,23,185,70,0,3,3,64.0,68.0,70.0,72.0,44.0,51.0,64,68,53,73,58,73,68,71,68,73,61,66,69,66,69,68,48,54,51,73,48,33,68,73,64,70,45,46,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
612,227562,25,182,75,1,4,4,79.0,62.0,66.0,73.0,40.0,61.0,66,63,59,67,58,72,68,54,66,72,77,80,87,64,83,62,73,78,61,59,38,33,66,67,58,65,33,41,48,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72
613,227689,27,175,75,1,3,3,80.0,72.0,69.0,71.0,51.0,74.0,68,73,59,73,70,67,62,59,58,71,83,78,80,68,88,71,75,76,72,69,74,45,73,73,71,72,45,56,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72
614,228271,28,177,70,1,3,3,71.0,64.0,67.0,76.0,56.0,54.0,59,62,51,74,58,80,52,59,66,73,70,71,80,66,70,70,46,71,58,66,27,65,65,71,57,58,56,53,48,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
615,229148,27,181,70,0,3,3,84.0,57.0,67.0,72.0,66.0,68.0,76,50,60,69,52,73,68,47,68,73,83,84,76,62,66,72,57,74,64,60,73,65,65,60,42,70,64,71,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
616,229260,27,180,77,1,4,3,85.0,66.0,65.0,73.0,38.0,64.0,68,65,39,66,59,72,60,55,59,73,83,86,84,62,71,69,56,73,67,69,45,34,63,66,59,69,55,28,24,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
617,229694,29,172,68,1,4,3,92.0,64.0,64.0,72.0,38.0,62.0,59,68,52,67,60,74,61,50,61,64,91,93,95,59,90,58,72,77,61,61,45,37,70,68,52,54,31,41,38,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
618,230470,29,174,74,0,3,2,77.0,71.0,66.0,75.0,43.0,63.0,64,67,43,64,75,77,78,75,61,75,76,78,76,67,72,78,54,71,71,73,34,29,65,68,69,75,48,43,59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
619,230474,21,175,70,0,3,4,81.0,60.0,67.0,76.0,32.0,51.0,77,61,56,71,51,75,55,56,72,77,88,75,82,66,78,54,55,54,55,62,37,26,59,53,71,72,38,25,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
620,230513,25,175,73,1,3,3,71.0,72.0,68.0,73.0,28.0,62.0,62,74,67,73,73,70,71,60,62,74,72,70,79,73,76,75,71,68,63,69,50,23,68,73,56,71,24,25,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
621,230969,27,182,65,1,3,4,84.0,68.0,69.0,73.0,56.0,60.0,71,67,48,67,63,73,63,71,66,71,82,85,83,64,72,71,65,70,56,69,57,58,67,72,74,70,54,60,55,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72
622,231423,24,175,75,1,4,3,70.0,63.0,66.0,71.0,65.0,70.0,73,60,49,70,56,70,70,47,64,72,70,70,70,67,77,73,79,82,63,62,70,67,70,58,51,65,65,68,70,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
623,231571,26,178,75,1,3,4,74.0,67.0,66.0,74.0,24.0,62.0,66,67,32,69,55,75,65,48,64,74,74,74,76,67,68,72,51,63,60,67,70,26,69,66,56,67,21,23,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72
624,232054,32,177,79,0,2,2,70.0,65.0,69.0,66.0,55.0,62.0,67,69,45,75,49,66,58,44,71,69,72,69,63,65,59,58,49,76,62,70,49,62,71,69,43,65,56,59,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
625,232230,26,175,70,0,2,3,78.0,49.0,65.0,69.0,67.0,70.0,65,38,59,67,32,70,60,54,63,69,78,78,74,64,74,70,77,76,66,52,71,66,64,67,59,59,66,72,68,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69
626,232390,25,176,74,1,3,3,72.0,70.0,67.0,72.0,46.0,63.0,65,71,63,71,59,73,61,55,63,69,70,74,74,69,70,71,63,69,59,69,67,41,71,71,67,77,47,45,42,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72
627,232517,31,163,58,1,4,4,87.0,60.0,67.0,73.0,23.0,41.0,68,61,36,70,50,73,65,66,65,70,89,85,88,64,84,66,54,66,30,54,33,19,66,65,49,63,30,15,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
628,232787,26,167,69,0,3,4,82.0,69.0,66.0,74.0,52.0,70.0,68,69,41,66,53,76,73,73,51,70,87,77,80,60,82,73,87,79,62,68,72,58,67,71,65,65,42,61,56,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71
629,232898,24,175,67,1,3,3,77.0,67.0,72.0,71.0,39.0,61.0,70,67,49,72,56,70,68,76,71,72,78,77,76,69,72,69,62,71,59,70,53,51,71,75,56,66,32,36,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74
630,233053,24,179,70,1,3,2,69.0,58.0,68.0,71.0,67.0,71.0,64,50,62,72,43,72,64,61,68,74,69,69,64,67,70,72,55,73,72,66,69,70,68,69,55,59,65,70,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
631,233057,24,178,77,0,4,3,75.0,70.0,69.0,72.0,35.0,73.0,68,70,72,71,64,71,66,61,69,71,75,75,76,69,71,75,84,75,72,67,70,33,71,69,63,74,37,23,33,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,73
632,233550,24,170,65,1,3,3,86.0,60.0,68.0,74.0,44.0,66.0,69,59,58,70,56,73,74,59,68,70,87,85,89,64,89,68,70,70,64,57,64,45,64,65,50,65,44,39,47,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,72
633,233606,24,172,63,0,3,3,78.0,64.0,69.0,71.0,46.0,62.0,73,62,55,72,44,72,57,56,68,70,78,78,76,62,73,64,56,69,59,75,64,48,61,67,60,55,34,51,58,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72
634,233812,23,180,79,0,4,2,79.0,44.0,59.0,67.0,68.0,71.0,64,32,58,63,37,68,48,35,60,65,76,81,75,64,74,59,67,75,67,52,75,66,64,54,38,58,68,71,72,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
635,234333,22,182,78,1,3,3,78.0,68.0,63.0,75.0,24.0,58.0,56,69,61,70,64,76,66,41,57,74,75,81,77,69,75,69,65,61,64,65,39,24,70,67,61,68,21,17,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72
636,234889,23,183,78,1,3,3,69.0,68.0,67.0,73.0,51.0,70.0,68,68,56,72,70,75,61,40,63,75,68,70,69,67,67,75,69,66,74,66,64,41,69,70,48,72,49,57,56,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72
637,235152,21,174,68,1,4,4,73.0,61.0,70.0,74.0,33.0,57.0,70,60,42,70,60,75,72,64,62,75,72,74,74,62,81,64,61,66,57,60,46,36,63,76,52,60,35,29,28,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72
638,235450,21,175,66,1,3,3,69.0,67.0,67.0,75.0,44.0,48.0,56,66,34,75,54,75,63,50,73,76,72,67,76,64,82,74,50,58,35,73,69,46,64,67,48,62,44,47,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
639,235717,23,178,72,1,4,3,68.0,58.0,73.0,75.0,53.0,65.0,67,56,43,76,53,75,72,62,73,76,72,65,77,72,75,62,57,70,67,60,58,61,65,75,51,72,53,52,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,73
640,235983,22,173,62,1,3,3,74.0,69.0,67.0,74.0,67.0,44.0,72,70,69,71,64,74,59,52,64,72,75,73,88,68,79,68,64,68,35,73,31,62,65,63,58,55,64,72,68,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72
641,236382,29,181,80,0,3,3,69.0,58.0,62.0,71.0,70.0,70.0,70,50,66,68,38,74,65,72,58,72,72,66,68,66,60,69,65,67,72,70,68,69,56,44,52,66,69,72,71,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67
642,236998,25,183,73,0,2,3,70.0,62.0,71.0,73.0,69.0,70.0,69,53,70,73,65,73,78,64,70,73,72,68,74,72,69,72,63,72,69,67,71,67,68,69,64,70,67,72,70,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72
643,237784,30,178,73,0,2,3,78.0,61.0,68.0,68.0,66.0,72.0,69,56,65,68,68,65,67,70,64,68,73,82,81,69,66,71,67,79,71,66,66,65,64,69,34,68,69,66,64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70
644,238196,22,177,75,1,3,3,76.0,68.0,67.0,73.0,41.0,62.0,67,71,39,72,68,73,56,39,69,73,75,77,76,68,71,67,69,71,59,67,57,42,70,68,40,64,45,39,32,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73
645,238490,23,171,64,1,2,3,75.0,65.0,68.0,73.0,31.0,48.0,62,64,40,72,54,71,64,61,67,71,76,74,86,69,82,70,45,74,41,69,33,22,66,72,39,62,34,34,22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72
646,239367,22,176,68,1,4,4,83.0,67.0,63.0,76.0,33.0,51.0,64,72,49,69,67,76,56,49,54,75,85,82,87,66,86,70,39,76,45,53,38,29,70,65,54,65,33,31,29,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74
647,239441,22,183,74,1,4,3,87.0,66.0,62.0,75.0,32.0,63.0,64,67,53,65,61,78,55,53,59,72,85,88,78,60,73,68,51,68,71,62,39,24,63,59,64,71,32,30,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72
648,239763,22,174,66,0,2,3,81.0,63.0,63.0,76.0,25.0,56.0,62,65,36,68,51,78,68,29,57,75,88,76,84,57,81,61,71,67,59,66,29,20,66,69,42,61,32,21,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72
649,240507,20,168,56,1,4,4,75.0,70.0,69.0,74.0,40.0,58.0,63,71,62,71,65,72,68,68,70,72,77,73,87,67,90,69,56,61,58,70,53,37,69,69,66,71,36,41,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72
650,241162,23,168,66,1,3,3,85.0,66.0,60.0,75.0,32.0,61.0,58,66,39,65,53,75,65,38,55,71,90,81,92,68,86,65,91,78,55,69,47,31,69,60,64,69,32,28,37,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72
651,241362,28,182,70,0,3,3,84.0,64.0,65.0,72.0,57.0,66.0,74,63,46,66,55,72,58,51,58,73,83,84,75,70,71,66,61,72,65,68,61,61,67,67,55,69,58,58,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
652,241923,25,169,67,1,3,4,89.0,73.0,62.0,76.0,29.0,55.0,59,76,49,65,63,75,59,68,52,75,91,88,88,66,87,73,61,69,54,72,37,24,73,66,64,63,21,34,27,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,73
653,242019,25,179,70,1,3,3,76.0,71.0,55.0,71.0,26.0,63.0,49,76,67,64,53,71,55,34,41,74,71,80,72,65,68,70,58,66,70,66,45,19,72,60,66,63,19,23,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,68
654,242335,26,174,65,0,3,3,85.0,53.0,64.0,66.0,67.0,52.0,73,60,70,72,30,68,63,58,64,64,84,85,76,52,70,49,60,68,43,45,50,63,61,44,51,53,66,69,68,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
655,242530,21,185,85,1,4,4,84.0,67.0,63.0,73.0,32.0,74.0,68,68,63,65,61,75,70,43,64,74,84,84,85,66,51,68,71,72,84,67,53,20,63,58,61,57,40,25,20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,72
656,244186,24,166,67,1,3,4,82.0,64.0,68.0,77.0,30.0,55.0,62,66,38,72,59,75,70,62,65,75,83,81,93,68,92,70,32,74,56,57,35,33,66,72,51,77,20,37,29,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74
657,244287,22,183,78,1,2,4,81.0,68.0,66.0,72.0,41.0,64.0,64,69,59,69,62,73,64,63,64,72,80,82,77,67,67,70,69,70,67,67,46,35,66,64,64,62,46,36,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72
658,245214,26,175,72,1,3,2,83.0,65.0,62.0,71.0,46.0,64.0,63,69,53,68,38,72,48,39,61,71,84,82,78,64,73,69,68,77,64,59,49,49,64,62,56,59,41,46,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71
659,248188,21,179,72,1,3,4,83.0,67.0,62.0,72.0,27.0,72.0,64,73,65,64,53,71,65,44,55,74,84,83,75,61,78,72,69,77,73,52,63,20,73,64,51,60,21,26,27,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72
660,251775,24,173,65,1,3,3,77.0,62.0,66.0,77.0,66.0,68.0,55,59,43,70,62,78,69,50,66,76,79,75,78,72,83,70,57,86,53,61,87,67,68,71,52,74,65,72,68,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,73
661,252293,21,184,75,0,3,3,86.0,58.0,58.0,73.0,61.0,69.0,65,64,54,65,41,75,44,30,49,72,88,85,74,68,68,65,54,81,67,44,65,64,64,56,39,62,60,60,63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72
662,252523,22,176,65,0,4,4,91.0,66.0,63.0,75.0,57.0,61.0,64,71,74,66,48,77,62,58,62,70,91,91,91,56,89,69,94,74,59,62,43,57,59,57,51,62,66,48,40,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72
663,253177,18,178,73,1,3,4,88.0,66.0,62.0,71.0,57.0,68.0,64,62,44,68,48,74,60,40,60,73,86,89,68,57,66,77,64,73,70,73,59,59,70,59,50,63,58,57,58,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72
664,256970,17,185,74,0,3,3,72.0,63.0,68.0,74.0,35.0,54.0,61,64,43,73,65,75,63,59,64,73,71,73,80,73,71,60,68,69,47,60,51,29,69,73,67,69,33,35,48,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72
665,257133,22,176,70,1,4,3,82.0,70.0,65.0,75.0,23.0,58.0,68,71,38,68,67,77,64,65,62,72,80,83,80,62,80,71,75,66,60,70,38,22,67,61,68,66,19,24,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72
666,257713,22,187,70,0,3,2,70.0,55.0,68.0,68.0,66.0,68.0,74,50,59,73,59,69,63,43,67,73,70,70,61,63,57,59,53,67,73,63,59,60,58,61,43,60,64,73,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
667,258580,22,173,71,1,3,3,85.0,63.0,61.0,74.0,34.0,48.0,61,64,41,68,55,71,56,39,52,74,83,86,88,69,82,65,42,71,39,61,42,21,70,64,62,66,31,41,42,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72
668,263230,21,185,76,1,5,3,76.0,70.0,60.0,65.0,39.0,71.0,64,74,72,63,58,66,56,49,57,65,79,74,55,70,75,74,68,65,74,63,70,30,73,59,63,59,35,38,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,69
669,155885,35,177,71,1,4,5,70.0,68.0,69.0,74.0,44.0,55.0,69,65,60,69,67,73,75,72,67,72,69,71,83,67,76,72,33,51,54,71,66,51,68,68,71,72,41,41,29,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70
670,169078,29,172,73,0,2,3,69.0,66.0,71.0,73.0,51.0,62.0,73,65,40,70,61,72,76,69,66,71,73,66,84,66,81,68,70,66,62,67,57,58,65,72,62,64,48,54,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,70
671,186805,31,170,67,1,3,4,85.0,65.0,66.0,77.0,29.0,55.0,68,60,50,65,64,78,76,64,61,75,89,82,85,59,85,74,67,47,63,67,40,25,60,67,68,75,19,38,20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70
672,187498,32,181,69,1,4,3,66.0,71.0,70.0,68.0,37.0,61.0,71,71,65,70,73,67,72,70,68,69,67,65,70,68,70,74,51,72,64,70,42,35,74,71,67,69,40,31,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
