,sofifa_id,age,height_cm,weight_kg,preferred_foot,weak_foot,skill_moves,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,work_rate_High/High,work_rate_High/Low,work_rate_High/Medium,work_rate_Low/Medium,work_rate_Medium/High,work_rate_Medium/Low,work_rate_Medium/Medium,body_type_Lean (170-),body_type_Lean (170-185),body_type_Lean (185+),body_type_Normal (170-),body_type_Normal (170-185),body_type_Normal (185+),body_type_Stocky (170-185)
84,6826,36,183,78,0,3,2,32.0,65.0,79.0,68.0,78.0,76.0,80,56,74,83,65,68,78,78,74,76,30,33,43,79,60,77,70,72,76,71,80,81,58,74,72,81,77,78,77,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
85,197242,27,186,85,1,3,2,65.0,58.0,72.0,66.0,79.0,86.0,59,42,83,79,40,63,46,62,83,75,62,68,59,77,52,81,75,77,91,70,87,81,52,71,78,83,75,82,72,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
86,190460,25,182,76,1,5,4,75.0,78.0,88.0,84.0,47.0,63.0,86,76,52,89,74,84,85,87,86,87,77,74,78,83,82,80,57,90,57,84,44,55,81,90,67,87,38,56,22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
87,225193,21,187,79,0,3,2,61.0,63.0,72.0,72.0,69.0,72.0,59,62,75,77,58,73,68,69,74,77,62,61,64,71,57,63,68,69,74,67,74,74,70,74,58,66,59,75,65,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
88,186672,31,191,84,1,3,2,63.0,56.0,67.0,68.0,78.0,77.0,60,51,73,73,56,69,60,60,66,70,62,63,60,71,53,65,77,79,76,56,77,78,62,70,63,80,76,81,77,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
89,189560,29,190,91,1,4,2,50.0,73.0,73.0,68.0,83.0,83.0,53,72,81,81,66,67,66,70,82,80,49,51,54,75,36,85,74,79,88,64,78,85,82,74,72,73,85,84,75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
90,168542,31,173,67,0,2,4,68.0,72.0,87.0,87.0,38.0,61.0,83,71,54,91,79,84,82,75,79,90,72,65,92,84,89,71,66,78,56,73,51,43,81,92,73,92,25,44,29,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
91,167943,31,174,70,1,4,3,63.0,73.0,78.0,75.0,73.0,71.0,72,69,67,81,73,71,77,77,78,82,62,63,71,81,77,78,70,71,68,76,78,77,70,80,78,79,70,75,73,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
92,220714,21,197,80,0,3,2,62.0,64.0,62.0,64.0,64.0,68.0,44,58,66,70,62,64,61,43,69,68,58,65,57,64,59,74,62,62,74,72,61,65,60,67,46,64,60,67,62,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
93,181291,26,175,69,1,3,3,81.0,75.0,76.0,84.0,66.0,74.0,67,74,72,83,73,85,76,70,74,84,79,82,82,82,80,78,82,87,71,71,64,70,82,78,74,79,60,69,64,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
94,189242,25,171,68,1,4,4,82.0,78.0,83.0,88.0,35.0,64.0,77,74,47,85,75,88,84,82,78,88,88,77,92,81,92,80,59,80,61,86,55,30,83,87,64,85,24,44,40,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
95,152879,30,180,76,1,3,3,46.0,66.0,76.0,74.0,70.0,76.0,71,60,62,79,68,74,71,67,77,76,45,47,65,73,74,74,59,83,72,68,81,73,64,77,88,77,65,74,75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
